你好 请 讲 其他   喂 您好   先生 嗯 请 讲   你 帮 我查 一下 我 这个 手机 呃订 了 哪些 套餐 能 看得出来 吗
为您服务   唉 你好 的 呃 麻烦 帮 我查 一下 看 一下 我 的 套餐 现在 是 什么 套餐 的   看看 就是 一百五十 八 的 飞享 套餐 每月 是 五百 分钟 通话 两个 g 的 流量 一百五十 八   你好 我 是 这样 我 手机 的 我 是 去年 是 办 那个 让 我 买手机 的 时候 办理 这个 套餐 嘛 然后 我 现在 套餐 我 想 改 呃 在 这里 能 改 吗
您好 请 讲   你好 帮 我查 一下 我本 机有 哪些 费用 产生   只有 九十八 块 月租 别的 收费 用 没有 月租费 已经 扣过 了   月租费
服务   唉 小姐 你好 我 想 我 想 问 一下 我 这个 手机 的 那个 国际 长途 呃 又 开通 了 吗   国际漫游 国际漫游 开通 了 长期有效 的   插进去 了 对 吧 噢 好 的 好 的 您好
您好 很 高兴 为您服务   哎 你好 我 想 让 你 帮 我查 一下 我 这个 号码 有没有 开通 国际漫游 服务   啊 您 说 的 是 出国 的 国 国际漫游 是 吧 这个 号码 目前 并 没有 国际漫游 需要 开 吗   呃 呃 开 的话 需要 收费 吗 国外 的
您好 很 高兴 服务   唉 你好 呀 就是 我 想 问 一下 我 这边 先 确定 下 我 手机 有没有 给 我 开通 国际漫游   本 机号码 开过 了 都 正常 状态   行是 这样 的 情况 就是 我们 今天 要 飞 那个 就是 欧洲 嘛 然后 想办 一个 一 一带 一路 的 东西
很 高兴 为您服务   哎 我 想 问 一下 你 帮 我查 一下 我 的 这个 五十八 元 套餐 就是 充 话费 就 结束 了 吧   我 帮 您 套餐 目前 对 到 本月 月底 最后 一个月 了 算 一下 就 不再 返还 了 套餐 可以 继续 保留 使用 现在 话费 不返 了   还有 什么 活动 呢
您好 很 高兴 为您服务   唉 你好 呃 就是 这 样子 呃 我 想 问 一下 我 那个 套餐 是 什么 情况 你 能 给 我 可以 给 我 说 一下 吗   可以 呀 您 现在 是 一百五十 八 的 四 g 飞享 套餐 嗯 其他 没有 就是 一百五十 八 一个月   噢 那 我 就 可以 呃 我 我 能 在外 呃 把 把 这个 卡给 注销 吗
您好 很 高兴 服务   喂 你好   您好 请 讲   我 那个 流量 的话 上个月 好像 不是 我 流量 购买 过 一个 噢 停机 对 吧 你 帮 我 看 一下
您好 很 高兴 为您服务   哎 麻烦 不好意思 想 请问 一下 我 这个 月 的 套餐 就是 这个 是 后付费 四 g 网聊 套餐 三十八 元 一档 的 是 吗 你 给 我查 一下   恩对 是 的 然后 下个月 是   嗯 到 下个月 刚才 我 看 了 就是 手机 掌上 营业厅 我 看 了 一下 吗 因为 我 是 在 那个 五月 十九号 五月 十七号 电信 就近 金 就 改成 这五 幺 八嘛 你们 发过来 的 短信 就是 我 改 那个 之后 改 那个 飞享 套餐 就是 下个月 呢 就是 变成 了 后付费 四 g 飞享 套餐 三十八 元 一档 的 是 吗
您好 很 高兴 为您服务   喂   喂 你好   唉 你好 这边 什么 情况
您好 很 高兴 服务   你好 我 想 问 一下 我 都 开通 了 哪些 业务 啊   业务 的话 您 除了 一百三十八 套餐 之外 其他 收费 业务 没有 就 幺 三 八月 租   一百三十八 没有
您好 很 高兴 您 服务   喂 你好 先生 我 想 问 我 这 手机 现在 有没有 那种 别的 套餐 只有 余额 套餐 吗   您 现在 是 八块钱 四 g 飞享 套餐 就 这 一个 其它 没有   其他 都 没有 了
您好 很 高兴 为您服务 我 也 不 你好 你好 你 帮 我查 一下 我 这 显示 什么 套餐   嗯 您 现在 这个 号码 本月 是 神州行 大众卡 每月 最低 消费 三十三 的 呃 下个月 已经 改成 了 那个 五十八 元 四 g 飞享 套餐 您 现在   还 没有 给 我 改 的 呢   噢 您 自己 不知情 改是 吧 我 看 一下 啊 那 就 帮 您 改 的 我 看 一下 就是 今天 改 的话 应该 是 在 营业厅 呀 在 那 什么 外岗 营业厅 办理 的
您好 很 高兴 为您服务   喂 你好 我 想 问 一下 唉 我 这个 号码 合约 机是 几月份 到期 啊   啊 您 稍 等 我 帮 您 查 一下 这个 是 到 今年 的 十一月 底   那 我 现在 如果 我 这个 手机 不能 用 了 我 能 那 办 新 的 合约 吗
您好 很 高兴 为您服务   哎 你好 我 想 我 想 咨询 一下 有 现在 有 有些 什么 套餐 因为 你 看 你 看不到 我 现在 办个 套餐 嘛   对 啊 您 是 要 咨询 套餐 因为 您 现在 是 参加 过 活动 不能 改变 的 您 不是 参加 二 六八 返 话费 的 活动 吗   那 这个 活动 是 不能自己 都 不能 改 了 嘛 不要 了 嘛
您好 很 高兴 为您服务   唉 你好 我 问 一下 就是 我 现在 办 了 那个 呃 六个月 的 那个 六个月 六个 g 的 流量 吗   恩   他 这个 为什么 是 先于 就是 那种 赠送 本地 流量 啊 那 我 我 的 手机 流量 还有 什么 意义 呢
您好 很 高兴 为您服务 哎 你好 你 能 帮 我查 一下 就是 我 有没有 开 那个 流量 可选包 吗   这个 号码 对 吧 没有 开通 点 吧   噢 那 我 现在 流量 的 套餐 是 怎么样   您 现在 是 自选 套餐 自选 套餐 是 两选 两个 g 的 超出 的话 两毛 九 一兆对 他 这边 还有 送 的 流量 送到 两个 g 的 上海 本地 的 送到 一 八年 六月
您好 很 高兴 为您服务   唉 你好   唉 您好 您 说   唉 我 想 问问 这个 手机 的 这个 嗯 每个 月 的 有 套餐 是 什么 套餐 我 我 以前 合作 的 就 忘记 了
您好 很 高兴 为您服务   唉 你好 我 是从 那个 他们 客服 转过 来 的 我 原来 这个 套餐 我 这个 手机 有 一个 宽带 的 你 卡查 得出 吗   嗯 来电 的 手机号码 吗   不是 来电 手机号码 是 我 现在 套餐 里面 的 其中 一个 号码 看 幺 五 九零 幺 八九 零 七八 三 我 喂
您好 很 高兴 为您服务   哎 你好 我想查 一下 我 这个 现在 使用 的 手机 那个 国际 长途 开通 了 吧   国际漫游 吗   对 在 在 国际漫游
为您服务   喂 你好 那个 我 现在 那个 套餐 是 八月 一号 到期 啊   它 是 按 自然 月 算了 到 这个 月 的 月底 过 完 这个 所以 就 没 了 然后 套餐 兑换 的   嗯 那 我 什么 时候 可以 换 呢
什么 很 高兴 为您服务   喂 你好   您好   嗯
您好 很 高兴 为您服务   您好   唉 你好   我 我 想 帮 你 麻烦 你 帮 我查 一下 我 今天 再 更改 的 发票 那个 电子 发票 的 那个 邮箱 呃 我 这边 有 七个 号码 你 麻烦 帮 我 看 一下 有没有 都 全部 改过来 好 吗
您好 很 高兴 为您服务   唉 你好 呃   你   你 帮 我 看看 我们 现在 这样 还有 什么 套餐
您好 很 高兴 为您服务   喂 小姐 你好   先生   帮 我查 一下 我 这个 手机号 有没有 开通 彩铃
您好 很 高兴 为您服务   唉 你好 我 这边 有个 手机号码 办 了 一个 宽带 你 帮 我查 一下   什么 意思 移动 宽带 对 吧 哪个 手机号码   三三装
为您服务 哦   你 帮 我 看看 这个 手机 我 我 的 流量 套餐 还有 吗 什么 好像 没有 了   你 现在 套餐 的话 五十八 的 里面 是 五百 兆 的 呀 就 当时 有 的 您 现在 上 不了 网是 吧   唉 对 对
您好 很 高兴 为您服务   喂 你好 呃 嗯 是 首先 帮 我 确定 下 我 是不是 一 呃 就是 国际 长途 一直 是 开 着 的   你 说 国际漫游 是 吧   唉 对 对 对 我 这边 开着 的 长期有效 的 二 然后 还有 一个 就是 呃 我 要是 办七三 验证 这个 日本 那边 海外 流量 包
高兴 为您服务   唉 你好 咨询 一下 就是 那个 国际漫游 这个 是 怎么弄 的 我 因为 我 下个月 要 出差 姓名   国际漫游 的话 就是 我们 这边 开通 立即 生效 的 三十天 以后 取消 的 也 有 一百八十 天 的 还有 长期 的 开通 都 没有 功能 费 的 然后 使用 的话 就是 另外 算   费用
为您服务   唉 你好 我 刚才 发了 一个 ppop 这个 就是 开通 视频 电话 然后 说 我 已经 开通 了 不要 重复 再 开通 就 我 我 没有 开 通过 那么 这 明天 开 通过 的   密码 开过 了   那 怎么 用 啊 这个 就是 您 手机 只要 支持 的 手机 上要 设置 一下
您好 很 高兴 服务   哎 你好 你好 请 讲 今天 凌晨 十一分 你们 幺 零零 八 六发 三个 短信 给 我 说 开通 了 三个 项目   噢   你 能 给 我 介绍 这上 项目 是 在 在 用 的 吗
您好 很 高兴 为您服务   喂 你好 嗯 我 的 手机 今天 早上 的 时候 收到 那个 移动 的 短信 通知 说 申请 那个 什么 噢 免费 申请 那个 什么 我 一个 套餐   一 ip 的 四 g 高清 语音 通话 您 不要 可以 帮 您 关掉 要 关闭 吗   这个 东西 是 跟 普通 的 有 什么 区别
您好 很 高兴 为您服务   喂喂 小姐 你好   唉 你好   唉 我家 这个 宽带 里面 是不是 取消 了 一个 号码 是不是 我 这个 号码 取消 了
您好 请 讲   喂 你好 我 想 请问 一下 那个 那个 我 我 这个 刚刚 那个 漫游 开通 了 吗   国际漫游 是 吗 对 的   噢
为您服务   七号   噢 行 那 就是 你 你们 那个 互联网 机台 吗   以后 这边 的话 那个 账号 的话 是 什么 呢
您好 很 高兴 为您服务   哎 你好 我 想 问 一下 我 手机 不是 开通 那个 那个 叫 五十多 的 那个 流量 套餐 吗 后面 后来 又 增加 了 一个 流量 翻番 的 对 吧 然后 我 想 问 一下 我 前面 开通 的 那个 五十多 一个月 的 它 不是 之前 我 开通 的 时候 有 一个 每个 月 返还 二十块 钱 的 那个 活动 吗 我 不 知道 还有 多少 个 月 返还 结束   我 我 想查 一下 我 就是 我 帮 您 看 一下 您 这边 套餐 五十八 元 套餐 然后 又 加上 一个 任 我 翻 的 活动 二十块 钱 一点 五 g 的 流量 那么 它 套餐 加 起来 的话 就是 七十 八块钱   嗯 对 对
五 你好   喂 你好   您好   我 问 我 这个 就是说 这个 办理 这个 宽带 套餐 不是 月底 到 账
您好 很 高兴 为您服务   唉 你好   请 说   好 的 麻烦 你 帮 我查 一下 我 都 有 哪些 业务 好 吧
您好 很 高兴 为您服务   唉 你好 那个 呃 就是 我 这边 有 一个 宽带 呀 它 那个 你查 得到 不了 啊   嗯 您 现在 宽带 什么 问题 呢 请问   呃 就是说 我 因为 我 现在 是 参加 了 然后 已经 是 转过 去 了
您好 很 高兴 为您服务   喂 你好 你 帮 我查 一下 我 这个 手机号码 现在 有 哪些 业务 的 办理 的 你 在 用 的   嗯 先 目前 那个 一百五十 八 的 四 g 飞享 套餐 还有 一个 集团 短号 还有 一个 十块钱 的 流量 共享 包 还有 一个 十块钱 的 校 讯通 其他 没 了   然后 你 能 帮 我 把 这 十块钱 就 取消 掉 吗
您好 很 高兴 服务   唉 你好 麻烦 帮 我查 一下 我 是不是 有 一个 小 高峰 流量 套餐 啊   对   呃 能 帮 我 下个月 取消 一下 吗
您好 很 高兴 为您服务   唉 你好 唉 你好 嗯 是 这样 就是 以后 那个 我 这个 套餐 不是 八月 到期 了 吗 嗯 嗯 以后 这个 付费 是 怎么 付 的 呢 付费 方式   呃 八月份 如果 到期 的话 我 看 一下 啊 就是 消费 的话 是 属于 后付费 的 就是 账单 出来 之后 交费 也就是说 呃 八月份 账单 出来 九月份 消费   呃 那个 还是 从 我 信用卡 扣 怎么样 嗯 嗯
您好 很 高兴 为您服务   我 想 问 一下 就是 我 之前 办理 换 一个 套餐 然后 那个 你 看看 一下 吗   套餐 您 是 目前 是 九十八 块 的 一百 分钟 通话 两 g 的 流量   不 知道 我 就 下个月
您好 很 高兴 为您服务   喂 你好 就是 我 想 问 一个 那个 就是 我 看 那个 客户端 上面 有 一个 叫任 我享 流量 半年 包 这个 活动   对   呃 它 说 六月 到 之前 呃 呃 呃 这 这 之前 办理 就行 就 但是 我 我 我 现在 套餐 是 飞 的 网聊 网聊 套餐 对 吧
您好 很 高兴 为您服务   唉 你 帮 我 看 一下 一个 新 的 流量 至尊 包 我 现在 开通 了 吗   开通 了 从 七月份 开始 生效 的   啊
您好 很 高兴 为您服务   喂   您好 有 什么 可以 帮 您 你好 我 想   帮 我 确认 一下 我 这个 手机 上面 那些 共享 的 和 分享 的 业务 都 已经 暂停 了 吗 因为 我 下个月 就要 去 换 一下 这个 机主 信息 嗯 嗯
您好 很 高兴 为您服务   唉 喂 你好   嗯 嗯   呃 我 现在 手机 的 套餐 务员 还是 需要
您好 很 高兴 为您服务   喂 你好   您 说   唉 你好 问 一下 那个 我 的 那个 这个 原先 办 的 这个 套餐 是不是 这个 月底 就 结束 了
您好 很 高兴 为您服务   啊 我 想 问 一下 就 目前为止 我 这个 手机 上 每个 月 都 要 扣掉 的 那个 费用 的 那个 那个 那个 业务 每个 月 都 要 扣 的 那些 我 想 问 一对   嗯 嗯 我 看 您 这边 的话 套餐 是 那个 九十 八块钱 的 月租费 套餐 然后 再 加上 一个 随心 聊 业务 三块 钱 呃 三块 钱 一个 号码 您 总共 是 有 清 您   我 就 那个 三块 钱 的 随心 聊 什么 噢
喂   到 上海 移动 客服 代表 工号 幺 零六 五九 您 现在 接电话 是 说 唉 您好 先生 不好意思 这边 之前 有 一个 跟 您 说错 了 就是说 他 这边 的话 您 更换 成 下个月 换成 另外 一种 五十块 钱 的话 它 是 给 您 两个 g 流量 但是 没有 额外 赠送 两个 g 因为 了   什么 的 啊   所以 他 这边
您好 请 讲   呃 您好 我想查 一下 我 的 国际漫游 服务 现在 是 开 这个   我 这边 看到 的话 是 开通 的 去 去 开通 的 二 一年 的 五月 十八号 开始 呢 就是 一个 长期 一个 国际漫游 如果 您 不 取消 的话 这个 功能 只是 在 的   噢 好好 好 所以 我 现在 去 日本 的话 我 的 那个 流量 可以 用 的 如果 把 那个 露面 打开 对 吧
您好 很 高兴 为您服务   喂 你好 我 的 那个 移动 数据 国内 都 没 开通 吧   流量 对 吧 流量 我 看 一下 上网 功能 是 开 着 的 国内 流量 是 能 用 啊 你 现在 不能 上网   不能 打开 四 g 没有 信号 的 没有
为您服务   您好 那个 我 想 问 一下 我 这个 手机 套餐 什么 时候   过期 啊 什么 时候 过期 套餐 没有 有效期 的 只要 您 一直 不 打电话 过来 取消 它 可以 去 使用 一下 下去 了   不是 啊 我 这个 是 之前
很 高兴 服务   哎 你好 我 想 问 一下 我 这个 手机 现在 怎么样 那个 套餐 呀   你 现在 套餐 的话 就是 一个 八十八 块 一个月 套餐 除此之外 家 的 有 一个 三十块 五百 兆 的 流量 包 还有 个 三块 钱 来电 提醒   嗯 嗯 还 加 了 一个 什么
您好 很 高兴 为您服务   唉 你好 嗯 嗯 好 我 刚才 收到 信息 好像 我 宽带 要 到 明天 安装 对 吧   恩   诶 看看 怎么办 你 看 一下 能 不能 帮 我 那个 今天下午 啊 是 吧
很 高兴 为您服务 喂 你好   就是 那个 我 刚才 查 一下 我 的 流量 嘛 然后 收到 短信 然后 因为 我 这个 月 刚换 的 新 的 套餐 然后 多 了 很多 其它 东西 我 不 太 理解 能 帮 我 解释一下   是 哪 一项 服务 不 理解 的   啊 就是 我 这个 套餐 显示 手机 有 一个 夜间 流量 这个 是
为您服务 唉 你好 我 想 看 一下 我本机 这个 手机 是不是 开通 了 港澳 的 国际漫游 啊   本 机 没有 开通 需要 开 吗   嗯 帮 我 开 一下 好 的 手机 服务 密码 知道 吗 不 知道 身份证 号码 姓名 报 一下   嗯 身份证 号码 三 幺 零 幺 零二 幺 九八 九零 九 二九二 八四零
很 高兴 为您服务 喂 你好 你 可以 帮 我 看 一下 我 这个 手机号码 里面 去 有 哪些 套餐 给 你   但 目前 就 一个 套餐 五 十八块 的 每月 是 一百 分钟 通话 五百 兆 流量 五 十八块   嗯 五 十八块 的 套餐 五十 八块钱 的 套餐 是 吧   对 是 的
为您服务   小姐 我 想 问 一下 我 这个 手机 是不是 重新 申请 过 一个 副 号   呃 我 看 一下 这边 有个 有 的 有 一个 和 多 号 的 客户   呃 因为 我 当时 申请 过 就 一直 往 了 我 想 问 一下 副 号 是 怎么 写 如果 打 出去 的话 是 先 拨 什么 呢
您好 很 高兴 为您服务   唉 我 请问 一下 我 那个 是 飞享 套餐 十八块 就 今天 生效 了 我 这个 号码 对 吧   嗯 嗯 对   唉 他 是 十八块 钱 一个月 那个 流量 怎么 它 这里 那个 短信 通知 他 是 六十块 钱 这个 流量
服务 呃 就是 我 咨询 一下 就是 原先 我们 在 因为 是 学校 原因 就 办 套餐 原因 它 是 原价 是 三十 八块钱 那个 套餐 然后 他 只要 二十八 的 月租 但是 现在 系统 它 自动 帮 我 迁移 了 另外 一个 套餐 啊 然后 现在 是 我 想 咨询 一下 就是 先用 完 之后 我 下个月 资费 三十八 还是 二十八   月租费 用 您 这边 还是 三十八 的 呃 您 之前 是 有 参加 公司 什么 活动 是 吧   就是 因为 不 知道 应该 是 吧 学校 的 那个 套餐 吗 它 说 是 三十八 但是 他 只有 直接 交 二十八 月租 就 可以 了   套餐 不是 您 自己 改 的 吗
吧   喂   您好 有 什么 可以 帮 您   我 想 问 一下 我 这 手机 有 什么 套餐
您好 请 讲 喂 你好 我 这 每个 月 的话 费用 的 彩铃 啊 你 看 一下 我 那 好多 业务 没有 用 呢   如果   呃 取消 掉 行不行   可以 啊 您 手机 密码 知道 吗
服务   您好 行   您好 很 高兴 为您服务   喂 你好 我 想 问 一下 手机 是 什么 时候 帮 我查 一下
您好 很 高兴 为您服务 唉 你好 麻烦 你 给 我 那个 这个 我 也 没订 一个 手机 报给 那个 哇 都 卖 是 吧   呃 您 是 说 您 那个 手机 报 和 那个 歪 卖 是 要 取消 是 吧 先生 对 对 对 我 有 的话 如果 您 手机 报 噢 好 的 那 我 这边 给 您 取消 以后 立马 生效 服务 密码 知道 吗   我 密码 不 知道 的   报 一下 姓名 和 身份证
很 高兴 为您服务   喂 你好 刚才 你 能 给 我 打电话 说 你们 一直 没 听到 我 现在 是不是 变成 四十八 块钱 流量 的   您 刚才 是 八十八 套餐 了 呀   噢 八十八 元 嗯 对
您好 很 高兴 为您服务   喂 你好 我 想 我 想 请 你 帮 我查 一下 我 有 一个 是 什么 套 什么 流量   您 是 十八块 钱 的 基础 套餐 每个 月 还 订 了 一个 十块钱 一 百兆 的 流量 包 总共 十八块 钱   十块钱 的 流量 十块钱 的 流量 包是 吧
您好 很 高兴 为您服务   你好 我 想 问 一下 我 现在 用 了 多少 钱 的 套餐 你 帮 我 看 一下 好 吧   十八块 钱 的 飞享 套餐 一 百兆 流量 国内 主叫 一毛 九 一分钟 全国 接听 免费 就 这个   那 我 现在 的 流
很 高兴 为您服务   哎 你好 我 想 问 一下 我 那个 我 不是 十八元 套餐 有没有 取消 的 费用 啊   没有 您 只有 一个 十八块 钱 的 套餐 费 没有 其他 的 收费 业务   噢 但是 我 的 话费 我 就 感觉 回馈 一个 就是 嗯 一个 流量 流量 我 也 只有 三次 还有 一个 什么 就是
为您服务   喂 唉 你好 呃 我 想查 一下 我 现在 这个 手机号 是 每个 月 是 订 了 呃 哪些 套餐 啊   呃 八十八 的 四 g 飞享 套餐 呃 七十块 两 g 流量 三块 钱 来电 提醒 这 三个 业务   再见 呃 八十八 的 是 什么
您好 兴 为您服务 约金   唉 你好 我 我 想 把 我 的 手机 申请 嗯 我 现在 不是 五十块 钱 流量 卡 我 现在 不是 这个 套餐 吗   恩   你 帮 我 弄 一个 五十八 套餐 三百 分钟 免费 通话 这个
您好 请 讲   哎 你好 我想 查个 号码   查 什么 呢 女士   就是 在 七月 二十九 号 的 时候 然后 充 的 流量 我 想 查询 一下 有没有 到 账
国   喂 你好 你 你 看 一下 我 这个 手机 套餐 开始 三十 号 三 呃 就是 三十元 是 叠加 包 还是 每个 月 的 流量 费   噢 我 看 一下 您 稍 等 三元 叠加 包 叠加 的   叠加 了 之后 到 下个月 它 就 自动 取消 是 吧
零三 幺 五八   对   您好 很 高兴 服务   唉 你好 我 反映 这个 语音 我 七月 十五号 买 的 二十块 钱 还 三十 兆 的 流量 就是 一直 没有 过来 吗
很 高兴 为您服务   哎 我 想 咨询 时间 随时 我 的 手机 应该 是 国际漫游 现在 是 开通 装   国际漫游 开通 的 对   以前 然后 我 新 新加坡 的话 接电话 应该 是 免费 打电话 的话 是 要 费用 是 吧
高兴 为您服务   哎 你好 我 想 问 我 这个 现在 确认 套餐 是 十八元 的 那个 对 吧   对 您 当时 是 一个 十八元 套餐 一 百兆 流量 打电话 的话 一毛 九 一分钟 全国 各地 接听 免费   呃 我 我 想 改成 那个 最 基本 的 那个 八块钱 的 时候 吗
您好 很 高兴 服务   喂 你好 你 帮 我查 一下 这个 手机 有没有 开通 国际漫游   开过 了 那 正常 能 开   告诉 你 的 是 吧
您好 很 高兴 为您服务 你好 的 您好 能 听到 吗 对 不好意思 我 听 不到 声音 嗯   好   您好 能 听到 吗 您 不 打 声音 现在 能 知道   的
您好 很 高兴 为您服务   喂 你好   嗯   帮 我查 一下 幺 三八 幺 八 幺 五 二七 二八 这个 绑定 我 现在 这个 号码 有没有 绑定
很 高兴 为您服务 嗯 好   行 好像   我 之前 好像 那个 关 了 那个 流量 到 现在 还 没 帮 我 开通 对 吧   那 上网 功能 已经 恢复 了 然后 您 手机 包括 之后 要 重启 一下 的 是否 没有 重启 了 呃 什么 手续 手 机关 机关 机再 开机 就行了 对 这边 已经 开 了
您好 很 高兴 为您服务 唉 你好 我 刚才 就是 嗯 买 了 一个 那个 什么 八块 八块 的 那个 流量 包 吗 它 流量 包 已经 申请 了 然后 它 现在 还 在 扣 我 外面 的 流量   机号码 能报 一下 吗 我 看 一下   幺 三 六八   幺 三 六八
很 高兴 为您服务   唉 你好   请 说   问 一下 我本 机号码 下个月 套餐 已经 更换 过来 下个月 有 哪些 收费 的 项目 呢 我 这个 套餐 里面
稍 等 喂   唉 您好 请问 是 刚才 那位 女士 是 吧 唉 您好 帮 您 核实 过 了 现在 是 优惠期 里面 优惠 之内 它 是 统一 的 十块钱 一个月 号码   然后 帮 我 把 那个 呃 呃 选 一个 嘛 就是 我 不 超过 这个 套餐 费 我们 单位 是 一百一十 八 的 套餐 吗 帮 我 去掉 一个 来电 提醒 然后 增加 一个 这个 流量 共享 谢谢   来电 提醒 没有 查到 您 的 手机 上 没有 查到 有 来电 提醒 这些 功能
啊 好 的 您好 很 高兴 为您服务   喂 你好 我 喂 刚刚 办理 那个 三十八 的 套餐 是 吧 啊 嗯 嗯   对 的   嗯 嗯 不是 送 五百 兆 那个 流量 吗 没有 没有 送 那个 话费 的 是 吧
那 很 高兴 为您服务   喂 你好 我 想 问问 我 想 问 一下 我 的 手机 你 帮 我 看 下 有没有 开通 国际 长途   国内 打 国内 电话 的 功能 吗   啊 就 是从 国外 打国 国内 的
您好 很 高兴 服务 唉 你好 我 想 问 一下 我 我 下个月 取消 了 一个 五十元 的 流量 包帮 我查 一下 是不是 取消 啦 因为 我 没有 直接 取消 掉 了 已经 取消 了   对   噢 好 谢谢 你
您好 你好   唉 先生 你好   我 想 问问 我 我 的 套餐 是 十八块   呃 一个月 对 吧 那个 就 说 流量 是 一百 一百二十 兆 现在 来条 短信 怎么 一 百兆 了
很 高兴 为您服务   喂 你好 嗯 我 想 请问 一下 我 这个 三 十八块 的 那个 套餐 现在 改为 新 套餐 的 是 吧   呃 三十八 元 确定 是 五百 兆 那 一档 的 没有 通话时间 的   呃 我 现在 是 没有 通话时间 是 吧
您好 很 高兴 服务   喂 你好   您好   嗯 行 呃 我 想 问 一下 我 现在 套餐 是 一百二十八 块 是 吧
您好 很 高兴 为您服务 噢 好像 就是 我 现在 手机 那个 套餐 不是 九十八 套餐   嗯 没错   噢 我 想 换 那个 就是 换 一个 就是 稍微 多一点 的 学校 以前 我办 的 是 四 四十多 块钱 了   那 流量 多少 通话 多少 呢
好 吧 您好 很 高兴 为您服务 哎 你好 就是说 我 上次 开通 了 一个 国际漫游 吗   嗯   然后 我 再 想 开通 一个包 流量 就 从 现在 开始   包 流量 的
您好 兴 为您服务   哎 我 想 问 一下 这个 幺 三八 幺 八五 四 六七 七五 登记 的 那个 什么 时候 到期 套餐   幺 三八 幺 八五 四 六七 七五 对 吧   对
您好 很 高兴 为您服务   呃 那 好 那 好 我 觉得 我 已经 为什么 响 它 是不是 赎回 了 对 吧 歌曲 了 上个月 就是 这个 手机号码 我 我 是 刚刚 查 了 是不是 有 一个 二十八 块 呃 群套 稍 等 啊   对 是 二十 八块钱 语音 套餐 那 二十 八块钱 语音 套餐 一个月 六块钱 的 套餐 加 一个 五块 钱 三十 兆 流量 呀 没有 其他 收费 啊   因为 我 我 刚刚 在手 手机 行 或者 吗 常过 的 信息 想 我 是 只有 一个 二十八 块 的 语音 套餐 吗
您好 很 高兴 为您服务   唉 你好 呃 问 一下 就是 我 那个 现在 手机 里面 目前 办 的 都 是 业务 有 哪些 啊   推出 一个 套餐 可以 流量 包 一百 其他 还有 其他 没有 什么 业务   呃 一百 三 流量 包是 多少
您好 很 高兴 为您服务   哎 我 想查 一下 刚才 那个 你们 发个 短信 扣 了 三十块 钱 怎么回事 啊   发短信 扣 您 三十块 钱 您 稍 等 我 看 一下 就是 您 用 完 的 斗地主 造成 的 呀 你 不要 去 玩 那个游戏 啊 那种 游戏 本身 就是 要 收费 我 说 没 写 呀 我 就 说 它 关掉 它 那 它 怎么 就 有 这个   又 不是 误导 消费 吗 这 样子
嗯   您好 很 高兴 服务   你好 你 帮 我查 一下 我 最近 的 消费 怎么 有会 多少   这个 的话 人工 看不到 您 的 消费 明细 要 登陆 网厅 核实 一下 详单 明细 我 这边 可以 把 链接 发给您 登录 这个 链接 您 可以 查到 详 单明 细看 前用 在 哪里
您好 很 高兴 为您服务 我 想   重 就是 中国移动 对 吧   唉 我 想 问 一下 我   你 看 一下 我 的 套餐 里面 有个 什么 增值 业务费 是 什么 东西 帮 我 看 一下
您好 很 高兴 为您服务   唉 你好 你 帮 我 看 一下 我 的 那个 漫游 国际漫游 有没有 开通   好 您 稍 等   嗯 嗯
您好 很 高兴 为您服务   唉 你好 先生 哎 就是 我 呃 我 有 一个 电话号码 呃 它 因为 二十一 号 我 申请 了 那个 法国 漫游 吗   啊 您 说   呃 然后 现在 他 在 那里 用 的话 时候 他 说 上面 显示 未注册 网络 是 什么 意思 啊 没有 开通 吗
您好 很 高兴 为您服务   唉 你好 你 帮 我 看 一下 我 的 那个 漫游 国际漫游 有没有 开通   好 您 稍 等   嗯 嗯
您好   啊 你 帮 我查 一下 我 这个 手机号码 有没有 安心 包好 吧   安心 包   知道
很 高兴 为您服务   唉 你好 你好 唉 是 这样 的 我 我 我 我 我 有 一个 加密 的 一个 号码 你 给 我 看 一下 加好 了 没有   哎 好 的 稍 等 啊 我 看 一下   幺 五 九零 幺 六 幺 九零 三 幺 啊 没有 账号 为什么 为什么 没交 呢
您好 兴 为您服务   喂 你好 那个 光 那个 我 老婆 的 手机   办理 这个   嗯
您好 很 高兴 服务   你 帮 我 看 一下 另外 一个 手机号码 的 那个 漫游 有没有 开通 号码 报 一下 幺 八三   幺 八三   幺 七 零三
就   您好 很 高兴 服务   嗯 谢谢 我 咨询 一下 就 说 我 知道 就是说 那个 呃 移动 不是 有 一个 说 我 这个 手机 就是 幺 幺 三 零 的 这个 手机 我 的 长途 开通 了 没有   国际漫游 国际漫游 对 吧 国际漫游 已经 开过 了 就 正常 状态
您好 很 高兴 为您服务   唉 你好 我 刚才 是 打 了 一个 就是 今天 下个月 套餐 的 那个 那个 呃 申请 一个 吗 就 刚才 打 你们 电话 对 吧   嗯 嗯   就是 别的 业务 我 再 问 一下 就是 我 是 下个月 开始 嗯 嗯 三个 g 的 流量 是 吧
您好 很 高兴 为您服务   唉 你好 我 这个 幺 三五 二四 二三 二 五九 三 这个 手机 是 绑定 这个 宽带 的 不是 我 上次 交费 是 交到 几月份 啊   啊 宽带 专款 然后 对 吧   唉 我 好像 移动 发发 过去 你 更改
