你好 请 讲 其他   喂 您好   先生 嗯 请 讲   你 帮 我查 一下 我 这个 手机 呃订 了 哪些 套餐 能 看得出来 吗   这边 帮 您 看 了 一下 有 收费 的 业务 套餐 费 一个月 八十八 然后 这边 有 一个 来电 提醒 一个月 三块 钱 然后 有 一个 彩铃 六块 彩印 三块 手机 阅读 六块 没有 其他 扣费 了   彩铃 六块 六块 是 什么 东西 啊   彩铃 六块钱 手机 阅读 六块 彩印 三块 这些 业务 要 取消 吗   什么 阅读
您好 高兴 为您服务   哎 你好 我 想 问 一下 我 现在 这个 套餐 的话 有 什么 套餐   套餐 八十八 的 每月 两百 二十分钟 通话 流量 七百 兆 还有 一个 三块 钱 来电 提醒 业务 其他 收费 没有   能 不能 把 流量 加大   边 的话 可以 加 流量 包有 一个 十块钱 一点 三 g 的   还是 一 一年 意思 也就是说 我 现在 加 十块钱 的话 就是 每个 月 会 多一点 三个 g 的 流量 啊   对 是 的   他 是 在 套餐 上面 叠加 上去 呢 还是 什么 对
您好 很 高兴 为您服务   哎 你好 我 想 请问 一下 我 就是 去年 有 一个 那个 集团 业务 今年 他们 就是 新办 的 那个 微网 我 也 不 知道 这是 有没有 办理 成功 你 能 帮 我 看 一下 吗   g 网 您 说 是 公司 的 短号 还是   就是 呃 好 吧 我 也 不 知道 他 当时 办 的 时候 就是 是 微网   一毛 就是 一个 短号 服务 如果 您 要查 一下 那个 你 下个月 就是 套餐 做 了 一下 变更 就 这个 手机   啊 没有 那个 加入 那个 微网 那个 活动 吗   短号 还是 有 的 这个 没有 取消 小姐   短号 是 什么 意思
您好 很 高兴 服务 唉 你好 我 刚刚 有 几 那个 小号 啊 有 看到 吗 什么 小号 是 集团 小号 吗 还有 和 多 号 就是 我 也 不 知道   有 了   怎么 有个 副 号码   诶 我 这边 看 了 一下 你   办理 过 和 多 号 副 号   已经 退订 吗 对 退订 吗 嗯   好   他 说 我 说 那个 软件 上 一次 已经 结 不了 帮 您 重新 刷新 一下 或者 我 这边 告诉您 一个 王纸
您好 请 讲   喂 你好 你 能 帮 我查 一下 我 现在 的 那个 套餐 是 多少 的 套餐 吗 流量 那种 套餐 是 多少 的 套餐 吗 七十四 g 飞享 八元 档 的 套餐 还有 二十块 钱 的 流量 包 你 再 重新 说 一遍 我 没 听 清楚   您 是 一个 八块钱 的 飞享 套餐 还有 一个 二十块 钱 的 流量 包 女士 二 二 二十 八块钱 是 吧 对 的   嗯 就是 我 现在 的 流量 就 那个 就是 因为 我 现在 能 不能 我 现在 能 不能 改 那个 五十八 元 呃 五十八 的 那种 套餐 啊   可以 的 呀 五十 八块钱 套餐 里面 是 五百 兆 流量 一百 分钟 通话 的 可以 的   送 话费 营业厅 都 都 没有 了 那个 八块钱 的 月租 有没有 了   没有 了 呀 您 这边 的话 就 可以 把 这 二十块 钱 流量 包河 八块钱 的 这个 套餐 都 取消 掉 了 呀 可以 多少   如果 我 就是 今
您好 很 高兴 为您服务   唉 你好 我 问 一下 我 把 这 手机 有 来电 提醒 功能 现在 好像 没有 了 吗   就是 那个 关机 占线 不 在 服务区 会 收到 短信 那个   提醒 对 吧 对   这个 月 我 看 一下 这个 号码 没开 要 帮 您 开通 一下 嘛 一个月 三块 钱   这个 我 本来 有 的 它 不 收费 的   啊 您 这个 套餐 是 收费 的 有些 它 不收 的 不过 那个 免费 在 这种 套餐 的 那个 业务 的 套餐 全部 都 下线 了 现在 所有 套餐 都 要 收费 的 这个 业务   噢 这样 的
很 高兴 为您服务   喂 请问 一下   您好 请 说   你好 我 想 问 我 申请 这个 彩铃 还要 多长时间 了 那 就是 呃 失效 了   彩铃 对 吧 彩铃 的话 不是 这边 问 的 看不到 的 打 那个 幺 二五 三零问 一下 幺 二五 三零 那边 去 问 的 都 是 话费   噢 他 他 过来 短信 的   对彩铃 平台 那个 彩铃 热线 问 一下 幺 二五 三零   啊 打 幺 二五 三零二
您好 很 高兴 为您服务   你好 呃 我 我 这个 手机卡 号 刚 买 的 呃 我 那天 才能 买 那个 手机 他 说 我 这个 下个月 有 四 g 的 流量 我 这个 下个月 是 有 四 g 我 看 发短信 唉 我 这个 手机 下个月 还有 异地 嘛   您 套餐 现在 改 的 是 一百一十 八 的 现在 开始 您 有 三个 g 的 流量 五十分钟 通话 的 超出 打电话 一毛 九 一分钟 噢 好 的   下个月 有 三个 g 是 吧   在 三个 g 的   他 说 有 四个 g 的 吗   三个 g   没有 搞 知道 了
您好 很 高兴 服务   您好 你 能 帮 我查 一下 我 现在 每个 月 包月 的 套餐 里面 都 有些 什么 我 就 订 了 些 什么 套餐 吗   那 套餐 只有 一个 一百五十 八 套餐 除此之外 有 一个 互打 免费 的 群组 然后 的话 其他 收费 业务 下个月 是 没有 的   噢 我 之前 就是 有 一个 四十块 的 一个四十 块钱 就 退掉 了 先生 刚才 退掉 的 对 吧   吧   噢 好 的 刚才 唉 你好 我 想 问 一下 就是 它 前面 有 工作人员 打电话 给 我 说 什么 有个 什么 送 宽带 的   对 是 有 这个 已经 帮 您 办 上去 了 现在 宽带 装 了 吗   宽带 没装 他 给 我 约 是 星期六 我 跟 他 说 我 回家 跟 家人 商量一下 然后 他 说 他 先 帮 我 预约 这个 信息 了 然后 到时候 他们 给 我 打电话 但是 如果 就是 我 不 想要 的话 可以 让 他 不要
您好 很 高兴 为您服务   呃 我 想 问 一下 我 现在 这个 手机号码 有 哪些 套餐   您 现在 就是 一个 亲情 十六 的 套餐 再 加上 一百块 钱 三个 g 的 流量 包   就 这 两个 对 吧   还有 一个 宽带   宽带 是 多少 钱 的   宽带 是 承诺 消费 一零八 的 家庭 承诺 消费 一百零八 肯定 可以 到 账   的 呃 到 什么 时候 结束 的 一零八 噢 我 看 一下
您好 很 高兴 为您服务   你好 嗯 你 帮 我 看 一下 我 这里 是不是 有 一个 我们 公司 的 一个 小号   嗯 那个 集团 业务 是 吧   对 对 对   这个 的话 要 帮 您 转接 到 专席 查询 请 您 稍 等 不要 挂   噢 好 的   为了 更好 的 为 您 解决问题 我 将 您 电话 转接 专席 处理 由 专人 为 您 解答   请 您 稍后 对 我 我 就 想 把 那个 业务 的 那个 就 取消 了
您好 很 高兴 服务   没有 我 咨询 一下 我 今天 好像 买 了 两次 话费 两个 流量 费对 不 对 登录 我 看到 我 账单 还是 一百六十 块钱 是 怎么回事 啊   套餐 对 吧   啊 对 啊 我 就 看 我 是 一百 零几 套餐 对 不 对   您 下 月 客服 的 一个 套餐 是 一百二十八 块 一个月   一二八 的 我 知道 啊 我 就 你 帮 我查 一下 我 觉得 我 上午 买 两 g 流量 费 一次 是 十九块 是 通过 小米 密码 的   嗯 嗯   后来 我 看到 一个 短信 说 我 已经
为您服务   唉 你好 我 那个 查 一下 就是说 我 我 这个 手机 我 不 还有 之前 办 了 一个 那个 叫 他 是 在 业务   对 是 的   啊 你 帮 我 确认 一下 那个 那个 现在 去 预约 这么 已经 已经 正常 了 吧 钱 已经 扣掉 了 吧   你 就 这个 月 没有 扣 宽带 费是 吧   够 了 呀 我 不 知道 我 看 一下 啊 我 看 一下 稍 等   好好 好好 嗯 现在 已经 扣掉 了   就 用 两天 吗 把 一年 的 费用 都 扣掉 了 是 吗
您好 很 高兴 为您服务   唉 你好 我 刚才 那个 订 了 一个 三十块 钱 流量 包 肯定 够 了 是 是 下个月 生效 你 看 是 吧   帮 我查 一下 五佰兆 啊 对 下个月 生效 的   这个 可以 取消 吗 因为 我 刚刚 用 了 一个 十块钱 的 一点儿 好像 是 重复 的 这个   十一点 三 和 三元 五百 兆 都 是 下个月 的 八百 三年 五百 兆关 了 是 吧   那 你 把 它 关掉 了   你 知道 吗 嗯 嗯   呃 密码 不 知道
您好 很 高兴 为您服务   唉 你好 我 你 帮 我查 一下 我 有没有 开通 那个 就是 当时 我 就 申请 了 移动 宽带   现在 不是 不是   就是 八块钱 一个月 就是 怎么 会   不 对 的 上海 本地 互打 免费 的话 手机 服务 密码 知道 吗 您好 您好 请问 能 听到 吗 您好 您好 很 抱歉 抱歉 听 不到 您 声音 您 走动 两步
您好 很 高兴 为您服务   我 这个 手机号码 好像 有 一个 宽带 对 吧   嗯 有 是 的   是不是 是不是 停掉 了   嗯 没有 停 啊 您 现在 宽带 不能 上网 吗 啊 帮 您 转到 宽带   装在 哪里 装在 哪里 你 知道 哇 你 这款 查 是 吧   我 查不出 的 要 转到 我们 宽带 部门 给 您 查 了 先 帮 您   看 一下
您好 很 高兴 为您服务   你 帮 我 看 下 我 这个 一百三十八 套餐 还有 吗   邮箱 您 现在 是 一百三十八 五百 分钟 一 g 流量 啊   还有 多少 还有 多长时间 呢   还 还有 没有 那个 活动 的 活动 已经 结束 没有 活动 就是 套餐 还是 打算 去 办   喂 我 说 我 现在 我 现在 的 套餐 还 我 现在 这个 电话 里面 有 一个 套餐 吗   没有 了 吧 只要 一百三十八 套餐 呀   我 没 到期 啊
您好 很 高兴 服务   唉 你好 唉 我 想 问 一下 我 这个 流量 它 有 那个 视频 视频 流量 是 对 吧   四 g 流量 对 吧 他 要 下载 一个 咪咕 客户端 咪咕 视频 客户端 在 这个 客户端 里面 使用 的 一个 流量 是 免费送 的 三个 g   不 对 啊 我 那 我 我 手机 里面 他报 给 我 里边 有 三个 g 多 的 流量   对 就是 咪咕 定向 流量 是 免费送 的 您 要 下载 一个 咪咕 视频 客户端 的 在 客户端 当中 进行 使用 流量   我 我 就 想 问 一下 就是 查 移动 这个 我查 到 我 里边 就是 我 打 那个 电话 吗 呃 幺 保留 我查 我 话费 它 里面 说 我 有 三个 g 多 的 视频 流量 就是 我 现在 这个 四 g 流量 它 说 了 我 还是 不能 用 的 是 吧 必须 要 在 下载 一个 东西   对下 客户端   噢 这个 意思 我 想 当时 已经 有 这个 流量 我 就 我 也 不 知道 也 没 说 过 套餐 我 现在 现在 已经 超 了
您好 很 高兴 为您服务   唉 你 帮 我 看 下 我 手机 什么 套餐   现在 是 自选 套餐 七十八 块 的 是 那个 一百 分钟 和 一 g 流量 另外 还有 个 三块 钱 来电 提醒   啊 七十八 里面 是 吧   这方面 有 一百 分钟 通话时间 还有 一个 g 的 流量   就 一个 g 换成 两个 g 吗   嗯 现在 不用 换 两个 g 您 是 在 平时 在 上海 本地 使用 对 吗   对
您好 很 高兴 服务   哎 你好 我 想 问 一下 我 这个 套餐 是 什么 时候 开始 吧   套餐 活动 对 吧 您 说 的 不用 是 一 六年 十一月 一号 开始 的 到 一 七年 十月底 结束   噢 一月 十月 一号 开始 应该 到 九月底 结束 的 呀   幺 七十 月底 呀 刚好 十二个 月 呀   十一月 一号   十一月 一号 到 十月底 刚好 十二个 月   噢 好 的 好 的
您好 很 高兴 为您服务   喂   请 稍等一下   你好 唉 喂 那个 就是 咨询 一下 我 是 两年 就是 两 百兆 那个 一千四百 八 的 宽带 吗   嗯 嗯   但是 从 五月 一日 开始 的 他 是 每个 月 返还 返还 给 我 七十 呃 七十 噢 呃 然后 是 第一个 月 是 五十 是 七十块 反正 第二个 月 是 七十块 的话 它 是 变成 一个 二十九 块 五毛 和 四十块 五毛 但是 不是 没 那 是 专 款项 专款 账户 余额 变成 是 什么 意思 啊 我 看不懂   我们 返 的 钱 呢 都 是 作为 专款 话费 不是 在 您 的 余额 里面 的   你 当时 你们 没有 给 我
您好 很 高兴 为您服务   喂 你好 就 你 帮 我 看 一下 我开 了 一个 g 的 流量 下个月 嗯 是不是 取消 了   那 我 帮 您 看 一下 请稍等   嗯 嗯 好   直接 查 过 身份证号 呃 您好 感谢 耐心 等待 再见 你 说 流量 包 已经 取消 了 流量 下个月 就 没 了   然后 现在 呃 不是 听说 有 一种 活动 嘛 然后 一百三十八 每个 月 可以 给 十块钱 是 吧   一百三十八 元 钱 十块钱 这个 目前 没有 接到 通知 啊 您 噢 您 指 的 设备 要 绑定 那个 活动 绑定 的话 要 绑定 十二个 月   不是 说 两年 吗
您好 很 高兴 为您服务   唉 你好 呃 麻烦 你 我 想 问 一下 我 这个 手机 是 七十八 元 套餐 对 吧   对   然后 它 是 有 两 g 流量 然后 说 两 g 流量 用 完 以后 再 送 两 g 了   那个 查   那 现在 就是说 我 这 两天 用 完 了   嗯 他 您 不用 管它 用 完 之后 您 可以 继续 使用 的 它 会 自动 切换 到 赠送 部分 噢 直接 用 完 了 对 不用 挂机   我们
一个 严重 一点 五天 的 一个 内容   看 一下   那个 我 确认 一下 我 刚刚 办 的 那个 套餐 里面 有 一个 流量 分享 包 是不是 分享 了 三个 号码   因为 我 这边 的话 帮 您 看 了 一下 你们 的 流量 共享 包 功能 的话 已经 办理 好 了 下个月 一号 生效 您 这边 的话 共享 给 两个 号码   呃 是不是 那个 幺 五八 的 号码 没有 加进去   是 的   噢 那 我 帮 我 再加 一下 吧   我 记得 密码 你 知道 吗 那
您好 兴 为您服务 您好   哎 你好 我 想 咨询 一下 那个 我 这个 手机 有没有 开通 漫游 国际漫游   我 现在 目前 没有 开   嗯   没有 开通   能 帮 我 开 一下 吗   好 那 是 手机 的 服务 密码 有 吗 有 的 那 根据 语音 提示 输入 一下   噢
您好 兴 为您服务 您好   喂 你好   您好 请 说   那 你 帮 我查 一下 我 这个 卡 都 有 什么 业务 呀   为 您 这个 十八元 飞享 套餐 还有 一个 十五元 的话 那 肯定 包   那 我 说 什么   十五元 的 一个 华纳 电影 包 一个 电影 包月   十五块 钱 再 叠加 也 忙 嗯 嗯 噢 没有 别的 没有 其他 的 吗
您好 很 高兴 为您服务   你好 我 想 问 一下 我 这边 不是 现在 有个 手机 里面 的 家庭 宽带 吗   嗯 对   然后 我 想 问 一下 我 这边 取消 可以 取消 掉 吗   噢 我 帮 您 看 一下 您 这办 的 是 承诺 消费 送 宽带 的 活动 这个 是 有 协议 时间 的 这个 时间 嗯 您 说   我 想 就 这个 怎么 能 取消 掉 呢 因为 我 现在 用 这部 划算 了 现在 这个 话 费用 的   嗯 您 这个 要 到 明年 九月底 才 到期 呢 这个 协议 时间 没 到 中途 是 不能 提前 取消 否则 要 付 违约金 的 可以 就 家庭 消费 一百八十 八 的 最低 消费 重新 声音 月份   乘以 多少
您好 很 高兴 为您服务   哎 你好 我要 开通 下 国际漫游 想 确认 一下 有没有 开通   嗯 嗯 好 的 我 看 一下 本 机号码 对 吧 关于 之前 开 过 一次 开 三十天 的   这个 到 十月 二十二号 零点 结束 就 泰国 什么 不用 再开 了 对 吧 不用 再开   交易 时间 就 可以 了 它 国内   流量   和 必要 提醒 我 发给您 看 一下   有 了 噢 好 谢谢 啊 请问 还有 什么 帮 您好 谢谢 你
您好 很 高兴 为您服务   唉 你好 我 我 晚上 那个 睡觉 的 可能 这个 这个 手机 按照 的 那个   呃 四 g 的 乱七八糟 的 那种 那种 那种 那个 消费 的 有 吧 上面 这边 显示 有 开通 一个 幺 二 五八 零 生活 播报 这项 业务 其他 倒 没 别的   啊 你 帮 我 帮 我 是 有 一个 天气预报 给 我 留 着 还有 其他 的 全部 给 我 关掉 好 吧   那 这边 就 一个 正常 的 五十八 元 套餐 跟 出去 包 业务 然后 幺 五八 零 这个 把 它 关闭 是 这 意思 吗   唉 对 对 对 对   好 的 那 关闭 是 立即 生效 以后 没有 请问 一下 手机 服务 密码 知道 吗 手机 服务 密码 在 现在 我 我 不 知道 呀 姓名 身份证 号码 请 说 一下   我 的 我 的 那个 手机号码 是 吧
您好 兴 服务   哎 你好 我 想 问 一下 我 这个 手机 套餐 是 多少 套餐   刚刚 是 一百三十八 元飞享 套餐 再 加 一个 五十块 钱 一个 g 流量 包   五十块 钱 一个 g 流量 包 这么 多 那 你 能 帮 我 改 一下 吗   您 要 怎么 改 的 使用   你 帮 我 弄 个   谢谢 啊   返 五十块 钱 那个 飞享 那个 流量 包给 去
好 的 您好 很 高兴 为您服务   你好 我 问 一下 那个 我 这个 呃 现在 再 给 我 你 给我发 信息 幺 零零 八六 给我发 信息 说 是 说 送 这个 流量 呃 这个   它 是不是 要   开通 什么   还是 再见   开通 什么 功能 之类 的   没有 啊 手机 上 就 月租费 十六块 钱 其他 没有 了   噢 就 就 直接 登录 一下 就行了 对 吧
您好 很 高兴 为您服务   你好 小姐 我 想 请问 一下 我 现在 这个 手机 啊 怎么 四 g 没有 了 吗   嗯 我 看 一下 啊   噢 好 的   您 看 了 一下 您 上网 功能 也 都 正常 的 吗   看 一下 啊   对 正常 的 您 手机 关机 再 开机 试一下   噢 要 关机 再 开始 对 吧 噢 好 的 知道 了 好 谢谢 啊
先生 您好 很 高兴 服务   喂 你好 我 刚刚 在 营业厅 办完 了 业务 但 我 有 个 地方 不太 看不到 了 他 那个 所以 帮 我查 一下 他 那边 写 的 那个 开通 的 音乐 特级 会员 没有   然后   他 是 直接 收费 了 吗   就是 免费 送给 您 使用 的 是 您 办理 这个 活动 每个 月 免费送 的 到 时间 之后 它 自动 退 的 不要 钱 呢   需要 给 发送 开通 特级 的 这个 字母 嘛 我 看 短信 给 我 有 回复 这个   这个 不 需要 开 的 它 系统 自动 开上去 的   好 的 好 的 到 六个月 他 汇钱 给 我 关闭 是 吧
很 高兴 服务   唉 喂 你好   您好 请 讲   啊 我 想 问 一下 我 现在 这个 手机 是 那 多少 套餐 的   三 十八块 一个月 套餐   跟 五十分钟 但是 我 好像 通话 分钟 呢   三百 兆 流量 五百 分钟 通话   是 五十分钟 通话 吗
您好 很 高兴 为您服务 您好   唉 你好   喂 您好   呃 帮 我加 两百 四行   两个 新 的 套餐 没有 呀 再加 他 这个 只能 加加 过 一次 不能 再 叠加 的 呀 它 没 办法 叠加 的 先生   我 这个 月加 了 吗   就是 你 原来 那个 二十元 两个 g 是 保留 着 没有 取消 过 呀   一直 没有
您好 很 高兴 为您服务   喂 你好   请 说   唉 我 手机 上面 现在 有 什么 业务 吗   现在 目前 就 一个 八元 的 四 g 飞享 套餐 还有 一个 三十块 钱 五百 兆 流量   唉 那 我 手机 上面 现在 还有 流量 吗 怎么 现在 流量 用 不了 呢   上网 的 功能 是 有 的 您 手机 上网 的 流量 也 是 有 的 您 手机 在 月初 的 时候 有没有 停过机 呀 今天 就要 重启 一下 手机 的   哎 上个月 上个月 停 过
您好 兴 为您服务 您好   哎 你好 哎 先生 我 现在 是 什么 套餐   帮 您 看 一下 呃 目前 的话 是 一百五十 八元 套餐 然后 下个月 换 了 一个 八十八 元 套餐   二 我 感觉 那个 很 那个 流量 能 不能 加 二十块 钱 的 流量   你 先 就是 下个月 还是 这个 月 呢 就是 下个月 两三个 月 要么 你 就 觉得 上个月 流量 不够 用 是 吗 然后 不够 用 的话 要 不 帮 您 换 一个 九十八 元 套餐 那 它 里面 呢 是 有 两 g 流量 通话 呢 按照 两百 二十分钟 好 吗   那个 八十八 的 是 多少 分钟 啊   免费 的 嗯 八十八 您 下个月 键 本身 也 是 两百 二十分钟 然后 这边 只是 流量 两 唉 对 通话时间 不变 好 吧 九十 八块钱 就是 那个   以后 以后 也 每个 月 都 是 这 样子 是 吧 唉 对 是 的 可以 的 对 的
您好 很 高兴 为您服务   你好 我查 一下 我 这个 手机 的 套餐   好 的 您 的 套餐 是 一个 十八块 钱 四 g 飞享 套餐 一 百兆 流量 国内 主叫 一毛 九 一分钟 全国 接听 免费 的   国内 主叫 一毛 九 就是 我 打 外地 也 是 一毛 九 吗   对 它 不分 的 他 没有 漫游 没有 长途 是 全球通 套餐   十八块 钱 的 全球通 是 吗   对   噢 就是 流量 是 一 百兆
您好 很 高兴 为您服务   唉 你好   啊 您 说   想 问 一下 我 现在 定 了 一个 九块 钱 那个 流量 嘛 三 g 流量   对   呃 那个 流量 是 仅限于 看 电影 但是 看   怎么 能 看 用户 的 优酷 的 视频 的   只能 看 用户 得 不能 对 不能 发发 这个 消息 了
很 高兴 为您服务   喂 你好 我 想 让 你 帮 我 帮 我 看 一下 我 这个 套餐 是 两 零   套餐 两百 一十八 的 有 一 g 流量 然后 一千 分钟 通话时间   噢 我 刚刚 也 话费 多少 钱   上个月 消费 了 多少 流量 我 看 一下 稍 等 嗯 先生 您 要 改 了 这边 七月份 的 消费 一共 是 三百 七十八 块   三百 七十八   对 是 的   是 主要 是 哪一块 消费 比较 高 多一点 嗯 嗯
您好 请 讲 谢谢 哎 我 想 问 一下 我 这个 月 的 就是 套餐 是 什么 套餐 八十八 套餐 两个 g 流量 五十分钟 通话 五十分钟 通话 是 吧 对 没有 了 没 没有 了 对 啊 一个 g 两个 g 流量 两个 g 是 吧 嗯 嗯   嗯 嗯   嗯 嗯 别 别的 没有 那 我 那个 上面 好像 应该 有 赠送 的 是 吧 对 送 的 还是 会 送 的 就 每个 月 还是 还是 送 的 是 吧 对 是 的 行   噢 啊 行   那 他 每个 月 都 送 的 吗 您 套餐 不 换 的话 流量 送到 明年 六月 底 后面 就 不 送 了   噢   就 等于 说 呢 一年 嘛 差不多 吧 一年 不到 对 呃 十一个月 对 对 呼叫   啊
您好 兴 为您服务 您好   喂 你好 那 麻烦 你 帮 我查 一下 幺 八二 幺 七 四六   幺 七 四六   七五 二零 账号 就 现在 办 的 是 什么样 的 套餐 啊   这 手机 的 服务 密码 有 吗   服务 密码 给 忘 了   姓名 身份证 号码 知道 吗 您 报 一下   啊 是 说 从 伪真 然后 身份证号 是 四 四五 三 二三 好 吧 零 九八 六
您好 很 高兴 为您服务   唉 你好 你们 现在 帮 我查 一下 我 这个 手机 的 套餐 吗 或者 是 你 能   查 到 下个月 我 的 套餐 是 什么 吗 因为 我 好像 改了 套餐 这个 月 是 十六块 畅听卡 下个月 您 改 的 是 五十八 的 一百分 通话 五百 兆 流量 的 超出 打电话 呢 一毛 九 一分钟   全国 是不是 呃 等 一下 你 说 我 刚 就是 我 下个月 是 五十八 的 对 吧   对   呃 但是 我 之前 在 办 的 时候 他们 跟 我 说 是 三十五 的 呀   但是 我 是因为 您 下 月 参加 了 一个 活动 五十八 的 活动 就 每个 月 它 有 返 话费 给 您 的 所以 得 去 版 的 费用 那 您 自己 支出 只要 三十块 钱   噢 那 但是 我 我 从 下个月 开始 就 实际 支付 是 三十五元
您好 很 高兴 为您服务   唉 你好 我 想 看 一下 我 当时 办 的 那个 手机号码 是 也 是 什么 套餐   号码 报 一下   幺 五二 零 幺 九九九 零 幺 九 噢 零 幺 九九 六六 零六   核对 一下 幺 五二 零 幺 九九   六六 零六 对   手机 密码 知道 吗   密码 不 知道 手机 不 在 我 这里
您好 很 高兴 为您服务   喂 你好 我 想 问 一下 我 这个 本地 是 现在 用 的 什么 套餐   嗯 目前 您 是 自选 套餐 是 那个 一百 分钟 通话 和 三百 兆 流量 这个 月 下个月 改为 一百 分钟 和 五百 兆 流量 就 从 七月 一号 才 显示 五 十八块 一个月   我 知道 费用 还有 没有 别的 套餐   其他 的 您 收费 服务 没有 了 您 噢 其他 就 您 的 三块 钱 来电 提醒 别的 没有   噢 噢 我 知道 我 说 我 想 改 一个 套餐 你 那里 我 看 还有 什么样 的   那 套餐 有 很多 的 具体 看 您 需要 多少 流量 多少 通话 分钟 数   噢 我 这个 是 两个 g 的 那个
噢 您好 很 高兴 为您服务 请 说 嗯 嗯   就是 我 刚刚 接到 一个 电话 我 不是 选择 一个 幺 五八 的 套餐 是 吧   嗯 对   他 说 电话 打 过来 说 可以 返还 一个 什么 二十三 块钱 话费 对 吧   呃 我们 活动 是 有 的 不过 它 这个 上面 还 暂时 还 没有 办法 去 所以 办 的话 会 提示 您 的 会 发短信 告诉您 现在 还 没 办好 的 明白   刚刚 有个 电话 打 过来 那 我 怎么 申请 办理   呃 呃 呃 就是说 您 这个 业务 是 可以 办 他们 现在 没 办法 您 要 办 的话 我们 有 专席 可以 帮 您 办 的 你 自己 根据 短信 上面 提示 办 也 可以   他 说 的话 要 申请 办理 它 回复 意思 吧
啊   幺 您好 很 高兴 为您服务 谢谢 吗   喂 你好 你 帮 我 开 一下 我 这个 多少 钱 的 套餐   套餐 目前 我 看 一下 一百五十 八 的 套餐   那 有没有 送 话费 的   现在 办 一个 活动 的 内 大街 有 的   有 有 送 话费 的 是 吧   对 的
您好 很 高兴 服务   呃 我 你 帮 我查 一下 昨天 我 好像 在 那个 我 g 的 那个 中国移动 里面 呃 选择 了 一个 就是 港澳 还 呃 五天 的 包 流量 的 一百零八 块 好像 然后 呢 我 是 这个 一百 一号 我 收到 到 那边 不够 用 我 想 选择 那个 一百二十八 的   我能 不能   选 那个 一百二十八 的   可以 的 但是 您 现在 办 不了 已经 更改 不要 了 因为 已经 办过 了 您 现在 再办 一个 一百二十八 的话 等于 浪费 了 因为 你 这个 钱 已经 扣过   一百零八 也 就 我 想 问 一下 五千 在 港 在 那个 澳门 用 这个 流量 够 吗 无限   没 开始 畅用 流量 呢   畅用 流量
您好 很 高兴 为您服务   喂 我 不是 上个月 搞 的 那个 宽带 延续 吗 嗯 嗯   宽带 连续 是 吧   叫 我 这个 月 它 在 网络 一点 都 没有 我 根本 一点 都 上 不 上去   上 不了 网是 吧 啊   不是   啊 那 您 地址 是 哪里   江苏 小区 加 被
您好 很 高兴 为您服务   噢 喂 就是 想查 一下 这个 号码 是 开通 那个 国际漫游 吗   我 跟 你 说出 国内 的 是 吧 宽带 您 国际漫游 是 开 着 的 之前 是 在 嗯 之前 是 在 十一月 三十 s 今天 刚开 的   今天 刚开 的 就是 一个 开过 吧   一些 开 过 之前 开过 那 可能 是 之前 先开 过 现在 关闭 吗   呃 反正 是 现在 是 可以 用 的 吧 因为 我 刚刚   办理 流量 可以 用 了 只能 高 很   今天 刚卡 因为 我 刚才 这个 流量 包说 的 是 如果说 没有 开 的话 这个 购买 流量 包 不能 用 所以 我 就 打电话 来 问 一下 室友 没有 产生 现在 是 已经 开好 了 的 套餐
您好 很 高兴 为您服务   你 帮 我 看 下 我 这个 手机号 捆绑 的 那个 宽带 就 到 七月 几号 到期 啊   是 这个 本 机 来电 的 号码 对 吧 现在 绑定 的 我 看 一下 啊 您 稍 等 啊 宝山区 这个 宽带 线 我查 了 一下 协议 是 到 今年 二零一 七年 十一月 一号 到期   十一月 一号 对 吧   对 也 就是 十月底   年底 我 再 问 一下 它 这个 现在 不是 有 分钟 这个 手机号 消费 然后 送 那个 宽带 是 吗   就是 现在 你 说 的 是 要 参加 家庭 捆绑 类型 这种 赠送 宽带 活动 对 吧 是 有 呀   有 的 他 是 多少 嗯 嗯 他 这个 套餐 怎么 是 一百 零几 我 当时 问 旺旺 掉
您好 很 高兴 为您服务   哎 你好 我 想 问 一下 我 现在 这个 手机 是 什么 套餐   额 您 现在 手机 用 的 是 两百 三十八 元 呃 两百 三十八 元飞享 套餐 然后 上个月 换成 下个月 换成 新 的 也 是 两百 三十八 流量 的话 是 呃 通话时间 一千 分钟 不变 的 流量 是 给 您 三个 g 流量 然后 到 明年 六月 底 可以 再 加送 您 三个 g 国内 流量 一个月 六个 g   到 明天 是 六月份 才 可以 查到 了 还是 现在 就 从 下个月 开始   下个月 一号 开始 到 明年 六月 底 之前   下 月 一号 开始 我 现在 这个 手机 流量 就是 这个 月 还有 大概 十多 十天 左右 嘛 不够 用 了 已经 没有 流量 了   这个 你 要加 流量 是 吧   对 这个 月 不是 已经
您好 很 高兴 为您服务   喂 你好 我 想 问 一下 这个 号码 开通 了 什么 业务 的   您 这个 的话 就 一个 小模 卡 然后 有 一个 赠送 的 和 留言 彩铃 和 和 彩印 就 下 月 帮 您 取消 吗   它 每个 月 扣扣 多少 钱 呀   现在 赠送 的 送到 五月 五月 一号 结束   送到 五月 一号   嗯 对 五月份 不要 的话 打电话 过来 取消 了 啊 如果 您 现在 就 不 需要 现在 就 帮 您 退掉   但是 我 现在 不 我 每个 月 扣 十八块 吗
