一个 您好 请问 您 稍后 宽带 办理 还是 咨询 是 是 办理 我 做 的 是 幺 八八 的 套餐 原来 有 送 宽带 的 是 吗 哦   您 要 办理 的 那个 地址 哪里 报 一下   请问 好好 静安区 金 山路   十七号 省军区 第六 感觉 吗 稍等一下 七
为您服务   唉 你好   请 说   我 问 一下 我 这个 上个月 我 是 八十八 元 的 套餐 我 想 那个 八十八 元 的 套餐 不够 用 了 我 又 想 用 了 那个 九十八 元 的 这个 九十八 元 那 像 我们 那个 公司 的话 呢 转换 什么 都 有 包含
您好 很 高兴 为您服务 那 没有 比如 我 现在 就要 要 我 那个 以前 是 五十八 元 套餐 每月 返 二十 的 到期 了 现在 啊 我 嗯 现在 就要 改 一个 八十八 元 套餐 签约 一年 的 这个 什么 茜 呢   我 帮 您 现在 每个 月 返还 您 十三块 钱 您 手机 密码 知道 吗   行 手机 密码 我 的 不 知道 了   那 您 名字 身份证 报 一下
您好 很 高兴 为您服务 你好 我 想 问 一下 嗯 那个 那个 流量 自选 套餐   嗯 嗯 车票 怎么 办理   噢   流量 什么 套餐
您好 很 高兴 服务 哎 你好 我 想 问 一下 就是 嗯 我 不是 在 北邮 去 吗 要 用 那个 叫 什么 你们 的 那个   流量 包吧   嗯   现在 是 哪个 国家
您好 很 高兴 为您服务   哎 你好 我 想 请问 一下 移动 有个 四 g 上网 套餐 我 五十八 档 里面 包含 什么 东西 呢   五十八 上网 套餐 五十八 那么 呃 四 g 飞享 套餐 要么 是 一百 分钟 通话 加 五百 兆 流量 打电话 把 你   这个 网 套餐 五十八 档 的
您好 兴 为您服务 您好   喂 你好 我 在 掌上 营业厅 看到 你 现在 有个 小模 卡 是 吧   恩对   那个 小模 卡 是 需要 重新 去 办 一张 卡是 吧
您好 很 高兴 为您服务   哎 我 也 我 这里 有装 宽带 我 怎么 算 的   装 宽带 您 什么 地方 装 呢   我 是 家里 啊
您好 很 高兴 为您服务   唉 喂 你好 刚才 我 打 了 电话 换个 套餐 嘛 是 吧   嗯 我 看 一下 啊 您 现在 套餐 呃 对 改到 了 下个月 就 改成 了 四 g 自选 套餐 选择 是 那个 三百 分钟 和 两 g 流量 的   唉 我 问 一下 那个 我 刚才 没有 问 忘掉 了 那个 两个 那个 流量 是不是
哦   唉   行 呃 那个 我 手机 是不是 一个 那个 彩铃 服务 什么 服务 彩铃   二零对 的 有 个 五块 钱 的 彩铃 记录
您好 很 高兴 服务   哎 你好 我 想 问 一下 我 现在 这个 数据 套餐 里面 就行 的   套餐 是 全球通 套餐 啊 自选 套餐 呢   呃 是 多少 的 现在
对 吧 您好 很 高兴 为您服务   嗯 嗯 你好 我 问 一下 嗯 有没有 什么 语音 包 优惠 一点 的   语音 包 那 你 要 打 几分钟 呢   越多越好 吧
什么 在 什么 地方 没用 差不多 嘛 他 才 才能 时间差 的 开机 要 别的 知道 吧 的话 都 是 业务 一 喂   你好 请 讲   唉 唉 你好 那个 我 想 咨询 一下 那个 八十八 的 那个 月租 套餐 你 给 我 说 一下 多少 g 的 流量   八十 八块钱
很 高兴 为您服务   唉 你好 不好意思 啊 我 前面 打 过 电话 来 的 现在 还是 就是 我 我 老公 那个 手机 他 不是 说 开通 了 那个 就是 你们 那个 你们 我 想 咨询 一下 你们 那个 七天 一百六十 八块钱 的 是 无线 的 就是 全天 都 可以 用 的 把 这 流量   对 可以   应该 是 二十四 小时 都 可以 用 的 对 吧
您好 很 高兴 为您服务   哎 我 想 问 一下 你们 现在 这个 宽带 业务 是 什么样 的 我 现在 之前 我 收到 短信 说 推荐 这种 宽带 是 吧   噢 对 宽带 我们 就是 承诺 消费 送 宽带 活动 对 吧 短信   对 对 对
高兴 为您服务   唉 喂 唉 我 那个 想 问 一下 就是 好像 我 我 我 我 这个 手机 以前 到 外地 去 我会 开通 一个 全国 漫游 包 现在 我 看 了 一下 那个 你们 那个 手机 客户端 的 那个 我 那个 是 营业厅 吗 好像 这个 漫游 包 现在 取消 了 对 吧   噢 对 因为 这个 漫游 包 已经 停止 办理 的 先生   是 什么 时候 取消 的 我 上次 还办 过来 好像 二月份 来 办过 一次
您好 很 高兴 为您服务   你好 我 想 问 一下 现在 有 什么 那个   换 那个 流量 的 新 的 套餐 有没有 没有 显示 老 的 呀 十块钱 一 百兆 二十块 三百 兆 三十块 五百 兆 都 有 的   二十块 是 多少 兆
为您服务   你好   您好 请 说   麻烦 你 给 我 把 我 这个 说 的 那个 卡好
您好 很 高兴 为您服务   唉 先生 你好 你 给 我 介绍 一下 我 现在 套餐 吗   嗯 嗯 您 说   我 现在 我 现在 就是说 这个 手机 的 套餐 是 说 什么
您好 很 高兴 为您服务   唉 喂 你好 我 想 问 一下 前面 有 一个 幺 零零 八六 的 客服 给 我 打电话 说 我 这个 什么 就 我 现在 是 一百一十 八 的 一个 套餐 嘛 它 是 两 g 的 流量 他 跟 我 说 他 要 付过 道 什么 三 g 的 流量 对用 花钱 就 直接 扣 了   对 是 的   那 这 什么 意思 啊
什么   您好 很 高兴 为您服务   喂 你好 那个 我 想 咨询 一下 现在 手机 四 g 的 就是 流量 不够 用 啊 你们 也 没有 那个 套餐 是 流量 多一点 通话 好 了   您 可以 选 一个 五十块 的 月租 流量 两个 g 打电话 两毛 一分钟
您好 很 高兴 为您服务   唉 你好 我 今天 收到 一条 幺 零零 八六 给我发 说 现在 那个 流量 是 升级 是 吧   嗯 对 的 像 您 现在 是 呃 七十 元 两 g 吗 然后 另外 送 本地 流量 夜间 流量 下个月 噢 您 把 您 确实 没有 的 就 反正 就 您 现在 就是 两 g 的 全国 流量 现在 升级 一下 套餐 资费 不变 可以 有 三个 g 全国 流量 另外 再 送 您 三个 g 全国 流量 送到 明年 六月 底   噢 那 你 帮 我 开通 的 我 想 这些 是不是 真的 因为 现在 收到 短信
您好 很 高兴 为您服务 喂 你 好像 我 好 的 跟 我 说 一下 我 现在   唉 先生 你 说 我 再 跟 您 说   你 说 我 现在 我 他 就 说 我 上个月 能 提升 唉 对 的 您 想要 换 的话 需要 个 月 是 一百块 钱 三个   你 从 这个 月 的 一百块 钱 三个 g 换成 一百块 钱 五个 g 的 全国 通用 流量
为您服务   喂 你好 先生 噢 那个 二十四块 那个 流量 那个 那个 活动 是 什么 情况 呀 二十四块 钱 五个 月 的 是 吧 三十 的 每个 月   噢 那 是 一个 任 我 看 的 一个 视频 流量 包 抵扣 券   免费 的 吗 我 领 了 一百二十块 钱 免费 的 吗
您好 很 高兴 为您服务   唉 你好   你好   呃 就是 我 想 问 一下 噢 咱们 这边 那个 宽带 的话 二十 兆 是 什么
您好 很 高兴 服务 唉 你好 我 刚刚 接到 一个零 二 幺 幺 零零 八六 的 电话 打 过来 我 想 问 一下 是 正规 的 吗   正规 的   零二 幺 代表 是 上海 噢 噢 噢 因为 他 说 因为 根据 我 的 套餐 使用 情况 他 说 下个月 开始 每个 月 多 给 我 一个 g 的 那个 流量 这个 是 真实 的 噢 噢 还有 一个 什么 到 二零一 八年 六月 之前 会 每个 月 还有 多多 送 的 三个 g 也 是 就是 是 有 这个 活动 的 对 吧 噢 那 都 说 这 三个 就是 夜间 流量 吗   三个 g 开通 一个 是 三个 g 的 国内 流量 不是 一点半
您好 很 高兴 为您服务   喂 你好 我 想 咨询 一下 我 现在 这个 卡 的 我 现在 这个 卡 的 就 拨打 电话 这个 卡 的 这个 套餐 具体 是 一个 怎样 的 套餐   您 是 一个 十块钱 的 四 g 随心 卡 还有 需要 其他   什么 什么 我
您好 很 高兴 为您服务 喂 你好 就是 我 问 一下 我 这个 卡 的话 打电话 是 多少 钱 一分钟 呀   您 是 十八块 钱 的 飞享 套餐 打电话 是 一毛 九 一分钟 的 有 一 百兆 流量 全国 接听 免费   就 你们 网上 全国 接听 免费 一一 毛九 一分钟 有没有 那种 打电话 就是说 优惠 套餐 呀   没有 打电话 都 一样 的 现在 都 全球通 套餐 呀 都 一样 的 国内 都 一个 价
很 高兴 为您服务   喂 你好   请 说   那个 到 月底 的话 我 想 那个 办个 呃 两三百 兆 的 流量 你 看 有 什么 合适 的 帮 我 看 一下
您好 很 高兴 为您服务   那要 转 这个 宽带 服务   关   我 这边 这个 宽带 就 使用 什么 可以 帮 您 我 想 问 一下 就是说 你 这个 有个 那个 两年 的 那个 宽带 服务 一千两百 八 的 是 吧
您好 很 高兴 为您服务   啊 喂 你好 唉 唉 我 想 问 一下 我 现在 因为 我刚 收到 一个 短信 吗 就是 幺 零零 八 六发 过来 了 说 我 现在 办 的 套餐 是 三十八 我 记得 我 以前 套餐 十八 呀 你 现在 能帮 我查 一下 吗 我 现在 之前 的 套餐 是 是 是 什么样 的 吗   您 是 在 您 您 都 是 三十八 套餐 每个 月 都 是 啊 我 一直 都 是 三十八 的 是 吧 嗯 对 但是 他 只是 收 的话 其实 是 扣 了 十块钱 二十八 我们 这个 三十八 的话 到时候 应该 也 会 减免 的 您 到时候 看 一下 噢   什么 意思 是 减免 你 说 他 套餐 三十八 的 他 实际 扣 不是 扣 三十八 是 吧
您好 很 高兴 服务   嗯 喂 你好   你好   嗯 我 想 请问 一下 我 这个 卡 现在 是 属于 那个 全球通 的 卡 对 吧
您好 很 高兴 服务   唉 你好 唉 我 请 咨询 一下 就是 早晚 呃 这个 高峰 那个 流量 包 嗯 嗯   本月 用用 完   用不完 以后 可以 延长 到 下个月
为您服务   是 这样 他 幺 零零 八六 给我发 个 短信 也 是 建议 我 那个 那个 换 一个 手机 套餐 他 这个 语音 的 华 十八块 的 五十元 的 那个 那个 漫游 的 那个 流量 你 能 不能 给 我 介绍 一下 这个   就是 他 说 一百零八 对 吧 三百 分钟 一个 g 一百零八 这个 是 吗   对 对 对
您好 很 高兴 为您服务   喂 你好 唉 是 这样 的 我 我 就是 我 现在 流量 不 我 我 现在 的 流量 每个 月 的 流量 不够 用 然后 我要 升级 一下 就是 增加 流量 的 我 现在 这个 什么 可以 选择 就 在 不 改变 我 现有 的 那个 就是 其他 的 东西 的 时候 问 一下   呃 如果 要 不 买 变 套餐 那 只能 单方面 改 流量 包 的 你 现在 是 七十 元 两个 g 吗 上面 一档 就是 一百元 三个 g   嗯 不 我 我 可以 升级 套餐 的 就 升级 套餐
您好 请 讲   喂 你好   你好   请问 一下 帮 我 这个 号 号码 换个 套餐 买
哦 担心 呃 喂 你好 我 我 想 问 一下 就是 这个 呃 宋海 掌上 营业厅 的 那个 六位数 手机 密码 是 什么 东西 啊   啊 这个 叫 是 哪个 手机号码 呀 嗯 嗯   保   先 您 要 设置 的话 我 看 一下 啊 幺 暂停 祝您 愉快 嗯 嗯 对 嗯 啊 八 哦 哦 好 的 哦 哦 嗯 嗯 嗯 嗯 嗯 嗯 哦 哦 嗯 嗯 嗯 嗯 嗯 嗯 嗯 嗯 嗯 昨天 恩 嗯 密码 的话 呢 也 是 嗯 嗯 嗯 嗯 噢 就是 您 手机 的 六位数 密码 您 试一下 登录 一下 行不行 如果 不行 的话 呢 上面 会 有 应该 是 有 忘记 密码 的
兴 为您服务   唉 你好 请问 一下 这个 我 就 想 问 比如说 我 这个 手机号 从 流量 比较 多 的话 应该 办 的 套餐   您 的 手机号 怎么 了   啊 我 就是 想换 一个 套餐 因为 我 打电话 比较 少 那个 流量 比较 多
很 高兴 为您服务   哎 你好 我 想 我 想 问 一下 我 这个 那 你们 是 是 有 那个 跟 别人 日日 就 像 咱们 有 那种 套餐   必有 有 的 家庭计划   呃 是 有 几个 人
您好 很 高兴 为您服务   唉 你好 我 问 一下 就是 上个月 的 那个 发票 什么 时候 能 那个 发给 我 就是 那个 发票   七月份 的 吗   噢 对 就 上个月 吗
您好 很 高兴 为您服务   唉 你好 就是 我 上 个 礼拜 有 是 申请 过办 那个 宽带 业务 后来 你们 幺 零零 八六 打电话 给 我 的 说 到时候 安装 啊 就 我 想 问 一下 现在 是 什么 状况 就是 一直 没 消息   您 这个 号码 我 看 是 十七号 的 时候 有 申请 办理 的 因为 这个 十九号 安装 的 当时 有 师傅 联系 过 上门 安装 了 吗   没有 啊
您好 很 高兴 为您服务   喂 你好 我 收到 一个 短信 说 我 的 那个 流量 可以 增加   呃 这个 的话 就是 是 这 样子 如果 你 要 增加 的话 它 是 要 建议 你 的 手机 上面 的话 那个 套餐 背部 等于 说 你 七十块 钱 两个 g 要 建成 七十块 钱 三个 g 才 能够 用 就是说 然后 的话 再 送 你 三个 g 的 全国 通用 流量 送到 一 八年 的 六月份 结束   噢 您 是 说 什么 我要 增加 费用 吗
您好 很 高兴 服务   唉 你好   你好   那 我 想 咨询 一下 就是 我们 有 哎 有 个 朋友 想办 上海 的 卡 在 外地 用 在 外地 用 的话 呃 那个 流量 是 上海 的 流量 还是 全国 流量
您好 很 高兴 为您服务 好 扣掉   喂 你好   请 讲   唉 你好 我 是 幺 零零 八六 吗
您好 很 高兴 服务   呃 我 想 咨询 一下 就是 有 一百零八 块钱 的 套餐 吗   一百零八 是 三百 分钟 通话 一个 g 的 流量 有 的   幺 五 八分钟 五百 兆 流量 呢
您好 很 高兴 为您服务   喂 哎 移动 有没有 什么 电话 这 这 这个 这个 宽带 啊   宽带 有 的   唉 对 宽带 我 现在 宽带 它 就是 和 那个 有线通 话 写通 这些 那 有线通 也 是 和 因为 我 就 用 这个 有线通 啊 哎呀 兆 或者 不得了 对 他 有没有 像 中国电信 的 呀 呃 嗯 嗯 中国电信 不是 有 一个 什么 固话 那 固话 我 是 不用 了 就是 呃 固话 手机 还有 上网 什么 乱七八糟 的 还有 就是 ip 地址 查不到 的 扣 在 一起 这些 东西 了
您好 很 高兴 为您服务   呃 你 你好 我 我 那个 看到 我 在 营业厅 看到 有 一款 就是说 呃 早上 七点 到 晚上 到 四点 下午 下午 几点 到 几点 的 那个 就是说 和 那个   把 那个 早晚 高峰 流量 对 吧 你 要是 在 上海 用 的 十块钱 一个月 您 要 订 我 帮 您 订   晚上 也 可以 用 是 吧
您好 很 高兴 为您服务   喂 你好   二   那个 我 想 问 一下 你们 现在 有 什么 套餐 呀
您好 兴 为您服务 喂 你好 请 说   哎 你好 我 想 问 一下 这个 移动 就是 有个 任 我享 的 流量 套餐 包 吗 是 六十元 六 g 吗 然后 半年 包 的 这个   恩对   按键 这个 它 就是 六十元 是 每个 月 都 扣 十元 还是 就是 总共 就 一次性 扣 六十元 六 g 流量
服务   唉 你好 小姐 一下   先生   啊 我 想 问个问题 就是说 你们 经常 发 那个 短信 给 我 就是说 这个 流量 就是说 一百三十八 元 什么 什么 套餐 那个 这个 通用 的 流量 是 怎么 算法 的
您好 很 高兴 为您服务   喂 你好 我 想 问 一下 我 这 跟 你 说 说 对 呀 个 包 我 想 问 咨询 一下 这个 怎么 什么 情况   什么 四 g 讲 我 没 听懂 先生 不好意思   就是 这个 对 吧 哦 四 g 套餐 资费 升级 了 费用 无限 流量
您好 很 高兴 服务   唉 你好 我 问 一下 我 想 帮 我查 一下 我 这个 套餐 现在 什么 套餐   套餐 对 吧 您 套餐 是 五 十八块 一个月 套餐 五十八 一个月 里面 有 一百 分钟 通话 五百 兆 流量   他 那个 现在 返还 二十 是不是 啊
您 服务   唉 你好 我 这个 流量 不够 用 的   呃 我 想 办理 什么 时候   嗯
您好 很 高兴 为您服务   你好 我 我 想 问 一下 我 现在 我 这个 号码 额 呃 是 什么 套餐 呢 是因为 只有 十八块 钱 的 一百 分钟 通话 然后 两个 g 的 流量   超出 打电话 是 一毛 九 一分钟 全国 接听 免费 另外 您 还 叠加 一个 流量 包 五十块 钱 一个 g 的   这个 要 取消 吗 等等 一下 等 一下 哎 呦 十块钱 的 是 什么 东西 啊 什么 东西 十块 呃 这 是 我 我 唉 那 那个 就 块钱 还是 一百块 钱 我 也 没 听懂 啊 然后 还
您好 很 高兴 为您服务   唉 你好   等 一下   我 想 问 一下 就是 刚才 我 收到 一个 短信 嗯 嗯 说 什么 那个 就是 给 我 说 我 那个 六百 分钟 的 高清 通话 那个
您好 很 高兴 服务   哎 你好 我 想 问 一下 申请 哪 一个 套餐 那个 就是 流量 套餐 划算 一点 三十八 的 还是 五十八 的 那个 送 多少 分钟 打 打电话 的   您 现在 这 套餐 是 十八块 钱 套餐 那 如果 要是 换成 三十八 元 套餐 的话 就是 五百 兆 流量 打电话 一毛 九 一分钟 全国 接听 免费 然后 再 额外 赠送给 您 本地 呼叫 全国 一百 分钟 通话 赠送 到 二零一 八年 六月 底 结束   它 这个 没有 三 十八块 的 没有 那个 吗 没有 送 那个 打电话 嘛 所以 十分钟 没有 东方 吗 时间
您好 兴 为您服务   哎 你好 我 想 问 一下 我 这个 套餐 不 属于 飞享 或者 是 嗯 或者 姓名 是 说   你 说 这个 月 的 套餐 是 吗 可以 套餐 这个 套餐 这 不是 飞享 套餐 这个 月 套餐 下个月 是 自选 的 啊 这个 月 套餐 这 不是 飞享 套餐 也 不是 飞享 套餐   我 这个 月 为什么 不会 咨询 我 当时 是 欠 了 一百五十 八 呀
您好 很 高兴 为您服务   唉 你好 我 这个 月 五十 八块钱 月租 的 是 全球通 的 吧   您 这个 套餐 是 十八块 钱 一个月 全球通 的 没有 漫游费   那个 电子 发票 这个 要 办 那个 五十 这个 月 到 下个月 可以 吧
国   哎 你好 我 想 请问 一下 你 呃 现在 那个 中国   上海 移动 啊   有没有 办理 那个 无线 固话 的
为您服务   你好 我 就是 要 去 巴厘岛 旅游 开通 那个 国际漫游 哪 一种 比较 好 一点 嗯 嗯   就是 国际漫游 的话 就 有效期 不 一样 而已 收费 标准 都 是 一样 的 有 长期 的 一百八十 天 和 三十天 三十天 的 三十天 嗯 帮 您 开通 一下 密码 知道 吗   密码 不 知道 我 交钱 来报 一下
呃 您好 很 高兴 为您服务   唉 你好 那个 我 有 个 问题 咨询 一下 噢 就是 我们 这面 是 做 相关 的 一些 互联网 的 一些 应用 嘛 可能 有大 数据 的 需求 我 不 知道 移动 这 上面 有没有 相关 的 一些 到 数据 的 一些 业务   到 数据 呃 您 指 的 是 到 数据 什么 服务 热线   呃 比如说 我们 要 有 一个 尝试 的 热烈 的 这种 数据
您好 很 高兴 为您服务   唉 小弟弟 我 问 一下 嗯 那天 我 手机 上来 了 个 信息 他 说 现在 有 一个 六 十八块 的 那个 套餐 是 吗 有 吗   是 手机号码 报 一下 好 吗   幺 三九
您好 很 高兴 为您服务   唉 先生 你好 就是说 我 想 问问看 就是说 呃 在 日本 换 那个 四 g 流量 费 计算   流量 费 的话 一天 最 多 三十块 封顶 的   然后 没有 用满
您好 很 高兴 为您服务   唉 你好   你好   你 能 帮 我 看 一下 我 这个 卡 这个 五十八 五十 八块钱 的 包 什么 你 能 帮 我 看 一下
您好 很 高兴 为您服务   喂 你好 我 想 请问 一下 现在 我 这本 机号码 呃 这样 的 业务 里面 然后 有 一个 短号 短信 呃 个人 这个 这个 什么 业务 啊 也   感觉 短号 短信 个人 的话 就是 一个 基本 不 不 收费 的 线   嗯 这种 这种 什么 意思 啊 就 他 有 什么 用 啊
您好 很 高兴 服务 您好 很 高兴 为您服务 您好 很 高兴 为您服务   喂 你好 等 一下 我 想 我 想 咨询 一下 就是 我们 家 现在 网络 不是 停掉 了 嘛 是 吧 然后 就是 再 加 手机 上网 不是 要 产生 流量 吗 感觉 费用 很大 就是说 想 申请 一下 哪 一种 就是 套餐 流量 划算 一点 的   好 那 首先 您 改 套餐 的话 都 是 下 月 一号 生效   三月 一号 是 吧 有 什么 有 什么 就是说 稍微 优惠 一点 的 那个 套餐 吗
您好 兴 为您服务   哎 你好 我 想 问 一下 我 收到 一个 短信 什么 上海 移动 呃 什么 欢迎 你 参加 怎么 有 一个 叫 有 有 二 一 为什么 那个   vip 呀   啊 这个 什么 东西 呢
您好 高兴 为您服务   你好 我 想 了解 宽带 业务 然后 你们 的 转接 转接 了 两次 全都 掉 了   就是 您 现在 咨询 宽带 活动 比较 多 嘛 如果 您 要 改 宽带 的话 打 幺 零零 八六转 五号 键 就行了 只要 转 到 这边 来 了 五号 键 就是 直接 这个 宽带 人工 了   在 那边 我 就 好 了 是 吗
很 高兴 为您服务   唉 你好 就是说 我 这个 你们 这个 手机 那个 流量 还 可以 加 什么 流量 吗   嗯 流量 可以 的 您 是 要 流量 要 这个 月 临时 用 的 对 吧 那种   唉 对
您好 兴 为您服务   你好 我 那个 你 给 我 找 一下 那个 国际 国际 那个 漫游 朱国寿   那 您 手机 的 服务 密码 有 吗   啊
您好 兴 您 服务 您好   哎 你好 我 想 问 一下 我 现在 这个 套餐 是 怎么 样子   目前 是 四 g 自选 套餐 您 这边 是 九十 八块钱 两百 二十分钟 通话 加 一个 g 流量   呃 我 要 改 一个 流量 多一点 的
您好 很 高兴 为您服务   你好 我 我 想 叠加 流量 现在 那个 最 优惠 的 什么 说 什么 流量 谢谢 啊   这个 月 的 这个 月 要 开始 消费 元 的 流量 套餐 三十元 五百 兆 不是 一 百兆 这样 一个 资费   唉 我 我 上个月 那个 二十元 一点 五 g 啊 现在 有 吗
您好 很 高兴 为您服务   喂   喂 嗯 嗯 唉 我 我 请问 一下 我 请问 一下 我 现在 那个 这个 手机 啊 现在 嗯 嗯 嗯   呃
您好 兴 为您服务   喂 你好 啊 我 想 请问 一下 你 现在 就是 现在 在 中国移动 有 什么 是 最 优惠 的 就是 那个 流量 最多 的 套餐 吗   将 最 多 弄 大概 要 多少 兆 每个 月   呃 我 现在 就是 手机 流量 不够 现在 比如说 一个月 有个 两三 g 的 或者 两 g 以上 的 有没有
呃   您好 兴 为您服务 您好   唉 你好 唉 我 刚刚 开通 了 那个 国际漫游 啊 啊 我 看到 呃 我 有 我 有 一个 那个 什么 一天 三十块 钱 的 这个   三十块 钱 的话 现在 出发 的 国家 的 一个 流量 封顶 一个 限制
您好 很 高兴 为您服务   唉 喂 你好 我 想 咨询 一下 就是 你们 这边 有 一个 什么 职业 短号 互拨   嗯 嗯   哎 我 想 咨询 下 这个 怎么 办理
您好 很 高兴 为您服务   唉 你好 我 就 问 一下 我 现在 开始 八块钱 套餐 里面 包括 什么   八十 八块钱 套餐 的话 是 包含 了 两百 二十分钟 七百 兆 流量   超出 打电话
您好 很 高兴 为您服务   唉 你好 我 想 问 一下 现在 我 这个 手机 的 那个 是 八块钱 每个 月 包对 吧 呃 我 想要 办 一个 套餐 有 流量 的 因为 我 有 微信 是 要 用 我 出门 的 我 想 用 现在 有 什么 套餐 办 起来 比较 划算 一点 的   办 套餐 划算 一点   唉 你 能 帮 我 看 一下 机主 的 吗 剩余 流量 不多 嘛 唉 对
您好 很 高兴 为您服务 你好   你 你 给 我 开通 一个 幺 三四 七 二五   幺 三四 七 二五 九六   七 幺 九
您好 很 高兴 为您服务   喂 你好 唉 我 想 那个 改个 套餐   嗯 嗯 好 的 您 现在 是 三十八 元 动感地带 上网 套餐 请问 要 改 多少 流量 多少 通话 呢   嗯 嗯 现在 三十八 元 还有 什么 选择 吗 三十八 的话
您好 很 高兴 为您服务   唉 你好 我 想 咨询 一下 那个 移动 宽带 的 事情   嗯 您 说   已经 因为 你们 经常 会办 那种 那种 那种 短信 过来 推 呃 就是 广告 的 吗 没有 我 我 记得 好像 有 有 过 是不是 两百多 块钱 一年 的 那种
您好 很 高兴 服务   哎 我 想 帮 我 看看 那个 啥 加 流量 怎么 加 的   加 流量 对 吧 到 月底 的话 到 月底 的话 您 这边 您 说 先生   不是 我 这 我 这个 手机 现在 我 就 我 这个 号码 现在 加 流量 怎么 加 比较 划算 一点 到 月底
您好 很 高兴 为您服务   唉 我 想 问问 像 你们 现在 那个 按 那个 叫做 流量 有 什么 套 有 什么 有 什么 套餐 吗 先生   噢 先生 您 指 的 是 您 的 一个 流量 套餐 是 什么 什么   对 我 现在 这个 流量 已经 用 完 了 就是 我 过去 我 是 买 的 是 三 十八块 的 就是 饮食 的 我们 买 的 电话 呢 再 送 五百 就 我 用 完 了 今天 我 现在 还有 什么 套餐 可以 用
很 高兴 为您服务 那 就是 一百 返好 就是 看看 中 呃 您好 这边 听 不太清 您 说 什么 麻烦 您 调整 一下 好 吗 付 宽带 的 活动 宽带 是 吧 移动 宽带 对 吗   不 客气   好 的 这 我 帮 您 转接 到 宽带 专席 您 详细 了解 一下 好 吗   不是 不是 那个 什么 钱
您好 很 高兴 为您服务 我 请问 一下 你们 这 地方 它 上面 也 没有 什么 最 实惠 的   呃 现在 套餐 的话 您 需要 什么 类型 的 就 说   就是 通话时间 多一点 流量 稍微 少 一点 的   呃 我 帮 您 看 一下 那个 两百 二十分钟 通话 七百 兆 流量 的 那 要么 的话 就是 比如说 八十 八块钱 三百 分钟 通话 五百 兆 流量
高兴 为您服务   喂 你好 帮 我 更改 一下 套餐 吗   好 的 先生 那 您 现在 怎么 更改 套餐 您 说   那 我 想 问 一下 你们 现在 是 优惠 套餐 是 什么 套餐
您好 很 高兴 为您服务   噢 是 这样 的 呃 刚才 我 问到 第二个 问题 的 时候 他 说 那个 你们 集团 客服 的   就是   我 的 套餐 给 我 因为 我 我 一直 在 网上 就是 充钱 我 也 没 没 注意 我 就是 账单 来 了 现在 你们 没有 账单 寄过来 的 对 吧 现在 有 都 有 账单 寄过来 现在 都 是 那个 呃 用 的 app 的 然后 我 就 在 咱们 充钱 了 然后 今天 我 就 看 那个 账单 诶 电子 账单 啊 我 看 那个 里面 有 两张 一档 是 那个 什么 融合 什么 手机 互拨 功能 包月费 十块 对 吧
您好 很 高兴 为您服务   喂   呃 我 想 问 一下   现在 有没有 什么 流量 就是 就是 有 优惠 一点 的 流量 包 呢
很 高兴 为您服务   哎 你好 我 想 问 一下 我们 打 国际 长途 有没有 那个 ip 号 啊   有 的 就 国内 手动 加拨 幺 七 九五 幺 零零 国家 代码 再 手机 呃 那个 费用 是 怎么 算 的 您 是 到 哪个 地方   好 再见 问题 打 到 美国 或者 是 中东 再见
很 高兴 为您服务   喂 您好 我 想 问 一下 就是 我 这个 手机号 的话 呃 我 有 我 有 每个 月 五百 分钟 好像 因为 不够 用 我 想   嗯 嗯   你 帮 我 推荐 一下 别的 套餐
您好 兴 您 服务 您好   噢 呃 我 想 问 一下 就是 我 这个 套餐 你们 移动 是不是 有 推出 那个 什么 无限 流量 套餐 啊   夜间 流量 这个 大概 是 两百 三十 八块钱   一个月 要 两百 三十八
您好 很 高兴 五   你好 我 想 请问 一下 就是 如果 手机 在 美国 开通 了 那个 流 呃 三天 的 流量 对 吧   嗯 嗯   那么 他 比如说 比如说 他 在 那里 因为 上次 不是 说 就是 呃 到 那里 第一次 使用 网络 以后 就 再 开通 了 那么 第一次 使用 网络 是 相当于 我们 国内 的 时间 是 十月 六号 早上 八点 的话 那么 三天 到期 知道 六号 七号 八号 到 到 九号 早上 八点 还是 说 到 八号 晚上 十二点
您好 很 高兴 为您服务   哎 你好 我 想 问 一下 就是说 现在 有个 套餐 就是 七十块 钱 六个 g 啊 噢 就是 有个 老 用户 的   呃 那 是 七十 八块钱 一个月 的 打电话 一毛 九 一分钟 流量 是 三个 g 再 送 三 g 总共 六个 g 送到 一 八年 的 六月 三十 号   呃 什么 意思 啊
要 身份证 的话   唉 你好 我 就是说 我 这个 是 套餐 三百 分钟 通话 一个 g 的 流量 是 吧   嗯 对   对 我 现在 感觉 到 流量 过剩 了 你们 通话 分钟 我 想 把 它 转换 一下 好 嘛
您好 很 高兴 为您服务   唉 先生 你好 你 帮 我 下个月 改 一个 就是 两百 二十分钟 通话 在 一 百兆 的 流量 这个 套 自选 套餐   噢 那 您 这 手机 的 服务 密码 有 吗   唉 我 知道
您好 很 高兴 为您服务   你好 我 想 问 一下 我 这个 流量 没 了 还 没 几天 的 你们 这里 有没有 好 的 怎么 好 的 有 是 吧   你 可以 申请 一些 流量 的 那个 可选包   唉 反正 没 几天 了 人 还 没 多少 流量
