你好 请 讲 其他   先生 嗯 请 讲   这边 帮 您 看 了 一下 有 收费 的 业务 套餐 费 一个月 八十八 然后 这边 有 一个 来电 提醒 一个月 三块 钱 然后 有 一个 彩铃 六块 彩印 三块 手机 阅读 六块 没有 其他 扣费 了   彩铃 六块钱 手机 阅读 六块 彩印 三块 这些 业务 要 取消 吗
您好 很 高兴 为您服务   和 彩印 基础 包   噢 就是 那个 活动 送 的 您 现在 不欠 一个 手机 嘉年华 活动 这 活动 给 到 的 如果 您 不 需要的话 我 可以 帮 您 取消 它 赠送 您 六个月 了 需要 取消 吗 还有 彩铃 也 赠送 的   没有 他 没有 扣 您 的 这个 是 给 直接 给 了 您 这个 六年 的 这个 费用 的 在 您 的 专款 账户 里面 直接 是从 这个 话费 里面 扣 的 一个 是 看 一下
嗯 嗯   六个 g 的 流量 用 的 比较 快 对 吧 那 我们 建议您 升级 一下 现在 的话 升级 上去 的话 呃 我 看 一下 啊 升级 上去 之后 是 一百块 是 五个 g 就是 就 套餐 资费 不变 它 是 有 五个 g 的 全国 流量 另外 再 送 您 五个 g 的 那个 全国 流量 总共 有 十个 g 本月 办理 下个月 生效   好 的 请问 您 那个 本机 的 机主 名字 报 一下 吗 机主 姓名 叫 什么   好 的 那 就 帮 您 改好 到 下个月 生效 然后 提醒您 呃 改过去 之后 本月 剩余 流量 到 这个 月底 会 自动 清零 还有 就是 呃 原来 送 的 什么 本地 流量 夜间 流量 下个月 就 不 送 了 啊
您好 很 高兴 为您服务   您 现在 这 手机 的话 就是 一个 四 g 飞享 套餐 五十 八块钱 一个月 然后 再 加上 一个 二十块 钱 一点 五个 g 的 流量   您 套餐 内 的 五佰兆 再 加上 二十元 一点 五个 g 加 起来 是 两个 g   加
您好 很 高兴 服务 喂 你好 你好 请 讲 呃   看 得到 嗯 对 有 宽带 现在 什么 问题 先生
很 高兴 为您服务   是 别人 帮 他 办 的 但是 他 现在   就是 他 现在 需要 退 宽带 还是 什么 意思 啊   那个 身份证 号码 能报 一下 吗
您好 很 高兴 为您服务   国际漫游 开着 的 长期有效   啊 现在 是 长期有效 了 对 您 先开 长期有效 的 只要 您 不 取消 就 可以 使用 了   不 显示 的
呃 目前 您 套餐 就是 那个 呃 看到 是 办 的 四 g 自选 套餐   你 说 另外 有 绑定 什么 业务 我 看到 有个 三块 钱 来电 提醒 其他 的话 都 是 免费 赠送 的 因为 呃 现在 的话 因为 您 参加 了 一个 资费 签约 活动 还是 免费 为 您 开通 了 什么 和 彩印 啊 彩铃 啊 无线 音乐 俱乐部 会员 这些 业务 它会 在 十号 之前 呃江 费用 退还给 你 是 不 收费 的   恩对 的   呃 您 现在 套餐 的话 就是 刚 看到 的 自选 套餐 一百五十 八 了 另外 还有 三块 钱 来电 提醒 那 就是 一百六十 一
喂 您好 高兴 为您服务   噢 就 帮 您 转到 宽带 部门 给 您 问 一下 是 我们 移动 的 宽带 吗   好 请 不要 挂机 让 他 解决问题 我 将 电话 转 专席 处理 请稍等
您好 很 高兴 为您服务   您 您 现在 这个 号码 是 五十块 的 包含 两 g 流量 的 套餐   月租 是 十八块 包含 一 百兆 流量   打 出去 都 是 两 毛钱 一分钟
您好 很 高兴 服务   嗯 还有 什么 问题
您好 很 高兴 服务 嗯   套餐 是 五十八 的 四 g 上网 套餐 再 加 一个 五十块 一个 g 的 流量 包   对   宽带 对 吧 恩 好 您 这边 不要 挂机 为了 更好 为 您 解决问题 我 将 您 的 电话 转 专席 处理 请稍等
您好 请 讲   周   套餐 是 五 十八块 一个月 收 一百 分钟 通话 五百 兆 流量 的 一个 基础 套餐   什么 剩余 多少
您好 很 高兴 为您服务   它 上面 显示 只能 收 不能 发 然后 原因 是 根据 广大 用户 不变 办法 垃圾 短信 问题 为了 避免 回来 以后 生效 了 我 公司 跟 密码 部门 要求 加大 了 对 垃圾 的 那种 目前 主要 是 通过 用户 举报 发现 处理 垃圾 短信 这 号码 显示 有 问题 帮 您 报上去 申请 的 广告 信息 我 这边 帮 您 恢复 可以 使用 了 还有 什么 帮 您 的 吗   就是 每月 消费 金额 对 吧 那 金额 的话 可以 通过 官网查 的 或者 发幺 零四到 幺 零零 八六 查询   看到 了 啊 不 客气 祝您 生活 愉快 再见
您好 兴 为您服务   有 的   对 它 自动 按照 十元 一 百兆 给 您 计算 流量 呢
您好 很 高兴 服务 您好 很 高兴 服务 您好   在 不 在 您 群组 里面 是 吗   流量 分享 里面 对 吗   您 号码 报 一下 嗯
您好 高兴 为您服务   噢 您 可能 改错 了 它 是 要 在 那个 自选 套餐 里面 吗 之前 包改 到 一百八 的 然后 您 不是 改了 自选 包 您 要 另外 叠加 可选包   行 可以 叠加 一下 我   那 您 现在 要 怎么 改了 下个月 帮 您 改到 就 六个 g 就 可以 了 是 吗
嗯 先 目前 套餐 的话 是 一个 四 g 上网 套餐 八十八 的 四百 二十分钟 通话 然后 一 g 流量   一百 十八 的 三个 g 五十分钟 通话   唉
您好 很 高兴 为您服务   这边 是 呃 十块钱 的 一个 动感地带 的 套餐   还有 一个 三十元 五百 兆 的 流量 包 还有 一个 十块钱 十块钱 的 一个 长途 优惠 包   六八
所以 我 的 您好 很 高兴 为您服务   对 您 这边 是 一个 三十三 块钱 的 神州行 的 大众卡 其他 的 收费 都 没有 就 一个 神州行   没有 流量   十块钱 是 一 百兆 二十块 钱 三百 兆 三十块 钱 五百 兆 四十块 钱 七百 的
您好 很 高兴 为您服务   二十 八块钱 套餐 其他 还有 一个 华为 支付 普通 会员 包 这个 要 取消 了   这个 要 取消 吗 噢 您好 这边 听 不到 您 说 什么 麻烦 您 走动 两步 好 吧 您 的 信号 不好   我 不 知道 他 不是 我们 移动 业务 需要 取消 掉 吗
您好 很 高兴 为您服务   稍等一下 我 看 一下   国际漫游 没有 开 需要 帮 您 开 一下 吧   没有 这个 国际 做 国际漫游 开通 那边 的话 就是 他 在 境内 不会 产生 任何 资费 没有 功能 费 的 然后 现在 是 长期 的 然后 在 那边 打 回 中国 内地 买 的 接听 和 打 当地 电话 都 是 九 毛 九 一分钟 的 打 第三个 三块 钱 一分钟 发短信 回 中国 三毛 九 一条 发 其他 国家 是 一块 两毛 九 资费
您好 很 高兴 为您服务   留言 我 看 一下 流量 功能 并且 让 我们 这边 开通 但是 手机 上面 有些 手机 可以 自己 设置 的 这边 系统 里面 开   没有 是 的   您 手机 什么 牌子 可以 通过 手机 给 他 关闭 的 手机 上 设置 过 我 帮 您 转到 苹果 客服 他们 帮 您 取消 好 吗
您好 很 高兴 为您服务   六十八 还是 二百 二十八 的 二百三十八 的 二百三十八   嗯 可以 啊 请问 您 要 改 多少 流量 多少 通话 呢   一百五十 八是 五百 分钟 通话 和 两个 g 流量
哎 您好 很 高兴 为您服务 请 讲   你 的 套餐 是 呃 六十八 有 什么 问题   十八 的话 它 就 有 一 百兆 的 流量 没有 通话时间 送   国内 通话 每分钟 一毛 九 这个 一 百兆 流量 用 完 之后 上网 超出 部分 是 每兆 两毛 九 啊 每兆 两毛 九 达到 一 g 的话 要 六十块 就 这样 一个 情况
很 高兴 为您服务   您好 有 什么 可以 帮 您   国际漫游 看 一下 国际漫游 开 了 长期有效 的 看 了   好 的 谢谢 四十块 钱 还有 可以 帮 您 嗯 好 那 就 感谢 来电 再
如果   您好 很 高兴 为您服务   对 啊 它 是 不 收钱 的 这个 业务   可以 那 您 手机 密码 知道 吗
对 您好 很 高兴 为您服务   呃 您 要 系统 还是 可以 的 现在 还有   收 五块 钱 的 费用 不用 呀 您 这个 畅 打包 是 家庭 送 宽带 里面 赠送 的 业务 还是 可以 继续 使用 旧 内容 规则 跟 之前 都 一样   可以 啊 就 还是 这个 对 吧
高兴 服务   对 是 的   要 到 一 七年 九月底 还有 两个 月 九月底 就是说 八月 一个月 就 一个月 是 吧 这边   不 可以 取消 但是 月底 它 自动 取消 的
您好 很 高兴 为您服务   恩 您 这个 是 长市 通话 套餐 十八块 钱 的   帮助 稍等一下 我 给 您 查询 一下   嗯 嗯 嗯 再见 再见 对
很 高兴 为您服务   呃 你 说 绑定 在 一起 的 号码 我 看 一下 啊 有 的   月租费 不能取消 呀 您 可以 换 月租 但是 不能取消 月租费 然后 那个 家庭 绑定 互打 免费 的 那个 可以 帮 您 这个 业务 退掉   嗯 对 啊 就 您 不要 把 这个 绑定 取消 吗 绑定 的话 就是 绑定 的 那个 用途 就是 跟 他 在 本地 互打 不要 钱 的 功能 费 一个月 八块钱 从 这个 号码 扣 的 这个 八块钱 的 业务 取消 是 吧
您好 兴 为您服务   先生   您 现在 目前 两 g 套餐 流量 加 一个 三百 分钟 通话时间 的 一百二十八 块   送 了 送 的 是 本地 流量 送 的 送 这个 流量 一直 送到 一 八年 六月份 抱歉
您好 很 高兴 为您服务   请 讲   嗯   看 了 我 看 一下 您 好像 是 对 他 帮 您 把 上网 功能 关闭 了 暂停 掉 了
您好 请 讲   喂 你好   对 套餐 一百五十 八 的   流量 是 两个 g
您好 很 高兴 为您服务   您 现在 套餐 您 现在 套餐 的话 是 一个 一百五十 八 的 噢 对 五百 分钟 通话 两个 g 的 流量   这 里面 是 五百 分钟 通话 两 g 流量 啊   一百五十 九 一百五十 八 吧 一百五十 八 我 看 一下 您 套餐 里面 是 五百 分钟 两 g 流量 另外 不上 我 知道 您 先 听 我 说 您 先 不要 着急 我 还 没 说完 套餐 里面 是 五百 分钟 两 g 流量 另外 您 之前 有 活动 送 的 需要 活动 还 额外 多送 您 两个 g 在 上海 本地 用 的 本地 流量 和 一个 g 夜间 流量 呀
为您服务   您 现在 不想 订 套餐 是 呃 一个 g 的 然后 另外 加 了 一个 二十块 钱 两个 g 的   能够 消费 了 最低 消费 的话 它 有 有 一个 宽带 活动 最低 消费 的 我 看 一下 活动 是 多少 稍等一下   一 五十 的 叠加 那个 流量 是 七十 七十
您好 很 高兴 为您服务   呃 六十元 六十元 六 g 是 吧 二十块 钱包   浙江 视频 优酷 的 啊 对 二十四 元到 月底 自动 取消   自动 续费 呀
您好 很 高兴 为您服务   这个 月 月租 扣掉 了 呀   一号 二号 扣 月租 呀 女士 就 现在 已经 八月份 了   二号 充了 五月 二十四 号 您 充 的 是 七月份 您 总 消费 是 七十九 块 一毛 四 您 扣 了 上个月 的 费用 呀
您好 高兴 服务   我 看 您 下个月 有 一个 二十块 钱 三百 兆 的 一个 流量 可选包   呃 您 这边 的话 就是 一个 看 一下 您 现在 是 套餐 里面 是 月租费 套餐 订购 了 一个 四 g 流量 卡 五十块 钱 一个月 套餐   那可选 包日满 合算 包 就是 您 额外 叠加 的 一个 流量 呀
您好 很 高兴 为您服务   呃 您 这个 号码 您 说 您 这个 号码 去 外地 对 吗   那 您 这个 不用 您 套餐 的话 呢 是 一个 全球通 套餐 的 全国 各地 打电话 都 是 一毛 九 一分钟 接听 都 是 免费 的 没有 漫游费 的   对 三十八 元 但是 全球通 的 套餐 的 您 放心 在 外地 使用 资费 都 是 一样 的 标准 打电话 的话 都 是 一毛 九 一分钟 接听电话 都 是 免费 的 女士
啊 您好 有 什么 帮 您   再 就 一个 八十八 套餐 每月 两百 二十分钟 通话 流量 七百 兆 这个   幺 五零   嗯 嗯 密码 知道 吗
好 很 高兴 为您服务   这个 卡 的 套餐 您 稍 等   哪个 号码   呃 本机 这个 号码 不是 上海 移动 号码 这 麻烦 您 拨打 到 相关 客服 咨询 一下 这个 不是 以 上海 移动 的 号码
零 可以 我 帮 您 关掉 您 密码 知道 吗   机主 名字 身份证 报 一下   嗯 身份证 号码 报 一下   二
您好 很 高兴 为您服务   呃 是 这个 来电 手机 吗 小姐   我 看 一下 集团 短号 开通 是 这样 的 如果 你 公司 帮 你 上报 上去 您 手机 会 收到 一条 短信 说 你 公司 邀请 您 加入 回复 的 您 有没有 收到 过 这个 短信   如果 没有 的话 那 你 要 继续 联系 单位 他们 会 联系 我们 移动 添加 短号 的 客户经理 的 您 可以 问 一下 现在 处理 到 哪个 街道
高兴 为您服务   请 说   按键 不变 幺 幺 八六 幺 二八 就是 每个 月 流量 增加 了 之前 的 两个 g 七十块 钱 现在 变成 了 七十块 钱 三 g 了 再 加送 三 g 的 国内 流量 送到 明年 六月份   你 现在 幺 幺 八 就是 四十八 加 七十 现在 也 是 四十八 七十 只不过 呢 七十 元 的 里面 流量 有 扣充 了
您好 很 高兴 为您服务   您 是 个 二百三十八 套餐 加个 彩铃 呀 就是 一千 分钟 通话 两个 g 流量 吗   合适 的 套餐 您 这 号码 适合 您 的 呀 我 觉得 您 是 流量 不够 吗 那 您 改成 二 六八 三个 g 再 送 三个 g 的 本地 流量   别的 没有 什么 特别 好 的 是 吧 对
您好 请 讲   好 密码 知道 吗   跟 您 提示 输入 请稍等 好 机主 姓名 麻烦 您 报 一下   好 那 这个 群组 帮 您 拆掉 了 从 下个月 开始 您 的 互打 交钱 了 啊 各管 各 的
您好 很 高兴 为您服务   嗯 对 的   那 您 只能 通过 其他 号码 办理 因为 一个 号码 只能 办 一个 宽带 的   对 因为 这个 宽带 都 是 绑定 手机号 的
为您服务   七月份 的 出来 了 呀 都 已经 八月 五号 楼 可以 的   你 说 电子 发票 吗   去 嗯 这个 刚才 他 要 去 接听 状态 之后 才 会发 的 现在 没有 结账 费没办
您好 很 高兴 为您服务   来电 咨询 请稍等 呃 三块 钱 一个月 来电 看 一下 没有 唉 本机 没有 的   好 的 请问 本 机 密码 知道 吗 六位数 的   呃 身份证号 是
您好 很 高兴 为您服务   嗯 你 要 办 哪 挡 您 说   对 一百五十 八 签约 的话 是 一年 每个 月 送 二十三   对
您好 很 高兴 为您服务   对 是 的   恩对 是 的 有 十八个 月 的   对 是 的 因为 合约 的 十八个 月
好 很 高兴 为您服务   嗯 您 原先 是 那个 八块钱 套餐 里面 只有 十兆 的 流量 下个月 改为 了 十八块 里面 有 一 百兆 流量   是 的   幺 三 八块 在 七十 兆 的 现在 下个月 开始 就是 十八块 一 百兆
嗯 现在 您 是 五十八 元 四 g 飞享 套餐 其他 收费 噢 我 看到 了 有 个 呃 现在 是 免费 的 一个 六十元 那个 wlan 校园 无限量 的 流 那个 wlan 套餐 这 活动 是 到 嗯 我 看 一下 啊 您 参加 的 先生 活动 就是 周 六十元 是 几点 到 九月底 十月份 要 收费 所以 您 这 九月底 之前 取消 掉   恩对 的   嗯 这个 我们 这边 查不到 因为 只能 看到 您 这 这两项 业务 其他 都 没有 的 就 一个 就是 这个 五十八 套餐 一个 就是 减免 的 六十块 的 向阳 咱们 元 包月 套餐 其他 都 没有 的   包月 套餐 的话 是 在 呃 cmcc 异地 有 这个 无线网络 下 使用 的
喂 唉 你好 嗯 请 说   哎   服务 我 帮 您 取消 一下 密码 知道 吗 嗯   身份证 号码 和 姓名 谢谢 嗯
很 高兴 为您服务   嗯 嗯 流量 资费 您 是 说 流量 您 这个 月 是 一 百兆 下个月 改 到 五百 兆 了   三十   三十块 钱 五百 兆 啊
您好 很 高兴 为您服务   个 什么   呃 您 现在 是 那个 也 是 六 十八块 的 是 一百 分钟 通话 和 那个 七百 兆 流量 请问 您 现在 是 流量 比较 少 一点 的   唉 对 的
您好 兴 为您服务   现在 目前 的话 是 八十八 的 四 g 飞享 套餐 两百 二十分钟 通话 七百 兆   更改 的话 它 有 个 活动 签约 的 活动 期内 只能 改 八十八 以上 的 飞享 套餐 不能 降低 这个 活动 的话 是 绑定 到 明年 三月底 到期 的 人家 三月份 以后 就 可以 改了   之前 是 吗
您好 很 高兴 为您服务   对 的   三十天 的 在 正常 使用 状态   对 的
您好 很 高兴 为您服务   嗯 您 是 在 和 教授 上面 的 功能 吗 因为 目前 我 这边 没有 看到 相关 的 一个 免费资源 的 先生   哎 您 当前 这边 就是 一个 五十块 钱 流量 卡 套餐 套餐 里面 还有 五个 g 的 两个 g 的 流量 打电话 的话 呢 两 毛钱 一分钟 全国 接听 免费 其他 就 没有 了   呃 因为 我 这边 目前 的话 没有 看到 您 在 和 教授 ap 上面 就是 跟 您 说 的 嗯 有 那个 您 说 的 那个 流量 因为 您 当前 的 套餐 确实 也 只有 一个 五十块 钱 一个 收费 没有 什么 其他 业务 的 要 不 这边 后续 我 建议您 再 观察 一下 或者说 月末 之前 来电 再查 一下 您 看 可以 吗
它 是 十八 的 有 一百 分钟 不 可能 的 呀 只有 五十分钟 您 可以 报下 他 号码   唉   哎   幺 三 幺 幺 三七
您好 很 高兴 为您服务   本机 本机 是 一个 十块钱 的 四 g 随心 卡 打电话 两毛 五一 分钟 全国 接听 免费 的 如果 是 走 流量 的话 上海 每天 有 一块 兆 的 医药 一块钱 的 三百 兆 本地 流量 可以 走 当天 无限 叠加 如果 走 国内 流量 就 零点 二九 元 一兆 哦 请问 还有 什么 可以 帮 您 问好 以后 问题 没 办法 呀   这 里面 什么   什么 时候 办 的 它 这个 号码
为您服务   套餐 的话 是 一百八十 八 的 然后 下个月 没有 改过 了 改 了 我 看 一下 您 改 的 下 月 套餐 很多 哎 短信 包 二十 通话 包 一千 分钟 一百六十 八 还有 一个 流量 包 七十 的 彩信 包 十块 的 就 开 一个 流量 叠加 包 七十 的 不 可以 用 多少 对 可 选包 七十 兆 套餐 里面 已经 有 了 有 这样 的 一个   肯定 哪个 不要 了 给 您 关掉   十条 短信 是 一百条
很 高兴 为您服务   恩 您 这边 有 一个 流量 叠加 包 五十块 钱 那边 取消 的 我 十分 一点 叠加 包 流量 也 帮 您 关掉 吧   帮 您 关 一下 密码 知道 吗   请 不要 挂机 根 提示 输 一下 密码 密码 成功 了 这边 帮 您 把 五十元 已经 给 您 关闭 了 这 一些 流量 本月底 要用 掉 月底 要 清零 的 还有 什么 帮 您
您好 很 高兴 为您服务   呃 现在 用 的 套餐 的话 是 一个 四 g 自选 套餐 然后 呢 一百三十 块钱 加 二十八 就 一百五十 八元 总共 月租 然后 稍等一下 啊   里面 的话 呢 是 您 好好 稍等一下 对 嗯 流量 的话 是 有 四个 g 流量 然后 呢 分钟 数 的话 是 有 一百 分钟 数   是 扣 五十元
很 高兴 为您服务   还有 哪个 号码 您 报 一下   幺 三七   九五 二七
您好 很 高兴 为您服务   啊 我 看 了 一下 业务 您 是 呃 目前 是 一个 十八元 飞享 套餐 除了 套餐 之外 没有 其他 收费 业务 一共 就是 月租 是 吧   发短信 会 收费 但是 您 为什么 会发 是 另外 电视 的 那 您 手机 什么 牌子 的 知道 吗   幺 零零 八六
对 您好 很 高兴 为您服务 您好   嗯 是 什么 不好意思 听 不 清楚 您好   唉 唉 现在 可以 短信 重复 一下   对 的 就是 一次性 扣除 了 您 五十八 元 的 套餐 月租费
您好 很 高兴 服务   套餐 就是 三 十八块 一个月 的 套餐 其它 收费 用 没用   三十八 里面 送 五十分钟 国内 主叫 超出 一毛 九 一分钟 流量 三百 兆 送 呢 全国 接听 免费 的 一个 套餐   这个 每个 人 使用 方式 不 一样 呢 收到 终端 也 不 一样
您好 很 高兴 为您服务
您好 很 高兴 服务   套餐 您 现在 是 十八块 一个月 只有 一 百兆 流量   也 是 一 百兆 流量 全国 接听 免费打 国内 电话 一毛 九 一分钟   你 现在 就 十八块 月租 呀
您好 高兴 服务   零 呃 哪个 手机号码 呀   幺 三四   二二八 五
办好 了 是 您 本 机号码 吗   嗯 我 还 没 看到 有 办理 记录 啊   我   没 达到 泰山 一百零八 扣 的
为您服务   应该 是 开通 了   封顶   确定 说 是 每个 国家 呀 我 在 一 一年 一年 是 吗 具体 的话 当地 的话 就是 最 多 一天 三十元 不 需要 了 每天 都 是 的 如果 您 当天 没有 用到 三十块 钱 的话 就 三块 钱三兆用 多少 算到 账
您好 很 高兴 为您服务   嗯 您 说 的 是 本 机号码 吗   本 机 不是 上海 的 啊 我 帮 您 转回 当地 幺 零零 八六 咨询 如果 转接 失败 一次 重新 拨打 零 五五 八 幺 零零 八六
您好 很 高兴 为您服务   手机 套餐 吗 对 手机 套餐 您 这用 的 是 一个 集团 比较 优惠 套餐 三十块 钱 的   嗯 对 的   打电话 呢 是 另外 开 了 一个 二十块 钱 三百 兆 的
您好 有 什么 可以 帮 您   刚才 每月 是 五十八 的 一个 四 g 飞享 套餐 要 有 一个 三块 钱 的 来电 提醒 每月 一共 是 六十 一块   五十八 的 一百 分钟 通话 流量 五百 兆 然后 还有 一个 三块 钱 来电 提醒 就 每个 月 扣 六十一 套餐 以外 的 账 通话 流量 超出 的 另外 算 的 啦   那 就 五百 兆
您好 高兴 服务   您 现在 是 二十八 的 呀 流量 三百 兆 打电话 一毛 九 一分钟   那 您 要 改个 最低 的 十八块 的 月租 呀 我 给 您 发 过去 不是 不 限 不是 不是 不是   可以 留 其他 另外 的 新 的 老 的 会 自动 退掉 了
没有 需要 打开 吗 噢 帮 我 打开 我 的 密码 知道 吗   好 麻烦 报 一下   好 国际漫游 即刻 生效 不 收 功能 费去 的 是 哪个 国家 呢   港澳 的 资费 介绍 以及 必要 进行 短信 下 发给您 注意 查看 另外 是 港澳 上网 有 流量 包 的 像 三天 六十八 五天 一百零八 这种 流量 包 需要 包 吗 女士 呃
高兴 为您服务   麻烦 您 是 一百元 三个 g 可以 打 的 另外 加 了 一个 叠加 包 五十块 七天   嗯 你 在 上海 在 外地   这个 月 没有 从 外地 是 吧
您好 很 高兴 服务   你好   换 一个 套餐   好 那 您 这边 不要 挂机 啊
您好 很 高兴 为您服务   就   嗯 嗯   嗯 嗯 就是 流量 费用 有 疑问 呃 就是说 您 平时 手机 不 上网 的 对 吧 但是 他
恩 你好   您 这 手机 是 绑定 宽带 的 到 月底 到期 的   我 说 您 来电 的 号码 不是 有办 宽带 吗   啊 对 到 月底 到期 了 您 是 后面 要 继续 用 的 还是 说 不用 了 的
您好 很 高兴 为您服务   嗯 活动 的话 是 我 看 一下 到 一 八年 六月 底   根   不用 了 已经 到期 了 您 现在 一年 到 一年 已经 到 了 对 它 要 十个月 是 吧 已经 超过 一年 了 还是 不 需要 了
您好 很 高兴 为您服务   你好   您 您 套餐 月 都 是 五 十八块 的 四 g 飞享 套餐   对
呃 这个 国际 电话 的 功能 并 没有 开通 所以 在 国内 打 国外 打 不通 的   可以 那帮 您 开通 一下 密码 先生   对   要 办 的话 您 这个 啊 您 要 办 的话 余额 不够 的 余额 大于 两百块 才 可以 的 要 先往 里 冲 话费
噢   嗯 嗯 你 现在 下个月 换 了 一个 是 八十八 套餐   八十八 你 加改 八十八 这个 流量 没 变 还是 三十 的 通话 五十八 一共 是 八十 八块钱 三百 分钟 五百 兆 的 先   五十八 的 是 改 通话 包 流量 没 电 二三十
您好 很 高兴 为您服务   套餐 您 这个 号码 不是 我们 上海 的 我 帮 您 转回 您 归属 地 查询 您 稍 等 不要 挂 您 稍 等 行好 谢谢 啊
您好 很 高兴 服务   然后   可以 增加   对 分享 的话 对方 使用 也 是 只能 在 上海 用 啊 如果 他 在 外地 还是 用 不了 的 因为 您 办 的 这个 流量 包它 是 只能 上海 用 的 唉 对
您好 很 高兴 为您服务   嗯 对 的   一 g 是 吧 这个 要 去 营业厅 的 您 带 好 身份证 是 家里 这边 营业厅 办 的 您 现在 地方 也 是 东方 有线 资源 对 吧   嗯 以前 我们 这边 办 不了 要 去 营业厅 变更 地址 然后 您 自己 再 把 原来 地方 设备 拿到 新 的 地方 自己 去 装 就 可以 了
您好 很 高兴 为您服务   已经 取消 了 您 现在 只有 八十八 套餐 然后 一个 夜间 流量 没有 其他 收费 了   不是 我们 移动电话 它 说 是 你们 移动 公司 的 不是 什么 问题   两天 接对 您 上面 现在 只有 一个 八十八 套餐 和 一个 夜间 流量 没有 其他 的 先生 您 不用 理会 它 好 嘛
活动 对 吧 活动 这个 月 最后 一个月 到期 了   可以 你 要 换 什么 套餐 呢   可以 服务 密码 知道 吗 五十八 只有 一百 分钟 通话 五百 兆 流量 呢 够用 吗   那 就要 帮 您 办 二百 二十分钟 通话 一 百兆 流量 呢 也 可以 五十八 对 把 那个 服务 密码 知道 吗 帮 您 调 一下
您好 很 高兴 为您服务   嗯 到 这个 月底 不过 您 的 宽带 是 到期 自动 续约 的 您 后面 要续 的 吗   现在 他 又 两年 八百 八 的 或者 月 消费 一百零八 送 宽带 二十 兆 的   恩对
为您服务   套餐 改 改掉 是 吗 你 现在 套餐 是 上个月 一样 的 呀 一百三十八 的 套餐   之前 你 之前 那个 手机 上面 有 活动 呢 还是 免费送 了 一个 g 的 流量 的 送到 六月 底 到期 了   两 g 全国 夜间 赠送 的 不是 套餐 里面 他 就 一个 g
您好 请 讲   你好   套餐 对 吧 您 现在 套餐 是 十八块 元 再加 一个 三十块 的 流量 包 等于 说 四十八 块 了   多 了 五百 兆 对 吗 你 套餐 里面 流量 用不完 可以 结转 到 下 月 的 但是 如果 您 换 过 套餐 之后 流量 当月 不 结转 的 直接 换 过 套餐 对换 套餐 下个月 一流 下载 流量 不 结转 呢
高兴 为您服务   九块 钱 的 一个 视频 套餐 三个 g 的 那个 流量 可以 用 了 在 优酷 视频 上面 的话 看 视频 还有 一块钱 五百 兆 上海 本地 流量 每天 每天 超出 一块钱 五百 兆 然后 的话 是 另外 算 两 毛九一兆   就是说 那 你 当天 的话 一块钱 的话 那个 五百 兆 流量 用 完 了 那么 再 产生 了 五块 钱 的 那个 额外 的 流量 费用 是 这个 也 不 可能   那 您 在 哪里 看到 送 您 的 流量 超出 了
您好 兴 为您服务   套餐 目前 开 的 是 五十元 的 套餐 您 的 流量 有 两个 g   额 您 是 在 哪边 看到 的 呀   噢 这个 软件 不是 移动 的 您 发 那个 短信 过来 查 因为 我们 移动 短信 为准 代码 是 幺 零九幺 发到 幺 零零 八六 就 可以 了
您好 很 高兴 为您服务   你好 我 想   来电 号 办 的 这个 是 吧   啊 我 看 一下 稍 等 您 这个 是 到 八月 底
彩信 啊 彩信 的话 就是 一个 基本功能 只要 您 手机 把 流量 打开 查询 参数设置 正确 可以 直接 发彩信 的   您 把 移动 流量 打开 状态 能 不能 的 流量 关掉 流量 是 打开 了 吗   不 可以 要 把 流量 打开 wifi 关掉   话费 国内 但是 说 一定 要 把 功能 打开 才能 发 所以 您 发 不 出去
您好 很 高兴 为您服务   噢 好 的   噢   噢
您好 很 高兴 为您服务 喂 你好 嗯 你好   您 是 八十八 的 飞享 套餐 两百 二十分钟 通话 七百 兆 流量 的 另外 您 叠加 了 一个 十块钱 一 百兆 的 流量 包   没有 啊 您 这个 长期 的 不 需要的话 我 现在 就 帮 您 取消 掉 好 吧   好 的 手机 服务 密码 知道 吧
吧   先生   您 用 的话 是 一个 三十八 的 网聊 套餐 那个 流量 版 套餐 里面 有 一个五百 兆 流量 打电话 一分钟 是 一毛 九 的 就 这样   送 的 活动 啊 那个 活动 的话 就是 每月 送 一百 分钟 在 上海 本地 打 国内 通话时间 的 这个 送到 一 八年 的 六月 底 到期
为您服务   请 说   业务 就 一个 八八 套餐 三百 分钟 通话 流量 五百 兆 其他 收费 的 没有 就 八十 八块钱 一个月   对 是 的
服务   这笔 钱 的 套餐 呀 流量 都 是 您 现在 目前 流量 是 五百 兆 这个 套餐 五百 兆 的   就是说 您 要 超出 的话 就是 按 标准 算 超出 的话 两毛 九 一兆来 算 的   这样 对
您好 兴 为您服务 您好 很 高兴 为您服务   它 上面 显示 的 邮箱 是 幺 二六 邮箱   前面 是 那个 您 名字 的 一个 全拼 这个 月份 全拼 后面 大不了 对 吧 然后 艾特 幺 二 六点 com 是 吗   这样 邮箱 对 的 然后 您 一二 六元 上面 看过 了 没有
