一个 您好 请问 您 稍后 宽带 办理 还是 咨询 是 是 办理 我 做 的 是 幺 八八 的 套餐 原来 有 送 宽带 的 是 吗 哦   请问 好好 静安区 金 山路   睡觉 了 对   过 那个 没有
您好 高兴 服务   要 积分 兑换 成 话费 是 吧   呃 积分 兑换 成 话费 可以 啊   呃 这个 需要 您 通过 这个 短信 方式 来 兑换 的
对   那个 您 要 办 可以 办理 呀 每个 月 返 二十三 块钱 签约 一年   对 然后 返还 您 二十三   对
为您服务   您 说 套餐 什么 发短信 给 您 是 吧   就是 开通 免提 吗 声音 我 听 不 清楚   啊
为您服务   刚刚 我   您 这个 套餐 本来 就 全球通 的 呀 本地 外地 都 一样 的 本来 就 没有 漫游费 就 您 用 这个 就 可以 呀 可以 不用 改   您 现在 这个 全球通 通话 两百 二十分钟 就是 全球通 的 流量 七百 兆 也 是 国内 的 唉 对 接听 本地 的 也 都 不要 钱
高兴 为您服务 呃 您好 我 想   好 谢谢   嗯 嗯 可以   如果说 不能 办理 通过 我们 系统 商城 兑换 或者 发短信 就 可以 换 您 要 发短信 方便 的话 我 发短信 给 您 回复 按 套餐 之内 回复 就行了
您好 很 高兴 为您服务   呃 请问 您 说 的 是 本 机号码 对 吗 本机 唉 本 机号码 对王 是 上海 美   啊 你 帮 我 本机 不是 上海 的 我 帮 您 转回 当地 幺 零零 八六 啊   对 如果 转接 失败 请 重新 拨打 零 五七 幺 幺 零零 八六
很 高兴 为您服务   你好   啊 发是 没有 信号 你 说   嗯 套餐 每月 是 六 十八块 的 套餐 六十八
您好 兴 为您服务   可以 改 最少 十八块 钱 一个月 的 里面 有 一 百兆 流量 打 一分钟 一毛 九 的   没有 来电显示   是 吧
嗯 您好 很 高兴 为您服务 你好   嗯 有 的 今天 最后 一天 啊   办 的话 这个 是 需要 您 自助 办理 的 您 要 登录 上海 移动 微信 营业厅 或者 呃 我 看 一下 啊 这个 我们 是 没有 办法 办 的   嗯 他 是 要 登录 手机 掌上 营业厅 app 然后 呢 或者 上海 移动 微厅 微信 公众 号 您 您 要 不微 信办 或者 掌上 营业厅 办 都 可以
您好 请 讲   嗯 您 来电 的 号码 不是 上海 的 您 我 这边 要 帮 您 转回 当地 幺 零零 八六 咨询   恩 如果 转接 失败 请 重新 拨打 零六 六零 幺 零零 八六 请稍等
您好 很 高兴 为您服务   这 应该 是 您 原来 有 办理 集团 业务 它 有 这个 月租 优惠 的 一个   每个 月 两块钱 的   就 带 那 您 以前 开通 其他 业务 月租 有个 优惠 的
您好 很 高兴 为您服务   您 这个 套餐 每个 月 的话 流量 是 有 有 一个 g 的   流量 您 是 两个 g 的 流量 每个 月 两个 g 两个 然后 活动 还 送 您 两个 g 的 本地 流量 和 一个 g 夜间 流量   有 啊 现在 有 活动 的 呀 流量 的话 对 现在 的话 如果 您 可以 根据 您 的 套餐 可以 订 一个 任 我 翻 的 活动 就 如果 您 在 您 流量 不扣 可以 再 加 可以 再加 给 您 再加 三十块 钱 可以 再 给 您 三个 g
您好 很 高兴 为您服务   您 这个 套餐 每个 月 的话 流量 是 有 有 一个 g 的   流量 您 是 两个 g 的 流量 每个 月 两个 g 两个 然后 活动 还 送 您 两个 g 的 本地 流量 和 一个 g 夜间 流量   有 啊 现在 有 活动 的 呀 流量 的话 对 现在 的话 如果 您 可以 根据 您 的 套餐 可以 订 一个 任 我 翻 的 活动 就 如果 您 在 您 流量 不扣 可以 再 加 可以 再加 给 您 再加 三十块 钱 可以 再 给 您 三个 g
您好 很 高兴 为您服务   这个 月 还是 以后 每个 月 都 要   就 一个月 还是 以后 每个 月 都 要   那 您 现在 这个 是 嗯 四 g 商旅 套餐 八十八 元 的 是 已经 下线 了 一旦 取消 以后 就 办理 不了
您好 很 高兴 为您服务   嗯 流量 都 可以 扩容 的 根据 短信 来 回复 就 流量 增加 一些 费用 不变   对   好 您 会 收到 短信 就 可以 了 不 客气 的 还有 什么 帮 您 的 吗
您好 请 讲 您好   怎么 会 欠 八块 最低 的 就 十八块 的 飞享 套餐 或者 恩对   呃 打 长途 和 市话 长途 漫游 都 是 统一 资费 都 是 一毛 九 一分钟   在 他
它 是 这样 的 它 是 两个 g 全国 流量 另外 就是   送 两个 g 本地 呃 送 两个 全国 流量 而且 他 是 要 呃 就是 您 原先 流量 是 小于 这个 一个 g 的 版本 才 可以 送 然后 我 看 一下 您 本月 是 办 了 两个 g 的 版本 所以 这个 送 两个 g 就 不能 送 了   对 的 它 针对 原先 是 小于 两个 g 的 唉 您 稍 等 啊 噢 对 您 这个 版本 可以 送 的 只不过 就是说 他 现在 这个 赠送 两个 g 没有 帮 您 开 进来 可能 昨天 明天 会 送进来 就 从 下个月 开始 送 一直 送到 明年 六月   恩是 cmcc 流量 不是 普通 的 数据 流量
高兴 为您服务   恩   因为 您 的 手机 没有 跟 我们 要 要求 开 过 电子 发票 啊 女士 所以 说 您 的 手机 是 不会 收到 我们 的 任何 电子 发票 服务 的   但是 女士 我 我 看到 他 没有 帮 您 开通 那个 就是 电子 发票 的 服务 我 现在 帮 您 订购 吧 您 手机 服务 密码 知道 吗
您好 请 讲 您好   嗯 嗯 好 的 帮 您 看 一下 啊 请稍等 感谢您 耐心 等待 现在 亲情 号码 里面 有 四个 副 号码 是 的   好 的 本机 密码 知道 吗 六位数 的   嗯 请 您 根据 语音 提示 输入 密码 您好 密码 正确 然后 您 的 机主 名字 报 一下
您好 很 高兴 为您服务   对   因为 我要 通话时间 都 在 多一点 那 您 可以 开 九十八 五百 分钟 一 百兆 流量 的 八十八 还有 一款 是 三百 分钟 五百 兆 流量 呢 可以 开 这个   九十八 五百 分钟 一 百兆
您好 很 高兴 服务   您好 请 讲   每个 月 扣 您 五块 钱 是 吗 我 这边 给 您 查询 一下 噢 感谢您 耐心 等待 这边 显示 是 一个 微 加精选 包 但是 好像 是 之前 是 有 返还 给 您 并 没有 扣 您 实际 费用 的   我 这边 给 您 查询 查询 一下 返还 记录
您好 很 高兴 为您服务   呃 对 三 g 还 另外 送 三 g 送到 明年 六月 充值 月份 开始 送 就 帮 您 办理 一下 吧   啊 免费 的 请 报下 您 的 名字   下 月 开始 送 啊 详细 的 内容 发给您 再 看 一下 超出 流量 两毛九一兆 八月份 这个 月 流量 月底 要 清零 的
您好 很 高兴 服务   是 国内 还是 国际 呀   国内 的话 您 现在 全国 接听 都 是 免费 啊 打 国内 电话 一毛 九 一分钟 中国 大陆 都 同意 加 没有 漫游费 了 不 需要 再包 了
您好 请 讲   呃 宽带 费用 每个 月 收取 二十块   错 您 说 的 是不是 您 这个 手机 业务 啊   噢 您 说 的 是不是 那个 魔百盒 呀 就 那个 互联网 机顶盒 因为 您 办 的 是 承诺 消费 送 宽带 的 活动 宽带 是 不用 付费 的 而且 您 这边 装魔百盒 的话 现在 也 不用 收费 的
您好 很 高兴 为您服务   呃 本地 流量 只能 在 上海 本地 使用 的 噢 然后 国内 的 流量 在 国内 也 可以 用 在 都 可以 用 的   就算   要 不 你 把 一百块 钱
您好 很 高兴 服务   你好   短信 包月 有 十块钱 两百 条 二十块 钱 四百条 三十块 钱 六百 条 三种   对
开通 国际漫游 就 可以 了   没有 功能 费 的 只有 使用费 不 使用 也 是 不收 的 再订 那 他 不会 产生 任何 资费   呃 在 澳门 那边 上网 呢 就 三块 钱三兆 这 样子 不 使用 不 收费 使用 最多 就 三十块 钱 一天 无限 流量 的 打电话 就是 他 说 要 提醒 啊 您 说   对 它 这 三十块 钱 一天 就是 您 到 那边 不用 它 不 收用 的话 是 三块 钱三兆 这 样子 如果 没有 用到 三十 pos 机用 多少 收收 多少 如果 当天 费用 累积到 三十 的 费用 就 帮 您 订 了 当天 流量 不 封顶 无限 用 的 就 最 多 三十块 钱 一天
您好 很 高兴 为您服务   您好 请 说   无限 用 的 吗 无限 用 的话 您 说 的 是 开 一个 套餐 开通 套餐 里 面包 的 流量 吗   有 一个 两百 三十八 的 里面 有 五百 分钟 通话 两个 g 流量 嗯 那个 流量 不限 的 然后 但是 您 这个 号码 上 有 个 合约 的 有 合约 的话 不能 办 那个 业务 的
为您服务   嗯 是 您 公司 这边 需要 办理 短号 业务 是 吧   嗯 短号 业务 办理 具体 这个 营业 您 那个 客户经理 那边 为准 的 您 是 现在 公司 需要 办中 的 短号 群组 是不是 啊   办 短号 的 我们 可以 帮 您 判断 到 客户经理 让 他 联系 你 你 他 那边 为准
您好 很 高兴 为您服务   什么 呢   能 听到 能 听到   六个 g 流量
您好 很 高兴 为您服务   流量   恩 流量 包 的话 它 有 三天 五天 七天 的 一天 的 那种 是 六十   两百 九十八
您好 很 高兴 为您服务   你们 是 嗯 喂 本 机号码 办理 对 吗   本 机 不是 上海 的 啊 我 帮 您 转回 当地 幺 零零 八六 如果 转接 失败 请 重新 拨 零 四三三 幺 零零 八六 请稍等
您好 请 讲 唉 你好   那 您 目前 的话 是 在 外地 还是 在 上海 用   上海 的话 下个月 已经 参加 一个 活动 嘛 每月 免费 赠送 两 g 的 本地 流量 还有 一个 g 的 夜间 流量 等 于是 五个 g 还 不够 是 吧   有 他 活动 已经 办好 了 呀 下 月 开始 自动 帮 您 充 了 送到 一 八年 的 六月份 等 于是 一年 的
您好 很 高兴 为您服务   喂 你   到 香港 那 您 要 开 国际漫游 啊 开通 国际漫游 这种 对 就 按照 国际漫游 资费 走网 有 费用 的 呀 九 毛 九 一分钟 了 转接 电话 接电话 一个 除非 对 您 也 可以 开 一个 畅听 日 套餐 就 在 香港 那边 使用 接听 就 免费 了 每天 有 两块 九 的 功能 费要 支付 的   不 显示 其它 是 什么 意思
您好 很 高兴 为您服务   您好   嗯 嗯   是
您好 很 高兴 为您服务   流量 多一点 的 嗯 就 发给您 看 一下 对 吧   多一点 的 我 看 一下 啊 大概 加多少 呢 一百多 兆 够不够   有 一个 是 一百三十 一兆 的 七块 九毛二 可以 吗
您好 很 高兴 为您服务   嗯 嗯 对 呀 就是 改成 自选 套餐 流量 您 之前 是 一个 g 嘛 然后 现在 改到 呃 两个 g 然后 再 送 两个 g 送到 明年 六月 十号 不 对 也 就是 一个 g 的 噢 那 就 只能 用到 两个 g 另外 两个 g 不能 送能 享受 两个 g 今日 免费 用 呃 如果 您 之前 的 流量 是 小于 一个 g 的 嗯 然后 再办 一个 g 的话 可以 想 再 办 一个 五十元 这 一档 的话 可以 享受 两 g 送 两 g 你 之前 那个 套餐 本来 就是 五十元 这 一档   好 的 它 上面 的 规则 是 就 您 基本 套餐 的 那个 条件 看 一下 所以 这个 条件 是 小于 一个 g 的 办 两个 办 一个 办 那个 五十元 的话   银行卡 不是 您 是 飞享 套餐 要 改成 自选 的
很 高兴 为您服务   可以 啊 可以 充值 发票 呢   这方面 和 一些 方案 不能 重复 开 的 您 是 要 开 的话 比方说 你 今天 充了 五百块 钱 你 跟 我们 说 您 要 开 这个 票 打 过来 我们 发给您 邮箱 就 可以 了 自己 去 的 我 帮 您 电子版 的   不能 重复 开 的 您 重复 开 的话 就 本月 开始 报修 了 两次 了 这个 不行 了 怎么 开 一种
您好 很 高兴 为您服务   我 是 个人 的 是 吧 您 是 个人用户 是 吧
您好 很 高兴 为您服务   呃 套餐 时间 他 都 是 跟 个人 资费 一样 的 没有 区别 一样 的   对 如果 您 要 改 那个 通话时间 和 流量 比较 高 那 您 只能 把 你 现在 这个 套餐 改 大 一点 在 大都会 改 多少 呢 我 稍后 把 那个 个人 套餐 的 资费 介绍 发送到 您 手机 您 可以 看 一下 关系 但是 如果 你 要 办理 的话 您 要 提供 您 手机 的 服务 密码 密码 不 知道 要 提供 公司 的 名称 和 登记 的 证件号码   就是 今天 晚上 十一点 之前 可以 致电 我们 帮 您 改 下个月 生效 连接 谢谢 谢谢 那 我 发给您 看 一下 有 几个 档次
好 很 高兴 为您服务   噢 你 说 移动 打 您 电话 有 改 套餐 是不是 真的 是 吧   您 看到 的 东西 是 哪里 显示 的 他 打电话 过来 有 显示 这个 我 再 发 发给   但 您 短信 上面 有 吗 我 看 一下 短信 是 是 先生 您 先 说 我 打电话 给 您 是 真的 还是 打 他 有 短信 给 您 稍 等 四到 幺 零零 八六 发达
您好 高兴 为您服务   啊 开通 漫游 的话 就是 首先 它 国际漫游 功能 费是 没有 了 说 哪里 使用 的话 在 当地 打 回大陆 接听 拨打 过 电话 都 是 九 毛 九 一分钟 然后 上网 的话 流量 是 三块 钱三兆 的 一天 如果 话 那个 流量 费用 满 三十块 钱 的话 当天 流量 上网 方面 呢 最多扣 您 三十块 一天 另外 还有 那种 包天 的 套餐 比如说 三天 五天 七天 的 包 流量 套餐 也 有 的   十天 的话 是 一百一十 八七 天是 一百五十 八   听 不 清楚 后面 那边 是 可以 累积 吗
您好 很 高兴 为您服务   您 说   增值 业务费 这边 看到 您 目前 是 有 一个 工商 手机 报 然后 的话 您 的 月租费 十八块 钱 然后 出口 彩铃 取消 手机 你 信报 然后 那个 彩铃彩铃 然后 是 这 几个 因为 您 不 需要 我 可以 给 您 取消 掉   嗯 很 抱歉 那 这个 工作人员 手机 报 事项 你 是 手机 报 然后 顾客 彩铃 还有 彩铃 都 给 您 取消 掉 是 吧
您好 很 高兴 为您服务   流量 扩容 的 就 套餐 里 本身 是 一百元 三 g 的 现在 改 到 我们 寄 了 然后 现在 办理 还是 另外 再 送 您 五个 g 送到 明年 六月份 就 您 回 短信 就 可以 申请 了   嗯 也 可以 啊 那 就 帮 您 办好 转接 报下 姓名   啊 这个 您 之前 有 一个 那个 送 本地 夜间 流量 那个 活动 这个 活动 自动 会 关闭 的 那个 活动 不能 同时 参加 好 吧 好 的 然后 这个 月 流量 如果 没有用完 的话 八月份 流量 月底 会 清零 的
为您服务   那 其他 的话 就是说 另外 送 流量 呢 之前 两个 流量 是 七十块 两 g 的 现在 升 到 七十块 三 g 再 送 三 g 的 国内 流量 送到 明年 六月份 就 需要 回 那个 短信 申请 一下 就 可以 了   不用   嗯 回复 上面 短信 就 可以 了 或者 是 短信 代码 告诉您 自己 验证 代码 回 也 可以 您 收到 短信 那个 就 发给您 了 吗
您好 很 高兴 为您服务   呃 移动 套餐 您 是 要 咨询 哪个 套餐 号码 的 是 本机 还是 其他 号码   呃 办 新 的 号码 新 的 号码 的话 我们 最低 八块 十八块 二八 三八 四 八五八 都 有 的 祝您 发票 吗   八块 现在 都 是 全球通 的 没有 神州行 了 您 要 多少 打 八块 的
您好 很 高兴 为您服务   有 十块钱 一 百兆 二十块 三百 兆 三十块 五百 兆 都 有 你 要 开 多少 钱 的   没有 的   飞 享有 的 呀 您 可以 选 一个 五十八 但是 用 完 它 是 一百 分钟 通话 流量 五百 兆 五十八 一个月
您好 很 高兴 为您服务   嗯   才能 告诉 你 了   嗯 嗯
您好 很 高兴 为您服务   有 什么 可以 帮 您 女士   对   呃 您 号码 的 月租费 的话 呢 是 要 在 月初 的 时候 一次性 扣除 下来 的 然后 我 这边 看到 当月 是 对 当月 是 月初 的 时候 一次性 把 您 这个 一百零八 块钱 的 月租费 扣下来 了 的 您 没有 什么 额外 的 消费 然后 的话 呢 这边 八月 四号 也 就是 打 三点 三十 三分 有 给 您 发送 过 一条 短信 说 您 当前 的话 呢 是 累积 现在 北京 九分 钱 您 把 这个 九分 钱 交清 之后 就 可以 使用 了
您好 很 高兴 服务   可以 要 怎么 换 女士   就是 通话时间 有 要求 吗   那 您 可以 办理 另外 一个 版本 八十八 块 一个月 送 五十分钟 国内 主叫 超出 一毛 九 一分钟 流量 两个 g 的 全国 接听 免费 的
为您服务   啊 对 是 数据 流量   国内 的   早晚 流量 包 高峰 流量 包
您好 很 高兴 分   还要 咨询 什么 问题 呢 先生   您好   今天 是 给 您 打过 电话 是 给 您 推荐 推荐 套餐 呢
您 服务   请 说   哎 通话时间 加送 啊 两百 分钟 还是 你 说 应该 是 一个 呃 语音 大放送 的 活动 就是 您 看 您 之前 的 套餐 如果 是 像 那种 神州行 啊 动感地带 那个 三十 套 三 g 套餐 第一次 升四 g 套餐 的 时候 是 可以 送 的 您 现在 套餐 本来 就是 这个 套餐 四 g 套餐 了 吗 所以 不能 上   就是 不能 算 呀 你 看 套餐 是 多少 就 按照 你 开 的 套餐 来算 不能 加送 的
您好 很 高兴 服务   再见 嗯 您好   这 一档 呀 五百 分钟 一个 g 啊   对 啊
很 高兴 为您服务   嗯 嗯   对   对 是 的
高兴 为您服务   宽带 我们 这边 就是 都 是 有线 的 宽带 就 家里 有 安装 设备 上 您 讲   就   噢 这个 看 您 这边 的 地址 你 可以 把 地址 报 一下 查 一下 有没有 线
您好 很 高兴 服务   套餐 对 吧   就 可以 额外 加个 短信 包 那 您 一个月 需要 多少 通话时间 多少 流量   这个 要 看 您 个人 需求 您 需要 多少 通话时间 或者 多少 流量 多少 短信 可以 帮 您 主线 一个 套餐
您好 请 讲   有 的 但是 您 现在 改不了 您 现在 有 一个 资费 签约 五十八 元档 的 是 要 到 一 八年 的 七月 底 结束 您 现在 必须 套餐 要 五十八 或 五十八 以上   对 是 的 嗯   您 现在 只能 改 五十八 元 以上 五十八 元 以上 可以 改 的 如果 您 要 改 的话 本月 月底 啊 本月 流量 会 清零
您好 很 高兴 为您服务 你好   登记 流量 套餐 您 现在 的话 是 一个 这个 月 是 没有 套餐 现在 是 一个 五十八 的 一 百兆 流量 国内 主叫 一毛 九 一分钟 对   哦 对 五十八 一 百兆 流量 不是 一百 分钟 通话 五百 兆 流量   国内 的 呀 它 不 可能 的 呀 国内 流量
您好 兴 为您服务   什么 四 g 流量   八块钱 那个 您 要 加是 吧   密码 知道 吗
您好 很 高兴 为您服务   你好 请 讲 应该 这 这个   您 在 说 什么 我 没 听到 您 在 说 什么 试试 啊 您 在 哪里 看到 的 什么 关注 什么 东西 流量 在 哪里 看到 的 呢   我 没有 看到 有 这个 信息 你 给 我 五块 人家 通电话 蛮 多 的 不用 去 理会 他 好 吧 你 好听 得到 吗
您好 很 高兴 为您服务   对   没有 十块钱 是 您 说 一个 十块钱 一个 g 的 十一点 三 g 吧 就 现在 我们 有 一个 活动 任 我 翻 的 就 在 您 这个 套餐 基础 上 再加 十块钱 可以 给 一点 三 g 是 指 这个 吗   一千三百 兆 啊
对 吧   十块钱 你 就 当月 用 对 吧 现在 没有 正好 十块钱 的 一个 九块 两毛 四 的   现在 没有 正好 十块钱 的 有 一个 九块 两毛 四 的 然后 流量 的话 是 一百六十 一兆 可以 吗   现在 流量 包 十块钱 一 百兆 二十元 三百 兆
服务 喂 您好 请 说   每个 月 送 七百 兆 流量 呢 二
您好 很 高兴 服务   好加 流量 有 一个 加 二十块 钱加 两个 g 的 流量 全国 通用 的 需要 帮 您 加 一个 吗   二十块 两个 g 月底 清零 到 这个 月底 清零 是 吧 对   在
密码 您好 很 高兴 服务   就是   它   您 这个 号码 全国 无 漫游 的
高兴 为您服务 你好 喂 唉 你好   那 它 是 这样 的 是 一个 自选 套餐 它 是 一个 任 我 翻 呃 那个 那个 吵 他 从 流量 的 一个 活动 就是说 您 现在 是 一百二十八 套餐 里面 是 两个 g 的 就 七十块 钱 的 这个 流量 的 模组 是 两 g 的 对 吧 他 现在 那个 活动 呢 模组 是 可以 达到 三个 g 另外 再 送 您 三个 g 国内 流量 所以 总共 十六块 钱 嗯 要 干嘛 要 改 的 好 的 那 这边 跟 您 说 一下 如果 办 这个 您 的 流量 办好 了 活动 知道 了 因为 他 他 说 过去 的 流量 什么 办法 吗 就是 现在 不是 很 额外 加送 两个 g 本地 流量 吗 和 一个 g 夜间 流量 这个 活动 就 取消 了 它 那个 也 是 对 这 两个 活动 是 不能 同时 参加 的   从 下 月 开始   不是 您 现在 是 两个 g 的 本 国内 流量 套餐 里面 再 送 您 两个 g 本地 流量 和 一个 g 夜间 流量 啊
您好 很 高兴 服务   一 百兆 一 百兆 流量 您 那边 一 百兆 流量 超出 两毛九一兆 全国 接听 免费打 国内 电话 一毛 九 一分钟 您 要 改 这个 吗   没有 送   流量 不是
您好 很 高兴 服务   对   一点 周 还 没用 呢 一天 什么 收费 每天 最 多 三十块 上网   它 是 三块 钱包 三兆 你 当天 上网 流量 费用 达到 三十元 之后 再 使用 流量 不再 收费
您好 很 高兴 为您服务   免费 升级 高清 通话   哦哦哦 这边 我 帮 您 看看 它 是 边 的话 高清 通话 服务 他 这 是 免费 的 然后 免费 升级 高兴 话 是 发给您 短信 的 吗   五四 幺 他 只是 帮 您 是
您好 很 高兴 服务 你好 我 想 问   嗯 呃 我 在 那个 上海 移动   那个 东西 那个 那个 业务 对 吧 这边 不要 挂机 为了 更好 为 您 解决问题 我 将 您 的 电话 转 专席 处理 请稍等 啊 噢 好 的
您好 很 高兴 为您服务 您好   噢 对 我 能 看到 您 的 手机号码 的 先生 什么 问题 女士   噢 他 这个 的话 首先 是 这 样子 首先 的话 你 套餐 的话 要 改 的 就是 你 现在 的 集团 套餐 它 是 不能 用 的 然后 的话 它 是 那个 就是说 五十块 钱 本身 是 两个 g 赠送 两个 g 的 全国 通用 流量 赠送 三个 g 的 咪 咕 视频 本地 流量 这 就是 所谓 的 七个 g 而且 我们 赠送 的 那个 全国 通用 流量 它 只 送到 一 八年 的 六月份 就 不再 赠送 了   还有 两个 g 啊 就是 你 套餐 里面 的话 花 五十块 钱 两个 g 我 再 送 您 两个 g 这 不 就是 四个 g 嘛 还有 三个 g 就是 咪咕 视频 流量 这 就是 所谓 的 七个 g 加上 去
改了   跟 这个 飞享 套餐 哪个 合算 的 套餐 您 现在 下个月 改 的 是 一个 自选 套餐 是 一样 的 不选 那个 那个 飞享 套餐 比如说 它 里面 所有 东西   是 不能 改 的 那个   自由 搭配
您好 很 高兴 为您服务   对 这个 五十分钟 它 只能 在 上海 本地 拨打 国内 通话 然后 的话 出 了 上海 本地 这个 不能 用 他 是 送到 一 八年 的 六月份 结束   那么 就是 一毛 九 一个 九十分钟 里面 了 唉 对 的 对 的   如果 你 在 上海 本地 那么 算 在 这个 五十分钟 里面 除了 上海 本地 就是 一毛 九 一分钟
为您服务 你好 请 说   出去 的话 到时候 您 是 流量 方面 是 吧 去 哪个 国家 使用 呢   哪里 啊   你好
您好 兴 为您服务   流量 的话 现在 是 九块 钱三兆 的 九十块 钱 一天 五十 兆 封顶   九十块 钱 一天 五十 兆 封顶   噢
密码 您好 很 高兴 服务   就是   它   您 这个 号码 全国 无 漫游 的
您好 很 高兴 服务   您 是 哪个 号码 呀 我 帮 您 看 一下 您 先帮 我查 一下   客户 药物 服务 密码 知道 吗 女士   六位 数字 服务 密码 知道 吗
您好 很 高兴 为您服务   他 的 有 两 g 的 流量 是 在 上海 的 吗   没有 啦 你 这个 流量 在 上海 那 您 看 了 一个 本地 流量 它 是 活动 送 的 变更 套餐 里面 套餐 里面 流量 是 全国 的 就是 额外 加送   对 是 的 的 套餐 里面 是 两个 g 的 国内 流量 和 两个 就是 活动 再 送 你 两个 g 本地 流量 和 一个 g
您好 很 高兴 为您服务   移动 套餐   就是 用 这个 流量   日本 是 吧 日本 有个 一百四十 八块钱 包 七天 无线 上网 的
您好 很 高兴 为您服务   段   英国   为 您 开通 国际漫游 的 到 那边 上网
您好 很 高兴 服务   对 它 是 送 两百 分钟 的 一个 区级 通话时间 这个 时间 的话 可以 再 高清 通话 下面 打电话 也 可以 不用 打电话 都 可以   它 就是 高清 通话 呀 就是 您 手机 要 支持 高清 通话 功能 可以 高清 通话 打电话   流量 对 吧
哦   对 有 啊   五十分钟 通话 一个 g 的 流量 七十八 一百 分钟 通话 一个 g 的 流量   对
您好 很 高兴 为您服务   您 那个 专门 的 那个 视频 流量 的 就是 九块 钱 三个 g 或者 是 二十四块 钱 三十个 g 的 那种   可以 啊 一部 电话 也 就 几百 兆 呀 那个 他 是 按 天上 几个 这 几个 字 内容 肯定 不准   发票 通过 专门 客户端 来看 的 啊 有的是 腾讯 视频 的 有的是 优酷 视频 的 还有 什么 咕 视频 的 我
您好 很 高兴 服务   您好 请 讲   到 副 卡 对 吧 现在 副 卡 都 是 一张 姓名 号 就是 放在 主卡 当中 输入 就是 一个 一个 虚拟 号   嗯 嗯 对 就是 一个 新 的 号 比如说 你 一张 卡片 有 两个 号码
您好 很 高兴 服务   对 您 这个 全球 是 有 的 什么 你 这个 畅打 的 群组 有 啊 现在 什么 问题 呢   我 想 办 现在 已经 有 了 不能 再办 啦 也 就 说 几楼 已经 有 了 对 你 你 可以 知道 了 就 互打 免费 嘛 您 跟 群组 内 成员 上海 本地 互打 免费 你 这个 但是 别人 办 什么 先办 先加 你 了 之后 您 不能 再办 我 这个 号 一个 一点 唉 对   就 您 这个 号码 加 别的 号码 的话 您 首先 要 从 这个 钱 就 退出 来 您 自己 体验 套餐 时间 清楚 自己 当中
您好 刚 听 不到 您 声音 了 现在 回 拨给 您 呃 套餐 改 好 之后 就 本月 剩余 流量 到 这个 月底 会 自动 清零   本月 加 流量 的话 可以 加 一个 二十块 钱 有 两个 g 的 流量 喂   对 的   好 的 请问 您 呃 就是 确定 开 到 这个 月底 啊 对 下个月 就 自动 关闭 当月 用 不 掉 不能 累计 到 下个月
为您服务   没用 的话 下个月 改掉 了 套餐 里面 流量 查到 了 三个 g 然后 他 这边 有 活动 对会 流量 免费 赠送 您 三个 g 的 国内 流量 三 g 的 咪 咕 视频 定向 流量 这个 另外 加收 的话 都 是 送到 明年 六月份 呢   原来 是 两 g 送 两 g 的 本地 的   对 也 是 送到 明年 六月份 的 现在 改到 三 g 送 三 g 了
然后 您 那个 嗯   对 有 的 但是 您 这个 要 在 那个 网上 就是 移动 app 上面 订 的 我 这边 订 不了   您 套餐 里面 对 目前 是 一 千兆 呀   那个 是 下个月 开始 跟 这个 没有 关系 的 呀
您好 很 高兴 为您服务   唉 你好   嗯 嗯   嗯 嗯 好 的 我 看 一下 啊
您好 很 高兴 为您服务   比如说 您 打 给 别人 电话 然后 对方 电话 显示 另外 一个 公司 抬头 是 吧   就是 这个 号码 绑定 的 第三方 的 一个 软件 这样 您 在 网上 先 取消 那个 在 网上 进行 取消 的   您 什么 品牌手机 啊
高兴 为您服务 你好 喂 唉 你好   那 它 是 这样 的 是 一个 自选 套餐 它 是 一个 任 我 翻 呃 那个 那个 吵 他 从 流量 的 一个 活动 就是说 您 现在 是 一百二十八 套餐 里面 是 两个 g 的 就 七十块 钱 的 这个 流量 的 模组 是 两 g 的 对 吧 他 现在 那个 活动 呢 模组 是 可以 达到 三个 g 另外 再 送 您 三个 g 国内 流量 所以 总共 十六块 钱 嗯 要 干嘛 要 改 的 好 的 那 这边 跟 您 说 一下 如果 办 这个 您 的 流量 办好 了 活动 知道 了 因为 他 他 说 过去 的 流量 什么 办法 吗 就是 现在 不是 很 额外 加送 两个 g 本地 流量 吗 和 一个 g 夜间 流量 这个 活动 就 取消 了 它 那个 也 是 对 这 两个 活动 是 不能 同时 参加 的   从 下 月 开始   不是 您 现在 是 两个 g 的 本 国内 流量 套餐 里面 再 送 您 两个 g 本地 流量 和 一个 g 夜间 流量 啊
很 高兴 为您服务   哎 好 的 稍 等 啊 我 看 一下   我 看 一下 啊 您 是 通过 呃 是 上个月 交 的 还是 这个 月加 的   月 了 然后 我 看 一下 啊 对 确实 没有 幺 五 九零 幺 六 幺 九零 三 幺 是 吗
您好 很 高兴 为您服务   您 的 名字 报 一下 我查 一下   您 现在 积分 五零 八六 四千 一百七十 对 五十块 钱包 的   我 可以 把 兑换 话费 的 方式 给 您 发 过去 您 可以 对 一下 月 承诺 手机短信 给 到 您 的 嗯 谢谢 你 啊 好好 好 的 那 不 客气 感谢 来电 祝您 生活 愉快 再见
您好 很 高兴 服务   一 百兆 一 百兆 流量 您 那边 一 百兆 流量 超出 两毛九一兆 全国 接听 免费打 国内 电话 一毛 九 一分钟 您 要 改 这个 吗   没有 送   流量 不是
