一个 您好 请问 您 稍后 宽带 办理 还是 咨询 是 是 办理 我 做 的 是 幺 八八 的 套餐 原来 有 送 宽带 的 是 吗 哦   请问 好好 静安区 金 山路
您好 请 讲   嗯 叫 国际漫游 功能 在 台湾 才 有 信号 我 可以 帮 您 功能 先开 一个 噢 帮 我 功能 开通 是 吗 对 对 台湾 那边 国际漫游 功能 是 免费 的 这个 没关系 然后 台湾 那边 嗯 接听电话 拨打 我 中国 大陆 电话 九毛 九 一分钟 啊 我 可以 把 资费 发给您 看 一下 功能 我 先 帮 您 看 是 免费 的 专门 有 打电话 手机 电话 才 有 那个 扣费
您好 请 说   九块 钱 噢 这个 是 一个 那个 爱奇艺 的 视频 流量 您 要 下载 爱奇艺 的 软件 然后 在 软件 上 看到 自带 的 那个 视频 才能 用到 其他 您 就 用 不到 了
噢 你好 请 说   嗯 全国 流量 我 看 一下 恩
您好 请 讲 你好 你好   嗯 那 到 月底 的话 我 给 您 开 一个 按天 折算 的 吧 或者 您 如果 每个 月 流量 不够 用 您 开 一个 六十块 钱 六个 g 的 它 有效期 的话 有 一百八十 天 就是 比较 划算
您好 请 讲   是 的
您好 有 什么 可以 帮 您   嗯 嗯 我们 有 一个 家庭 有 一种 家庭网 的 套餐 它 是 三块 钱 的 月租费 然后 跟 对方 互 打电话 在 本地 有 三百 分钟 免费
嗯 嗯 高兴 您 服务   你好
您好 请 讲   嗯 可以 啊 像 我们 今天 开 包月 三十元 一 g 流量 的 噢 实际 扣费 只 扣 十二块 八毛 二 还有 四百 三十七 兆 它 这个 会 比较 划算 一点
高兴 服务   用 完 了
您好 有 什么 需要 帮助 的   呃 显示 的话 就是说 您 有 一个 夜间 夜间 流量 包 这个 是 晚上 的 十一
嗯 您好 兴 您 服务   新飞 享 五十八 它 是 提供 四百 分钟 的 通话 跟 三 g 的 流量
很 高兴 为您服务   最 便宜 的 流 办个 安心 包 就 十块 一 百兆 你 呃 十块钱 之内 用 多少 算 多少 啊 是 流量 安心 包
您好 请 讲   嗯 您 是 现在 流量 不够 的 时候 再 申请 是 吧
您好 很 高兴 为您服务   他办 七十九 开始 和 家庭 新 和 家庭 套餐
哎 您好 请 讲   您好 请 说 什么 可以 帮 您
您好 请 说   您 目前 已经 开 通过 一个 包月 流量 包 了 像 您 现在 这边 的话 如果 想 在 开通 流量 有 两个 可以 选择 一个 是 十元 钱 一 百兆 的 一个 是 六十元 六个 g 的
您好 请 讲 喂 你好 嗯   有
您好 很 高兴 为您服务   加油 包有 十块钱 一 百兆
您好 请 讲   新飞 享 三十八 的 目前 针对 是 三十八 以上 的 套餐 办理 有 这款 套餐
再见 你好 请问 有 什么 可以 帮 您   您 现在 是 月租费 八块钱 已经 是 最低 了 您 是 指想 改 套餐 里面 要 有 流量 赠送 的 吗
您好   嗯 请问 还有 什么 可以 帮到 您
您好 请 讲   那 您 嗯 您 别 担心 我们 就 开个 这个 流量 就是 有个 三十块 钱 一个 g 的 流量 那 今天 开通 了 不收 您 三十 就 收 您 十一块 八毛 四 流量 有 四百 零 四百 零三 兆
您好 很 高兴 为您服务   就 说 您 现在 宽带 不能 正常 使用 了 是 吗
你好 呃 请 说   呃 您 是 说 就 说 别人 打 您 电话 听到 的 这种 彩铃 是 吗
您好 请 讲   流量 套餐 现在 都 是 有 活动 然后 参加 会 比较 优惠 一些 有 一个 六十块 钱 六个 g 流量 然后 一百八十 天 的 有效期 六 g
您好 很 高兴 为您服务 您好   呃 有 现在 办理 的话 像 比如说 有 十元 一 百兆 或者 多一些 的话 是 六十六 g 都 有 一百八十 天 内 使用 两种
嗯 您好 请 说   呃 您 现在 用 的 下个月 改 的 是 幺 八八 那 您 是 说 想要 更 低 的 还是 更 高 的
你好 什么 帮到 您   哎 您好 请 说
您好 请 讲 啊 喂 你好 你好   取消 掉 吗
再见 嗯 你好 请 讲   嗯 你 是 说 当前 这个 流量 不够 您 用 是 这样 吗 另外 再办 一个 方面 的 补充 包
诶 您好   你好
您好 很 高兴 为您服务   包括 的 是 吧 十八块 钱 的 一 百兆 流量 国内 主叫 一毛 九 一分钟 全国 接听
您好 很 高兴 为您服务   对 就是 改 套餐 对 吗 他 就是说 同样 还是 一百 分钟 那 流量 呢 就是 五十元 两个 g 额外 再 送 您 两个 g 的 国内 流量 三个 g 咪咕 视频 定向 流量 送到 明年 六月 底 结束 那 您 需要 改 吗
您好 很 高兴 服务   套餐 对 吗
您好 很 高兴 为您服务   对 您 现在 就是 一个五十 八块钱 套餐 一百 分钟 通话 五百 兆 的 一个 上网 流量
您好 很 高兴 服务   嗯
您好 很 高兴 为您服务 您好   您 说
您好 很 高兴 为您服务 喂   就是说 从二零一 七年 九月 一号 开始 以后
您好 很 高兴 服务   什么 业务 对 吧
您好 很 高兴 为您服务   呃 就是 包含 有 三百 分钟 通话 时 长 另外 加 一个 g 的 流量 一个 g 的 全国 流量 然后 我们 另外 是 送 您 一个 g 的 本地 流量 再 送 一个 g 的 夜间 流量
要 不 您 可以 换 一个五十 八块钱 套餐 打电话 是 一毛 九 一分钟 流量 是 两个 g 再 送 两个 g 的 流量 送到 一 八年 六月 三十 号 总共 一个月 是 有 四个 g 的   对
您好 很 高兴 为您服务   十块钱 一 百兆 的
里面 的话 它 现在 目前 每个 月 是 一个 g 的 如果 您 不够 的话 可以 改 到 七百 兆 呀 五佰兆 三百 兆 等等   对 是 的
您好 很 高兴 为您服务   福建 的 流量 请稍等 我 看 一下 我 觉得 呃 像 您 现在 是 我定 的 是 五十块 一个 g 的 嘛 您 可以 多加 二十块 钱 多 两个 g 的 流量 二十块 钱 两个 g
您好 很 高兴 为您服务 好 的   唉 你好
很 高兴 为您服务   套餐 套餐 现在 一百三十八 飞享 套餐 需要 改 吗
每个 月 增加 两个 g   嗯 对 是 的
您好 很 高兴 为您服务   超出 之后 当时 在 上海 移动 流量 就是 按照 这个 叠加 的 如果 到 外地 用 流量 的话 就是 五毛 九一兆 计算 用 多少 扣 多少
您好 很 高兴 服务   流量 卡有 的 今天 上网 要 办 上网卡 吗
很 高兴 为您服务   您好
您好 兴 您 服务 您好   您好
您好 很 高兴 为您服务   它 现在 就是 呃 通话时间 还是 一百 分钟 流量 变成 两个 g 额外 再 送 两个 g 的 流量 送到 明年 六月 底 结束
您好 兴 为您服务   二十元 流量 包对 吧 流量 包 当月 加 的话 就 十元 一 百兆 二十元 二百 兆
很 高兴 为您服务   嗯 这里 是 上海 呢
您好 很 高兴 为您服务   呃 您 现在 本 机号码
您好 很 高兴 为您服务   唉
国内 中国 大陆 到 哪里 都 一样 呀 全国 接听 免费打 国内 电话 一毛 九 一分钟 跟 在 上海 一样   没有 漫游费
您好 兴 您 服务 您好   好 吧 目前 看 一下 请 稍等一下 那么 按照 目前 的话 它 是 在 活动 期间 之内 呢 就是说 您 通过 我们 的 指定 的 这个 渠道 然后 参加 这个 上面 先生 专享 一个 另外 一个 金额 呃 然后 以 以后 一个 号码 活动 是 免费送 然后 在线 的话 您 可以 选择 这个 幺 八八 的 这个 号段 就是 他 限量 这个 公寓 然后 之后 的话 拿到 卡 之后 进行 实名制 登记 好 之后 就 可以 进行 参加 这个 活动 然后 获赠 一个 价值 三千元 这个 信息 礼包 那么 按照 目前 的话 我们 这边 它 只是 限制 年龄 是 在 十六点 二 十四周岁 的 客户 参加
高兴 为您服务   十块钱 一个 g 就是 上午 七到 十点 晚上 五点 到 八点 使用 的 流量 在 上海 用 的 每月 扣 十块钱 给 您 一个 g
您好 很 高兴 为您服务   对 我 没有 新寸
您好 很 高兴 为您服务   半年 包 流量 套餐
为您服务   咪咕 什么 二十四 你 说 那个 咪咕 视频 流量 吗
对 那 我 从 五十分钟 通话 两个 g 的 流量 八十八 一个月   对
节日 好 很 高兴 为您服务   你 把 这边 详细 的 门牌 地址 东西 啊 我 帮 您 查 一下
为您服务   嗯 嗯 好 的 这个 月 大概 还 需要 多少 流量
一个 十块钱 一个月 对 与 复杂 你 主卡 当中 就 一个 卡有 两个 号 那 其中 有 一个 师傅 呃续 一号   钱 在 他 他 这个 手机 上用
您好 很 高兴 服务   手机号
您好 很 高兴 为您服务   八十八 的 月租 我们 现在 八十八 元 套餐 的话 有 四 g 飞享 它 里面 有 两百 二十分钟 七百 兆 流量 还有 一种 是 就是 流量 多 的 打电话 分钟 数少 的 那种
您好 很 高兴 为 您们   您 要 开 什么 流量
什么 业务 啊   平板 好 知道 什么 等 一下 新版 流量 至尊 包 就是 一个 业务 它 有 办理 条件 办理 条件 是 这个 号码 还办 不了 因为 已经 不 符合 这个 话 这个 号码 条件 是 不能 有 签约 的 活动 您 有 一个 最低 消费 的 活动 有 这个 暂时 办 不了 的
您好 很 高兴 为您服务   打电话 不是 微信 不是 qq 嗯
您好 很 高兴 为您服务 您好   您 要 临时性 用 还是 说 是 以后 每个 月 都 要 用
挂机 您 拨打 的 电话 您好 可以 听到 吗   安心 包 就是 一个 基本功能 呃 套餐 以外 的话 如果 超出 的话 按照 十元 一 百兆 六十块 钱 给 计算 的 不用 是 不 收费 的
您好 很 高兴 为您服务   您好 有 什么 可以 帮 您
好 很 高兴 为您服务   流量 套餐 您 现在 这个 这个 就 可以 啊 应该 是 五十八 的 飞享 套餐 然后 加 了 一个 二十块 钱任 我 翻 的 活动 有 一点 五 g
您好 很 高兴 为您服务   就是 改 一下 流量 包是 吧 可以 啊 可以 听到 您 要 知道 多少 现在 是 五百 兆 现在 明明 打有 七百 兆 还有 一个 g
很 高兴 为您服务   噢 预付费 的话 就是 以 充值 方式 付费 的 后费 就 先用 然后 再付 的 先先 我 这边 看 您 原来 号码 是 新 扣费 啊 意思 也 就 跟 您 原来 为什么 一个 有 充值 付费 的 呀 扣费 您 自己 长途 故障 形式 来 对 的
您好 很 高兴 为您服务 呃 我 看   呃 五元 的 流量 可选包 吗
您好 很 高兴 为您服务   您 现在 这个 号码 是 有 哪些 套餐 是 吧
您好 很 高兴 为您服务   这个 号码 对 吧
为您服务   五 g 的话 是 您 手机 要 改 那个 四 g 自选 套餐 要 做 一下 升级 的 升级 的话 参加 那些 四 g 推出 来 的 超 g 大 狂欢 活动 然后 他会 赠送 相应 的 流量
您好 很 高兴 为您服务   嗯
您好 很 高兴 为您服务   嗯 套餐 您 现在 的话 是 一个 五十块 钱 四 g 流量 卡 您 要 什么 需要 什么样 的 套餐
服务   就是说 下 一个 软件 这个 软件 咪咕 视频 从咪咕 视频 进去 看 视频 可以 抵扣 的 每月 三个 g 送 的 送到 一 八年 六月份
很 高兴 为您服务   流量 多一点 你 要 不 选择 五十块 套餐 现在 流量 两个 g 打电话 两毛 一分钟
您好 很 高兴 为您服务   我 想 请问 一下 有 什么 十块 打电话 的 那种 业务 好 的 打电话 的 您 现在 是 八十八 两百 二十分钟 七百 兆 流量 啊
您好 很 高兴 为您服务   可以 打电话 你 要是 流量 多一点 还是 什么
您好 很 高兴 为您服务   嗯 是 五十八 的 自选 套餐 十八 的 是 二百 二十分钟 和 一 百兆 流量
您好 上海 移动 客服 代表 工号 幺 零六 五九 唉 你好   您 这个 手机号码 的话 用 的 是 九十 八块钱 月租费 套餐
很 高兴 为您服务   不 限 流量 的 没有 都 是 有 流量 限制 呢 嗯 没有 封顶 的
为您服务   或者 的话 是 手机 上面 本身 自带 一些 功能 像 有些 上下 您 手机 上 都 有 那 不是 我们 这边 开通 的
您好 很 高兴 为您服务   它
您好 很 高兴 为您服务   加拿大 电话 是 吧 请 稍等一下 噢 您好 先生 感谢您 的 耐心 等待 那 我 这边 帮 您 看 了 一下 就 现在 拨打 加拿大 的话 您 就是 直接 拨打 直接 拨打 的话 他 按照 这个 四毛 九 每分钟 来 计算
您好 很 高兴 为您服务   宽带 是 吧 嗯 我们 最低 二十 兆 最高 两 百兆 您 是 什么 地方 要装 呢 我 帮 您 看 一下 这种 情况
您好 很 高兴 为您服务   我 想想
您好 很 高兴 为您服务 您好   那 那个 是 在 套餐 基础 上 叠加 的 然后 那个 是 本地 流量 您 要 临时 加 的话 是 三十块 一 千兆 的 您 要 办 吗 三十块 一 千兆
很 高兴 为您服务   嗯 嗯 九块 钱 的 没有 给 那个 就是 对 您 有 那个 二 您 是 在 上海 用 还是 在 外地 用
您好 很 高兴 为您服务   最低 消费 十八块 钱 一个月 是 吧
您好 兴 为您服务   稍 等 您 好像 什么 不好意思
您好 很 高兴 为您服务   您 通话 够 吗 了 就是 流量 不够 吗
您好 请 讲   什么 套餐 不好意思 麻烦 您 重复 一遍
您好 很 高兴 为您服务   能 用
您好 很 高兴 服务   是 收 您 五百 分钟 通话 五百 兆 流量 呢
您好 兴 您 服务 您好   就 这个 月 嗯 是 以后 都 要 多一点 呢 还是 说 只是 这个 月 临时 加一点
您好 兴 您 服务 您好   你好
您好 很 高兴 服务   你好
您好 很 高兴 为您服务   那 是 任 我 看 视频 流量 包
您好 很 高兴 为您服务   呃 它 是 这样 先生 到 美国 去 您 要 开通 就是 到 国外 还要 到 然后 他 就要 开通 国际 港澳台 漫游 然后 他 给 我 同一 国家 资费 情况 不要 有些 国家 有 那个 呃 流量 收费 封顶 的 就 比如说 您 到 美国 去 美国 是 开通 国际漫游 之后 这 三块 钱包 三兆 每天 封顶 金额 是 三十元 就 一天 最 多只 收 您 三十 流量 是 无限量 的 然后 的话 它 另外 如果 您 说 每天 都 用分 分钟 流量 你 到时候 可以 另外 办 一个 呃 美美 北美 多 国 流量 包 还有 七十八 块 钱包 三天 一百二十八 包 五天 一百六十 八包 七天 的 这 是 另外 办 了 那 您 看 一下 是不是 要 先 开通 国际漫游 然后 你 在 那个 工 那个 北美 多 国 流量 包 的话 你 要 看 他 你们 才 办
您好 很 高兴 为您服务   嗯 嗯 就是 这个 月 的话 加 呃 大概 还 需要 多少 呀 有 七十 兆 的 还有 一百多 兆 的 两 百兆 的 两百多 兆 七百 兆 的
您好 很 高兴 为您服务   呃 当月 的话 您 可以 呃 您 已经 加 过 一个二十 一点 五 g 的 呃 然后 之后 就 只能 在 按天 折算 的 流量 可选包 了
好 很 高兴 为您服务 唉 你好   是 说 想要 办过 移动 宽带 吗 还是 已经 办好 移动 宽带 了
您好 兴 为您服务   呃 是 当月 使用 了 吗 还是 下 月 开始 使用 呢
很 高兴 为您服务   帮 您 说 的 是 哪里 办 的 套餐
高兴 为您服务   五十元 两 g 那 您 要 换 月租 的 了 您 要 把 您 十六元 的 套餐 取消 掉
您好 很 高兴 为您服务   过来 帮 您 转接 到 宽带 专席 您 问 一下
您好 很 高兴 为您服务   套餐 的
您好 兴 为您服务 您好   您好
卡放 家里 找 找 毛病 用 身份证 名下 二十 喂 你好   您好 您好 您 说 是 这样 的 你们 移动 公司 开个 小 王卡 那个 呃 那个 小小 小模 卡 是 怎么 推出 的 呢 编辑 只想 办 这个 小卡 的 套餐 是 吗 就是说 我 我 以前 也 是 移动用户
您好 兴 您 服务 您好   请 稍等一下 呃 噢 那 目前 的话 您 这边 订 的 是 那个 腾讯 视频 达到 三十个 g 的
您好 请 讲   套餐 更改
您好 很 高兴 为您服务   您好
您好 很 高兴 为您服务   这个 来电 的 号码 套餐 对 吧 我 看 一下 啊 对 对 对 对 对 对 对 这个 来电 号码 是 这样 的 小姐 您 现在 用 的 是 那个 集团 优惠 比较 套餐 基本 月租 是 三十块 钱
您 是 一个 十八元 的 四 g 飞享 套餐 包含 一 百兆 的 流量 打电话 一毛 九 一分钟 接听 免费   在 系统 的
您好 很 高兴 为您服务   唉 您 说
高兴 您 服务   十八块 吗
您好 很 高兴 为您服务   流量 当月 使用 了 对 吧
您好 很 高兴 为您服务   对
您好 很 高兴 为您服务   那个 有 是 有 但是 用户 套餐 流量 需要 一百元 以上 套餐 才能
您好 兴 为您服务 您好   为 您 申请
好 很 高兴 为您服务   这样 就是 您 的话 可以 是 申请 一个 免费 的 流量 就 发短信 北 诶 这 三个 发送到 幺 零零 八六 然后 根据 回复 给 您 的 短信 确认 一下 那 本月 可以 免费 领取 三个 g 的 上海 本地 流量 用到 本月 月底 就 只能 是 在 上海 用
高兴 为您服务   喂 你好
您好 很 高兴 为您服务   二十八 元
您好 很 高兴 为您服务   加 一个 流量 包 就是 二十元 加一点 五 g 的 您 可以 说 这个 包 二十四 二十元 一点 三个 g
您好 很 高兴 为您服务   上网 和 电视信号 都 有 的话 是 这样 的 你 要 办 我们 小区 首先 我们 移动 的 光纤 宽带 如果 你 办个 五十 兆 以上 的 宽带 他会 送 你 一个 小盒子 就 像 魔 就 像 外面 的 小米 盒子 一样 如果 你 家里 有 电视机 这个 小米 盒子 可以 的 时间 安装 之后 就 可以 开心 电视 或者 电影频道 服务
很 高兴 为您服务   别的 手机 什么
您好 您好 很 高兴 为您服务   您 这 手机号码
您好 很 高兴 为您服务   您 到 月底 还 需要 多少 兆 呢
您好 很 高兴 为您服务   就 当月 用 的 对 吧
很 高兴 为您服务   宽带
您好 很 高兴 很 高兴 为您服务   升级 套餐 了 您 要 上网 就要 先到 下个月 生效 然后 它 有 送 流量 呢 比如说 那个
为您服务   科技 助老 卡对 吗 先生
您好 兴 您 服务   五十八 元 四 g 飞享 套餐
您好 很 高兴 为您服务   优惠 流量
您好 高兴 为您服务 您好   全 我 看 嗯 手机 短消息 上面
您好 很 高兴 为您服务   噢
您好 很 高兴 服务   八十八 的话 它 里面 是 二百 分钟 通话 七百 兆 流量 全国 接听 免费打 国内 电话 一毛 九 一分钟
为您服务 您好   魔板 唉 对 对 魔法 盒 那个
好 很 高兴 为 您   你好
您好 很 高兴 为您服务   可以 呃 请问 您 本机 密码 知道 吗 六位数
您好 高兴 您 服务   请 讲
您好 很 高兴 为您服务   啊 您好 请 说
很 高兴 为您服务   您 现在 目前 套餐 是 一百一十 八 的 五百 分钟 通话 流量 五百 兆 还有 一个 三块 钱 来电 提醒 然后 那个 承诺 消费 最低 一百二十八 块钱 返 话费 的 活动 没 到期 其他 没有 什么 业务
您好 很 高兴 为您服务   新装 宽带 呀 那 要 看 您 的 地方 能装 多少 兆 的 您 是 什么 地址 呢
您好 很 高兴 为您服务 喂 你好 您 说   不想 用 那个 现在 有 活动 的 发票 你 帮 我 一 百兆 多少 八百 四换 一 百兆 立刻 生效 的 呀
您好 很 高兴 您 服务   噢 好 的 首先 您 要 办 的话 要 看 地址 有没有 资源 地址 报
您好 很 高兴 为您服务   就是 我 在 app 上 看到 有 一个 六十元 半年 的 是
您好 很 高兴 为您服务 喂 你好 这样 我 想   国内 漫游 包是 吧 这个 套餐 已经 没有 了
您好 很 高兴 为您服务 再见   呃 看 因为 我 看 流量 包要 开 的 话费 里面 看 视频 可以 抵扣 那个 直播 都 不能 看 的 还有 一些 不能 开 的 东西
您好 请 讲   光猫 嘛
您好 很 高兴 为您服务 您好   对
对 您好 很 高兴 为您服务   呃 再 提升 套餐 档次 是 吧 要么 有 一个 一百二十八 的 那 您 一百二十八 块钱 就是 三百 分钟 全国 通话 然后 流量 的话 是 三个 g 的 流量 再 额外 赠送 三个 g 流量 赠送 到 二零一 八年 六月 底 结束
您好 很 高兴 为您服务 可以 您 现在 话 月租 是 一个 四 g 的 飞享 套餐 八十八 元 的 您 要 怎么 更改   好 的 我 知道 了 呃 加十 比如说 八十八 加 十九 十八块 钱 一个月 分钟 数 不变 两百 二十分钟 流量 的话 这边 签 您 所说 的 两个 g 流量 而且 我们 这边 的话 在 搞 一个 从 下 月 开始 到 明年 六月 底 我们 会 额外 再 送 您 两个 g 两个 g 加两 g 四个 g 流量 到 明年 六月 底
您好 很 高兴 为您服务   你 现在 比较 划算 的 有 一个 十块钱 可以 加一点 三个 g 的 流量 只要 十块钱 一千三百 多兆
您好 很 高兴 为您服务   套餐 您 是 三十八 的 四 g 飞享 套餐 然后 其他 我 再 看 一下 啊 恩 就是 三十八 元 的 其它 没有
您好 很 高兴 为您服务   你好
您好 很 高兴 为您服务   怎么 操作 的 看看 对 我们 这边 直接 开 就 可以 了 有 短期 三十天 的 还有 长期 的 一百八十 天 都 有 可以 那帮 您 开通 一下 开通 立即 生效 了 没有 功能 费 三十天 之后 会 取消
很 高兴 为您服务   要 续约 对 吧 那 我 帮 您 转到 我们 宽带 专席 你 不要 挂会 有 专人 为 您 介绍 你 不要 挂机 稍 等
您好 很 高兴 为您服务   流量 至尊 包 就是 就是 一个 呃 就是 一百块 钱 一百块 钱 的 这 十个 g 的 本地 流量 就 只能 在 上海 本地 使用 的 流量 四十个 g
高兴 您 服务   唉 请 讲
您好 很 高兴 为您服务 啊 你好 你好   嗯 好 的 我 看 一下 呃 您 现在 是 十八块 包含 包含 一 百兆 您 可以 另外 再 加 十元 一 百兆 二十元 三百 兆 三十元 五百 兆 这种
您好 很 高兴 为您服务   我 建议您 试
您好 很 高兴 为您服务   六十八 的话 如果 您 要 换 的话 它 是 两百 二十分钟 通话 一个 g 的 流量 下个月 一号 生效
您好 请问 你好   真是 想 这个 月 再 加一点 是 吗
您好 很 高兴 为您服务   嗯 嗯 五十 八块钱 的
您好 很 高兴 为您服务   六十八 元档 的话 如果 流量 变多 的话 那 就是 五十分钟 的 主叫 时间 流量 两个 g 七十八 元档 的话 就是 不包 通话时间 流量 三个 g 好 的
您好 很 高兴 为您服务   恩
您好 兴 为您服务 您好 嗯 我 想 你好 你 说   嗯 这个 如果 要 办 一下 流量 包能 打回 当地 移动 让 他们 这里 帮 您 看 一下 信息 流量 包 可以 帮 您 办 一下
您好 很 高兴 为您服务   没有
您好 很 高兴 为您服务   嗯 您好 请 说
高兴 为您服务   您 现在 是 一百五十 八 套餐 您 要 更换 什么 套餐 呢 要 最低 的 月租 吗
您好 高兴 为您服务 您好   对 但是 我们 这边 的话 还是 推荐 您 是 自己 准备 路由器
您好 很 高兴 为您服务   开通 什么
您好 兴 您 服务 您好   二十八 三十八
为您服务   请 说
您好 很 高兴 为您服务   现在 有 升级 套餐 送 流量 活动 就 您 这 套餐 升级 为 九十八 的 套餐 自选 套餐 套餐 里面 通话时间 呢 是 两百 二十分钟 流量 套餐 里面 是 两 g 活动 再 送 两 g 要 改 吗 改是 下 月 生效
您好 很 高兴 为您服务   因为 您 来电 市话 什么 号码 我 帮 您 转回 归属 地 那边 办理 不要 挂机 为 您 转接 好 吗
您好 很 高兴 为您服务   啊 您 这边 声音 比较 轻 我 听 不 清楚 您 可以 稍微 强硬 嘛
您好 很 高兴 为您服务   您 说 现在 再 加 流量 是 吧
嗯 那 您好 高兴 为您服务   要 参与 宽带 什么 问题
您好 很 高兴 为 您   呃 套餐 块钱 是 五十八 元 的 一个 全球通 飞享 套餐 那 里面 内容 是 五 五百 兆 流量 加 一百 分钟 的 通话
您好 很 高兴 为您服务   六十八 两 g 有 啊 就 等于 说 您 之前 的 那个 通话 降低 就行了 您 流量 是 一样 的 通话 的话 降 为 五十分钟 正好 六十八 您 现在 一百零八 就 多少 通话时间 而已 流量 根据 您 现在 这个 套餐 是 一样 的
您好 很 高兴 为您服务 您好   更 优惠 的 套餐 您 是 要 送 话费 的 还是 不要 送 话费 的
您好 很 高兴 服务   您 自己 套餐 里面 是 两个 g 的 流量 两个 g 一百五十 八元
您好 很 高兴 为您服务   优惠 的 套餐 套餐 都 一样 您 现在 三十八 的 这个 还有 个 版本 是 五百 兆 流量 打电话 打 一个 算 一个 一毛 九 一分钟 全国 接听 免费 的
您好 很 高兴 服务   你好
它 现在 是 全国 是 的 中国 大陆 都 一个 都 一样 的   最低 十八 一个月 只有 一 百兆 流量 全国 接听 免费打 国内 电话 一毛 九 一分钟
您好 很 高兴 为您服务   您 是 要 这个 月 单独 加 呢 还是 以后 每个 月 都 要
您好 很 高兴 为您服务   您 现在 是 一百零八 的 四 g 自选 套餐 包含 三百 分钟 主叫 和 一个 g 的 国内 流量 有 一个
您好 很 高兴 为您服务   套餐 的话 可以 订 一个 月租费 最少 十八元 的 月租 然后 最低 消费 都 要 达到 上面 金额 就行了 也 是 有 一个 活动 的话 要求 您 最低 消费 五十八 也就是说 您 可以 打电话 呀 上网 之类 的 用到 五十八 就行了 先订 月租费 最少 十八块 的 吧
很 高兴 为您服务   新 的 套餐 呃 我们 这边 有 那个 送 流量 的 活动 就 流量 多一点 的 您 是 要 流量 多一点 是 吧
你好   十八元 是 一 百兆 的 流量 全国 接听 免费 打电话 一毛 九 一分钟 再见
您好 兴 您 服务   对 是 我们 一个 比如 要 介意 四 g 高清 语音 通话 功能 是 免费 帮 您 升级 的
您好 兴 为您服务   这 张卡 是 什么 内容 啊 不 太 清楚 唉 是 流量 还是 什么
您好 很 高兴 为您服务   唉 你好 那 就
您好 很 高兴 为您服务   唉 对 的
您好 兴 您 服务   您 现在 直接 最 便宜 的 八块钱 您 要 怎么 更改
您好 很 高兴 为您服务   呃 您 是 要 改 套餐 我 看 您 改过 了 就是 这个 月加 是 吧
您好 很 高兴 为您服务 您好   呃 就是
您好 我 是 预处理 专席 代表 很 高兴 为您服务 你好   您好 请 讲
对   还有 什么 可以 帮 您 的
您好 高兴 为您服务   那 您 这边 就是说 您 要 改 套餐 现在 加 流量 本月
您好 很 高兴 为您服务   爱奇艺 的 视频
很 高兴 为您服务   什么 套 就是说 您 有 多少 流量 是 吧
公司 您好 兴 您 服务 您好   反正 我们 移动 宽带 是 吗
您好 很 高兴 为您服务   嗯
您好 很 高兴 为您服务   宽带 对 吧 因为 我 这边 是 手机 业务 帮 您 转到 宽带 部门 帮 您 查询 一下 啊 操作 为了 更好 的 为 您 解决问题 我 将 电话 转 到 宽带 专席 请稍等
您好 很 高兴 为您服务 哎 你好 我 想 咨询 一下   就是 看 您 先 订购 了 您 现在 和 七天 吗 就是 用 自己 的 姓名 就是 用 唉 但是 我 可能 买 的 时候 我 就是 比如说 我 先买 七天 三百 五天 我 两个 一起 买 比如说 我 今天
唉 是 的 首先 的话 它 套餐 有 要求 的 只有 要求 密码 地址 报 一下   三 六八 弄
您好 很 高兴 服务   再 加 流量 对 吧 再加 的话 您 这个 月 只能 办 呃 家加 流量 包了 当月 可以 结算 的 学 算下来 有 两百多 兆 三百多 兆 六百多 兆 都 有 可以 看 您 大概 需要 加多少
您好 很 高兴 为您服务   对 小 的
好 很 高兴 为您服务   四个 g 那个 是 一个 活动 订 套餐 的话 是 要 升档 的 升档 到 七十八 的 套餐 它 是 这个 套餐 里面 呢 是 打电话 打 一个 算 一个 一毛 九 一分钟 全国 接听 免费 流量 套餐 的 是 给 三个 g 活动 再 送 三个 g 总共 六个 g
您好 很 高兴 为您服务   嗯
您好 很 高兴 为您服务 唉   呃 这个 是 高清 通话 就 通话 中 可以 同时 上网 的 一个 功能 这个 功能 没有 功能 费 的
您好 很 高兴 为您服务 多少   嗯
您好 很 高兴 为您服务 您好   那 两百 三十 八块钱 套餐 上网 不 清楚
您好 很 高兴 为您服务   您好 有 什么 可以 帮 您
您好 很 高兴 为您服务   嗯
您好 很 高兴 为您服务   嗯
您好 很 高兴 为您服务   对
您好 高兴 为您服务 您好   您 大概 用到 月底 需要 多少 的 流量
您好 兴 您 服务 您好   听 幺 五九 二 幺 九八 九七 零五 唉 对 噢 还有 问题 呢
您好 很 高兴 为您服务   无线 的 流量 套餐 啊
您好 很 高兴 为您服务 喂 你好 你 现在 是 有 一个 是 在 原有 的 套餐 基础 上加 二十块 钱 那个 套餐 还有 啊 我 知道 您 说 什么 您 现在 是 五 十八块 的 加 二十块 呢 七十八 七十八 是 改到 一百 分钟 通话 加 两个 g 流量 还有 一个 活动 活动 还 能 再 送 两个 g 流量 唉 对 的 对 的 六月份 要 改卖 的 那个 现在 可以 改 吗 可以 改下 月 生效 您 现在 等 一下 是 五万 兆 就是 五十八 的 套餐 是 吧 对 呀 对 就是 这个 密码 你 那个 密码 知道 吧 恩 密码 我 不 知道 忘记 了 怎么办 掌上 营业厅 嗯 对 身份证 报 一下 就行 就是 五十块 钱 诶 身份证   噢
