诶 你好   呃 请 说   哎 你好 诶 我 像 我 这个 手机 如果 是 在 跨地区 一分钟 是 多少 钱 呐 打   帮 我查 一下 您 稍等一下 您 这 张卡 现在 是 在 整个 大陆 打 大陆 的 移动 六分 大陆 打 联通 电信 是 两毛
您好 很 高兴 为您服务 喂 你好 我 想 请问 一下 我 看 你们 那个 有 自选 套餐 嘛 你们 现在 里面 有 一个 是 三十元 一 g 的 是 多久   那 他 就是 内容 就是 一点 怎么 加拨 九十   就是说 它 这个 我 看 他 是 优惠活动 吗 它 会 持续 多久 还是 会 在 确认 他 只是 变成 五百 兆 了   没有 没有 我 知道 它 本身 的 卡 档次 套餐 内容 就 到 一个 g 的 不会 再 以后 要 改 内容 以后 再说 它 本身 就 一个 g 并且 您 还有 现在 还有 活动 您 目前 状态 改 到 一个 g 还 能 再 送 一个 g 本地 流量 加 三个 g 本地 咪咕 视频 流量 送到 一 八年 六月份
您好 高兴 为您服务 您好   唉 你好 是 这 样子 的 我 的 手机号码 幺 三五 零 幺 八 幺 三五七 六是 这样 我 爸爸 是 每个 月 八十 八块钱 的 套餐 我 想 问 一声 这 八十 八块钱 的 套餐 里面 包含 了 些 什么 东西   家庭成员 互打 免费 然后 有 两百 分钟 的 通话时间 然后 这边 的话 是 共享 或者 图像 那 可能 您 在 设置 的 时候 的话 这个 您 要 我 帮 您 看过 了 您 这边 是 独享 的 也就是说 是 您 前面 那个 号码 是 自己 一个 人用 两百 分钟 然后 另外 的话 是 包含 有线电视 费   包含 有线电视 费 那 我 想 问 一下 那 那个 宽带 的话 钱 的 取消 了 是 吗
您好 很 高兴 为您服务   你好 我 问 一下 我 的 那个 月租 多少 钱 的 套餐   您 月租费 的话 是 一百零八 块钱 一个月 三百 分钟 通话时间 两个 g 的 流量   两 两个 g 那个 本地 的 还是 国内 的
您好 很 高兴 服务   帮 我查 一下 我 上个月 的 那个 升级 的 套餐 下个月 就 转回 要 多少 钱 啊   好 身份 是 两百 六十八 一个月 通话时间 一千 分钟 流量 是 给 您 五个 g 然后 在 活动 送 您 五百 是 一个十个   刚才 怎么 信息 刚 增加 一百块 钱 费用
您好 很 高兴 为您服务 我 想 问 一下 现在 那个 九月份 开始 那个 手机 打电话 都 是 一毛钱 是 吧   那 套餐 算 的 套餐 是 多少 兆 多少 您 现在 套餐 是 一毛 九 的   我 说 我 几分钟 我 家里 我 另外 还有 一个 电话 是 一   其他 号码 的 套餐
很 高兴 为您服务   喂 你好 我想查 一下 我 的 那个 流量 套餐 现在 是 什么 情况 每个 月 交 多少 钱 或者 多少 数据 流量 多少 语音 话费 流量   现在 换 了 一个 套餐 啊 是 呃 一百 分钟 通话时间 五个 g 的 全国 流量 再 送 五个 g 的 全国 流量 一共 有 十个 g 啊 下个月   噢 每个 月话费 是 多少
您好 很 高兴 为您服务   我 想 查询 两张 四 g 上网卡 里面 的 套餐 内容   手机号码 您 先报 一下   我 不是 手机号码 我 是 上网卡
您好 很 高兴 为您服务 您好 唉 请 讲   我 想 我 这个 套餐 的 流量 是 多少   呃 您 套餐 订 的 流量 是 五十八 元飞享 嘛 里面 是 包含 五百 兆 的 流量 无法 长   噢 但是 国 通用 流量
好好   您好 很 高兴 为您服务   唉 你好   您好
您好 很 高兴 为您服务   喂 你好 就是 我 现在 那个 月租 是 多少 钱 一个月   所以 您 您 来电 这个 号码 是 联通 的 您 打 幺 零零 幺 零四   幺 幺 零 幺 零二
您好 很 高兴 为您服务   但 我 前面 不想 去 弄 了 一个 东西 就是 什么 留言 的 是不是 要 收钱   那 您 是 是 用 的 什么 苹果 手机 吗   对 的
为您服务   啊 我 你好 你好 问 一下 那个 长 长途 是 怎么 算 的   您 打 长途 话 一毛 九 一分钟   一毛 九月份 那 我 现在 我 这 张卡 它 是 上海 卡 我 现在 在 广州 恩对 然后 就是 算 打电话 的话 算 长途 还是 算 什么
对 您好 很 高兴 为您服务   哎 你好 我 想 咨询 一下 那个 老人 卡 它 那个 不是 接听 免费 吗 那么 如果 在 外地 的话 那个 接电话 是不是 也 是 免费 的 也 是 免费 的 噢 那 就 在 外地 的话 就是 我 我 打 给 他 他 接电话 不要 钱 的 是 吧 对 的 好 的 那 谢谢 啊   感谢 还有 什么 帮 您 吗   那 其他 没有 了 谢谢 我 就 问 了
您好 很 高兴 服务   喂 你好 我 想 麻烦 你 帮 我查 一下 我 月租 是 多少 钱 呢   月租费 八十八 元 还有 个 ip 还是 腾讯 视频 流量 二十四块 那个 是 一号 是 帮 您 减免   同样 这个 流量 不是 不要 钱 的 吗
您好 很 高兴 服务 唉 你好 呃行 那 那 我 这边 的 一个 流量 和 套餐 的 费用 是 一个 什么样 的 情况   您 下个月 改 的 是 一百五十 八 套餐 呀 下个月 还是 这个 价格 就是 免费 申请 了 一下 有 五百 分钟 通话 三个 g 的 流量 再 送 三个 g   送 三个   对 跟 以前 加 一样 就 流量 多 了
嗯 嗯 您好 兴 为您服务   唉 你好 稍 等 我 在 你们 这个 营业厅 上面 看到 一个 什么 二百三十八 那个 全国 免 流量 的 那个 套餐 吗 然后   呃 我 想 问 一下 就是   它 上面 有 一个五百 分钟 的 通话时间 如果 超过 五百 分钟 通话时间 就是 按 零点 一毛 九分 钱 一分钟 吗
高兴 您 服务   哎 呃 不好意思 您 这个 宽带 是 吧   唉 是 的   唉 我 先帮 我加 了 你 要 问 一下 询问 一下 因为 宽带 的 那个 业务 是 这样 他 原来 用 的 是 那个 就是 你们 是 呃 六百 不到 一点 就是 六百块 钱 一年 的 那个 五十 兆 的 那个 呃 宽带 的 业务 然后 呢 他 好像 证它 因为 上个月 还是 这个 月 大概 这个 时间 啊 正好 是 一年 的 年期 到 了 那么 联系 到 他 那个 副 副 完 了 宽带 费 的话 那 现在 他 好像 他 宽带 还 能 用 那么 他 想 问问 他 现在 的 资费 是 怎样 付 的 是 按照 月结 呢 还是 自动 又 是 一年 了 然后 这个 钱 是 怎么 扣 的 我 要 问 清楚 一下
好 很 高兴 为您服务   你好 我 想 咨询 一下 我 这个 唉 嗯 这个 卡 的 那个 流量 是 吧 我 想 在 上海 他 一块钱 五佰兆 我 想 这 几天 我 想 有 一点 事 回老家 我 想想 它 那个 流量 是 怎么 算 的 呢   噢 您 这个 号码 去 外地 用 流量 的话 是 按照 两毛九一兆 六十块 一个 g 来 收费 您 如果 去 外地 要 用 的话 您 可以 另外 买点 流量 用 这样 比较 便宜   噢 是 这样 的 是 吧
您好 很 高兴 为您服务 哎 你好 我 想 问 一下 就是 呃 家庭 就是 我 现在 有个 套餐 嘛 家庭成员 之间 互 打电话 是 不 收费 的 吗 那 如果 有 成员 是 在 外地 的话 我们 之前 互相 打电话 是 也 是 免费 的 吗   在 上海 号码 打 它 是 免费 的 就是 他 在 外地 还是 要 收费   就是说 他 如果 在 外地 我 打 他 的 电话 他 收费 吗   他 接听 免费 您 这边 拨打 也
您好 很 高兴 为您服务   喂 你好 请 说 哎 请问 下 现在 打 长途 呃 这个 打 那个 长途电话 现在 全部 是 免费 的 吗 呃 全部 是 呃 取消 的话 那 也 得 长途电话 费   等 打 一分钟 一毛 九 接听 免费 国内 都 一样   噢
您好 很 高兴 为您服务   喂 你好 我 想 请 咨询 一下 就是说 我 这个 号 如果 是 用 打 那个 中国电信 的话 收费 吗   把 中国电信 你 说 打 中国电信 客服 吗 还是 一般 电话   嗯 中国电信 一万 号
您好 很 高兴 为您服务   喂 你好   你好   我 想 问 一下 我 这个 套餐 外 的 话费 是 多少 一分钟
喂 先生 您好 喂 你好 就是 我 想 问 一下   是从 九月份 开始 不是 已经 没有 那个 长途 那个 漫游 了 吗   恩对 喂 请 说   就是 那个 为什么 我 这个 里面 有个 那个 那么 长漫 定向 优惠 包 充充 给 个 时间 就 开始 就是 一直 都 取消 不了 呀
您好 很 高兴 为您服务   唉 你好 就是 我 想 请问 一下 现在 就 说 没有 那个 漫游费 了 是 吧   对 是 的 取消 漫游 长途   不 不 需要 申请 了 是 吧
您好 很 高兴 为您服务   哎 你好 我 想 在 家里 那个 网站 多少 钱 移动 的 那个 杜 专线   噢 你 是 想 办理 一个 家庭 宽带 吗   啊 对
您好 很 高兴 为您服务   解决 流量 喂 您好 我 想 问 一下 我 是 日本 想 办理 漫游 的话 不 收费 的   好 的 它 国际漫游 是 没有 功能 费 的 看到 您 已经 开 通过 了 呃 然后 那个 在 日本 打 回 中国 大陆 是 两块 九毛 九 一分钟 接听 是 一块 九毛 九 一分钟 然后 短信 发回 中国 大陆 是 六 毛 九 一条 呃 接收 免费 上网 是 每天 三元 包三兆 每天 最多扣 三十块   噢
为您服务 您好   喂 你好 呃 我 看到 那个 我 小区 里面 有 有 有人 你们 呃 那个 移动 安装 那个 网络 广州 的 那个 你们 那个 员工 后来 我 问 了 想 咨询 一下 就是说 现在 小区 里面   点 移动   家庭 的 宽带 是 免费 的 吗
高兴 为您服务   唉 喂 你好 呃 我 想 麻烦 你 帮 我查 一下 就是 我 这个 号码 现在 呃 每个 月 的 那个 就是 套餐 是 是 多少 钱 的 套餐 我 这个 应该 是 一百 一百零八 的 好像   八十八 的   八十八 的 是 吗
您好 兴 您 服务   哎 你好 我 想 问 一下 那个 嗯 十六元 的 那个 神州行 啊 叠加 呃 一个 订购 过 全国 漫游 包 那 现在 你们 不是 取消 长途 漫游费 了 吗 那 我 现在 就是 如果说 是 这个 这个 漫游 资费 是 怎么 收取 的 呢   请问 一下 是 哪个 号码   嗯 幺 幺 三五 零 幺 七五 三 三 六三
宽带   您好 很 高兴 为您服务   唉 你好   嗯 您好 请 说
高兴 为您服务   唉 你好 我 我 昨天 是 这个 十八元 的 那个 套餐 啊   嗯   七十八 元 套餐 它 是 免费 接听 的 一毛 八一 毛 八一 呃 一毛 九 一分钟 对 吧
很 高兴 为您服务   哎 你好 就是说 我 想 咨询 一下 就是说 我 想 我 想 办理 一下 那个 一 g 的 物 联网 卡 就是 移动 的 这个 需要 多少 钱   物联卡 我 联卡 是 那个 另外 一个 专席 我 帮 您 转到 我们 专席 您 问 一下   噢 好 的 对 的 然后 您 转接 一下 我 再 我 再 咨询 下 因为 我 我 这个 手机 那个 好像 有 一个 什么 开通 什么 什么 一区 有 一题 什么 那么 电话 功能 啥 东西
您好 很 高兴 您 服务   唉 你好 唉 谢谢 啊 你 我 这个 现在 套餐 是 呃 我 想 问 一下 套餐 这个 流量 费 应该 是 多少 谢谢   你 现在 一个 一百三十八 的 套餐 包含 一个 g 的 国内 流量 另外 每个 月 赠送 您 一个 g 的 上海 本地 流量 一个 g 的 国内 夜间 流量   呃 国内 那 现在 是 我 用 了 多少 这个 剩余 还有 多少 流量
您好 很 高兴 为您服务   我 想 问 一下 就是说 如果 那个 流量 就是 不 受限制 的 流量 一个月 要交 多少 钱 的 无限量 的   不 限量 的 是 吧 不 现在 是 本地 的   噢 要 到 外地 去 还是 要 见谅
为您服务 电话   喂 你好 我 想 问 一下 刚才 那 邮箱 这个 手机号码 一共 多少 钱 呢 工号   套餐 的话 目前 六十 八块钱 每个 月   六十八 呀
您好 高兴 为您服务   对 呀 下个月 我 的 套餐 换 那个 接听 是 免费 的 对 吧   恩是 的   这个 是 免费 的 对 吧 对 那 我 还有 一个 号码 就是 现在 我 打 就是 美国 我 前面 我要 就 想 取消 掉 了 我 幺 七 九五 幺 也 可以 的 对 吧
您好 很 高兴 为您服务 喂 你好   你好 您 说   啊 好 麻烦 你 我 的 这个 也 就 我 自己 一百二十八 是 吧   嗯 对 的
您好 很 高兴 为您服务 对   你好 我 想 咨询 一下 我 这个 手机号码 就是 所有 的 集团 的 这个 用户 啊   恩   在 上海 打 外地 的 手机号 呃 费用 怎么 算 的
您好 很 高兴 为您服务   呃 喂 你好 我 我 想 问 一下 你们 这边 的话 宽带 范围 服务 办理 的话 是 怎么样 的 一个 收费 的   宽带 的话 是 有 承诺 每个 月 最低 消费 免费送 宽带 就 承诺 个人消费 达到 八十 八块钱 免费送   免费送 她 她 她 她 这个 送 的话 是 多少 弄 呢
您好 很 高兴 为您服务   喂 你好 呀 唉 我 想 问 一下 我 现在 这个 手机 啊 这个 手机 的 那个 那个 漫游 有没有 就是 外地 的 长途电话 不想 换   呃 您 这 号码 已经 是 十八块 的 四 g 套餐 了 没有 漫游费 的 就是 全国 免 接听 啊 这些 都 是 一毛 九 一分钟   就是 全国 免免 接听 的 对 吧
哎 您好 很 高兴 为您服务   呃 您好 我 这边 是 属于 企业 的 然后 呃 是 需要 安装 那个 移动 的 宽带 然后 五十 兆 的 这个 费用 的话 是 三九 八零 这个 套餐 对 吗   呃 呃 你 说 是 企业 的 商务 宽带 的 商务楼 的   对 对 对 是 的 商务楼 的
您好 很 高兴 为您服务   唉 你好 小姐 哎 我 想 问 一下 就是 就是 手机 上面 来批 以后 它 上面 不是 有 那个 热线 一条 是 吧 就是说 二十块 钱 是 千五 百兆 流量 谢谢   恩对 的 任 我 翻 但是 您 要 改成 飞享 套餐 才 会 才 可以 办 您 现在 是 四 g 上网 把 这个 版本 是 不 可以 办 的   噢 是 这样
您好 很 高兴 为您服务 唉 你好 我 咨询 一下 就是 如果 是 呃 出国 然后 半个 国际漫游 的话 这个 费用 大概 是 多少 钱   他 没有 功能 费 的 您 是 需要 哪个 国家 呢 去 瑞典 然后 先 开通 国际漫游 国际漫游 没有 功能 费 不 使用 是 不收 的   然后 是   再订 那 他 不会 产生 任何 资费 然后 您 是 瑞典 对 吗 然后 人到 了 一点 那边 呢 上网 的话 是 三块 钱三兆 这 样子 不 使用 使用 最多 是 三十块 钱 一天 无限 流量 的 然后 那边 打电话 资费 还有 必要 提醒 我会 发到 您 手机 的 稍后 您 可以 看 一下 三十块 钱 一天 的 那个 流量 是 无限 的 对 不用 不收用 的话 就 三块 钱三兆 这 样子 如果 没有 用到 三十 按用 多少 算 多少 收 如果 当天 费用 累计 到 三十 费用 就 帮 您 封顶 了 不会 再 多 当天 流量 是 无限 用 是 这样 最 多 三十块 钱 多少 钱
您好 很 高兴 为您服务   喂 你好 我 问 一下 我 那个 设置 那个 套餐 是 多少 每个 月 八块钱 的   八块钱 的   唉 那个 打打 打电话 是 怎么 打
您好 很 高兴 为您服务   呃 你好 我 问 一下 那个 就是 手机 在 日本 漫游 多少 钱   呃 那个 漫游 就是 打打 接电话 的 资费 是 吧   二 幺 打电话 资费 还有
很 高兴 为您服务 啊 没 哎   感谢 充值 的 现在 因为 每个 费用 通话 喂 你好 啊 您好 请 说 我 想 问 一下 你们 那个 安 宽带 是 多少 钱 一   移动 宽带 是 吧 对 对 好 的 之后 我要 帮 您 转接 到 宽带 专席 您 详细 咨询 一下 好 吧 好 您 稍 等 不要 挂机 将近 大概 喂 小姐 稍等一下 帮 您 转接 到 专席
您好 很 高兴 为您服务   哎 你好 我 想 问 一下 就是说 公司 想要 装 一个 移动 的 宽带 加 电话 的 费用 是 多少   公司 呃 那 首先 您 把 这边 的 地址 报 一下 查 一下 有没有 线路 啊 我 这边 是   国权 路 三十一 号
好 吧 好 的   您好 很 高兴 为 您   我 想 你 我 也 不 知道 什么 时候 呢   那种 流量 套餐 十八块 钱 一 百兆 流量 国内 流量 九月份 开始 再见 账户
您好 很 高兴 服务   哎 你好 我 想 问 一下 你 这里 有 一个 什么 九十八 就是 办 两 g 送 两 g 那个 套餐 还有 没有   有 的 有 一百 分钟 通话 两个 g 的 流量 打 国内 电话 一毛 九 一分钟 流量 超出 两毛九一兆 在 数据 两个 g 的 本地 流量 一个 g 的 夜间 流量   九十八
很 高兴 服务   喂 你好 我 想 问 一下 我 这个 听 得到 吗   听 得到   唉 我 现在 手机 套餐 是 多少 钱 一个月 的
好 很 高兴 为您服务   等 一下 嗯 我 想 我 想 问 一下 那个 套餐 什么 套餐 呢 都 是 啥   就是 问 我 您 现在 什么 套餐 是 吧   话费
银行卡 绑定 我   唉 你好 那个 我 想 问 一下 就是 我 现在 这个 手机 里面 的 流量 到底 有 多少   流量 您 目前 是 五个 g 啊 每   每个 月 五个 g 对 吧 五个 g 是 怎么 构成 的
您好 很 高兴 为您服务   唉 小姐 你好 刚才 你们 那个 移动 公司 里面 发了 一个 系统 里面 发了 一个 短信 八块 八块钱 来 用 八千 一百八十 兆 对 吧   对 有 的 有 这样 一个 活动 但是 的话 就是 要 在 京东 或者 是 说 您 的 那个 上面 进行 订购 的 它 只能 用 七天 七天 里面 如果 你 用不完 的话 它 就 自动 取消 可以 可以 那 也 可以 你 帮 我 订个 八十八 八十 八块钱 的 不好意思 先生 不是 我 帮 您 定 是 您 要 根据 它 的 那个 订购 方式 来 进行 订 一个 是 登录 京东 app 一个 是 那个 在 说 您 的 pp 上面 订 这个 它 不是 我们 人工 定 的 先生 我们 人工 定 不了 你们 系统 里面 能 不能 帮 我订 一下 我 我 做不了 先生 我 系统 里面 也 不行 吧 公司 我们 个 么 对 我们 根本 做不了 先生   好好 好 谢谢 没事
您好 很 高兴 为您服务   喂 你好 我 想 了解 一下 咱们 现在 这 一个 啊 移动 宽带 一年 大概 是 多少 钱 呀   移动 宽带 一年 最低 二十 兆 七百 六十块 钱 现在 办 一年 送 两百元 的 话费   现在 多 多少 钱 没 听 清楚
兴 服务   唉 你好 唉 我 就 想 问 一下 我 这个 手机 的 那个 号码 那个 主叫 有 那个 显示 是 收费 的 吗   直接 显示 是 免费送 的 他 会 帮 您 等 了 费用 减掉 的 不 收钱   噢 呃 好像 我 这个 有 那个 来电 等待 是 吧
您好 兴 为您服务   唉 我 问 一下 我 这个 手机 是 多少 钱 一个 哎 一 一个月 的   套餐 八十八 块 八十八   二十八 块 的
您好 很 高兴 为您服务   唉 你好 小姐 我 这个 电话 啊 三十 来电 上机 费用   呃 您 这 号码 要 改成 那种 全国 免 接听 的 套餐 是 吧   对 对 对 就是 我 就 来电 放心 吧 还有 一个 好像 我 这个 月 消费 什么 一个 二十元 的 包月 的 那个 对 吧 是 吧
您好 很 高兴 为您服务   噢 我 想 问 一下 中国移动 的 宽带 大概 是 一年 的话 大概 是 多少 钱   呃 一年 的话 我们 有 二十 兆 和 五十 兆 的 嘛 但是 具体 的 资费 小姐 你 可以 把 地址 报 一下 我查 一下 对应 的 价格   嗯 噢 噢 嗯 就是 按 地址 来来 算 的 是 吧
您好 很 高兴 为您服务 唉 你好 那个 我 想 咨询 一下 那个 现在 那个 互转 的话 是 多少 钱 费用 怎么 出来   互转   就 就是 是 我 手机 马上 就 转到 另外 一个 手机 上   嗯 呼叫转移 对 吧
您好 很 高兴 为您服务   唉 喂 你好 我 想 问 一下 你   那 你 帮 我   那个 宽带 是 有 一个 消费 月租 的 呀
您好 很 高兴 为您服务   喂 你好   唉 你好   我 我 问 一下 这个 上海 这边 移动 宽带 的话 就是 资费 是 什么样 的
您好 兴 为您服务   唉 小姐 日本 的 漫游 嗯 就是 网上 这 样子 是 怎么样 收费 的   嗯 恩 漫游 的话 已经 开通 好 了 在 当地 如果 打电话 的话 回大陆 两块 九毛 九 一分钟 接听 还有 拨 当地 一块 九毛 九 一分钟 上网 的话 流量 按照 三块 钱三兆 计费 的 一天 用到 三十块 流量 是 不 封顶 的 因为 有些 套餐   更 高 按 港澳 电 地区 一样 的 老师 哦
您好 很 高兴 为您服务   你好 我 想 问 一下 我 这个 就是 一个月 八十 八块钱 就是 多少 钱 的 那个 通话 的 通话 呀 是 吧 嗯   八十八 是 两百 二十分钟 通话 七百 兆 流量   七百 兆 流量 是 吧
您好 请 讲   喂 你好 我 想 咨询 一下 就是 的 多 终端 流量 共享 功能 包 的   恩   十元 每月 的 四元 这边 每 一个 号码 比如说 我 开通 一个 号码 共享 的 十块钱 两个 号码 是 二十块 钱 一个月 嘛
它 是 有人 他 那边 您好 很 高兴 为您服务   哎 我 想 问 一下 刚刚 我 就是 是 移动 公司 新 办理 了 一个 号码 就是 然后 我 收到 短信 就是 是 注意 的 就是 呃 说 我 这个 这个 新 的 这个 号码 的话 这个 流量 分享 的话 他们 要 要 十块钱 的 月租 的 我 的 主 号码 分享 给 副 号码 流量 的 它 要 月租费 的   这是 一个 功能 呀 功能 的话 是 十块钱 一个月 您 这边 是 有 个 宽带 的 我 看 一下 宽带 有没有 赠送 稍 等   宽带 是 赠送 的 就是 消费 一百二十八 呀 是 吧
噢   您好 很 高兴 为您服务   喂 你好   喂 你好
很 高兴 为您服务   哎 你好 我 想 请问 一下 我 一个月 扣 多少 钱 一张   这个 消费 一百零八 块   噢 我 现在 扣掉 了 嘛 就
很 高兴 为您服务   你好 我 刚才 幺 八二二 幺 八 的 这个 手机 上 的 业务 你 帮 我 看 一下 喂   手机号码   幺 八二
很 高兴 为您服务   喂 你好   有 什么 可以 帮 您 先生   哎 我 想 问 一下 就是 哎呀 我 我 这 手机号 查 一下 是 幺 三 六 幺
您好 很 高兴 为您服务   唉 你好 我 那个 每个 月 流量 都 超出 很多 上个月 用 的 六千多 兆   我 现在 改 套餐 行 吗 嗯 可以 的 您 要 改 什么 套餐 呢   您 帮 我 推荐 一下
您好 很 高兴 为您服务   我 想 问 一下 我 这个 套餐 现在 打打 一分钟 的 市内电话 资费 是 多少   呃 都 是 一毛 九 一分钟   一毛 九 一分钟 那 我 现在 我 这个 套餐 是 不 没有 那个 语音 恩包 的 对 吧 二百 分钟 十分钟 的 对 吧
您好 很 高兴 为您服务 唉 你好 呃 我 想 问 一下 就是 我 刚刚 就是 办理 了 一个 什么 那个 呃 新版 流量 至尊 包 的 一个 他 说 功能 费 一百元 月 什么 意思 啊   就 这个 业务 的话 原价 是 一百元 一个月 的 每月 给 您 十 g 的 本地 流量 活动 今天 还 每个 月 送 啦 呃 三十 g 的 本地 流量 就是 一个 我 想 那个 业务   就 另外 加 了 一个 一百元 的 一个 业务 对 吧   对 是 的
您好 很 高兴 为您服务   是 这样 的 我 十一号 左右 再 那个 台湾 是 转机 带 一天 有没有 短期 的 那个 服务 呃 优惠 服务 啊   短期 的 优惠 服务   对 对 就 待 一天 对
您好 很 高兴 为您服务 喂 您好   那 我 咨询 一下 我 办理 了 那个 什么 家庭网 如果 是 一个 人到 外地 去 了 我 打 过去 不要 收费 呢   呃 您 是 说 您 在 上海 打 到 外地 吗   嗯 嗯
您好 很 高兴 为您服务   呃 您好   我 想 咨询 一下 就是   我 如果
效   您好 很 高兴 为您服务   喂 你好 我 想 问 一下 那个 新装 宽带 一年 要 多少 钱 啊   是 上海 移动 的 吗 先生
嗯   您好 很 高兴 服务   喂 你好 是 上海 移动 是 吗   对 上海 移动
您好 请 讲   呃 我 想 问 一下 我 想 申请 流量 的话 下个月 生效 现在 流量 的话 怎么 怎么 核算   那 您 要 申请 多少 兆 流量 请问   哎 我 想 申请 流量 呀 十块钱 的话 多少 流量
很 高兴 为您服务   你好 我 问 一下 我 现在 月租 是 多少 钱 呢   月租 八十八 流量 七十一 共 一百五十 八   呃 现在 可以 帮 我 改 一下 吗
您好 兴 为您服务   现在 这钱 我 这个 我 这种 卡 最 便宜 的 套餐 是 多少 钱   月租 啊 月租 的话 最少 最少 最少 十八 的 也 是 四 g 套餐 全球通 的 十八   嗯 嗯 没有 分钟 数 没有 人
很 高兴 为您服务   唉 你好 我 现在 问 一下 我 这个 套餐 除了 我 这个 套餐 之后 再 升级 还有 其他 什么 套餐   嗯 就是 流量 不够 是 吧   本 不是 流量 电话费 就 通话 不够
您好 请 请 讲   请问 一下 我 这个 套餐 是 多少 的   套餐 您 目前 使用 的 是 十八块 一个月 一 百兆 流量 别的 没有   时间 没有 是 吧 网 那个 乱七八糟 的 没有 啊
您好 很 高兴 为您服务   唉 你好 我要 把 我 想 开通 一个 那个 啥 流量 流量 包   只开 这个 月 还是 以后 每个 月 都 要   噢 就 先 开通 就 这个 月 吧
嗯 您好 很 高兴 为您服务   唉 你好 我 我 今天 准备 到 那个 和 那个 这个 国外 打电话 有 什么 优惠 吗   您 是 去 哪个 国家   七百 五
诶 应该 呃   您好 很 高兴 服务   哎 哎 你好 我 想 问 一下 就是 我 刚才 就是 开通 了 一个 新 的 号码 就是 我刚 买 了 一个 卡是 那个 什么 呃 看 视频 任 我 看 视频 流量 九元 档 的 那个 卡 呃 我 现在 开通 了 以后 呃 他 那个 应该 是 说 是 用 一天 的话 是 会 产生 呃 就 就 一块钱 五百 兆 的 流量 对 吧   您 是 哪个 号码 呀 我 帮 您 看 一下 您 先帮 我查 一下
您好 很 高兴 为您服务   你好 帮 我 看 一下 帮 我 看 一下 这个 手机 的 流量 套餐 是 多少 钱 的   您 现在 这个 号码 目前 是 一百 分钟 通话 和 五百 兆 流量 的   就是 月租 是 多少
您好 很 高兴 为您服务   你好 我 这个 号码 是 到 月底 的 时候 会扣 一个 那个 宽带 就是 我 这个 号码 是 绑 在 那个 家庭 套餐 里面 的   谢谢 你   呃 平常 的话 不是 那个 消费 了 等 我 想 就 刚刚 我 咨询 过 他们 是 说 在 我 的 这个 手机号码 自己 把 那个 宽带 费用 充 进去 就 可以 扣 的 您 这边 能 帮 我 看 一下 是 扣 多少 钱 呢
喂 您好 上海 移动 客服 代表 工号 幺 零六 五九 您 现在 接电话 是 免费 的 啊 您好 女士 不好意思 打扰 一下 这边 的话 是 给 您 来电 反映 下 您 之前 所 投诉 的 一个 问题 噢 那 这边 的话 我 也 是 帮 您 有 查询 过 那个 之前 我们 员工 是 必须 大于 您 说 要 帮 您 办理 这个 十八块 钱 套餐 然后 这个 月 先 帮 您 生效 的 那么 是 只要 我们 查证 下来 的话 的确 没有 帮 您 更改 的 嘛 导致 您 这个 月 还是 现在 这个 五十 八块钱 的 一个 费用 那么 女士 您 看 这样 好 吧 就是 我 这边 的话 帮 您 呃 下个月 的话 改成 十八块 钱 的 一个 套餐 然后 之后 的话 这个 月 的 一个 费用 我 这边 帮 您 调整 四十块 钱 的 一个 费用 然后 在 这个 月 月底 之前 到 账 您 看 可以 吗   嗯 可以 的   诶 好 的 好 的 好 的 那 这边 帮 您 要 更改 套餐 的话 需要 审核 一下 资料 呢 您 这边 的话 手机 密码 知道 吗   呃 我 知道 的
您好 很 高兴 服务   哎 你好 我 想 知道 那个 流量   涛 到 月底 的话 您 大概 需要 加多少 流量   你 这边 有 一个 是 加
为您服务   喂 你好   唉 您 说   帮 我 我 想 问 一下 我 这个 上海 的 号码 在 外地 的话 是 所有 电话
您好 很 高兴 为您服务   噢 你好 我 就 我 想 咨询 一下 如果 就是 前面 给 我 是 漫游 包是 有 什么 推荐 的 国际漫游 是 吧   段   啊
您好 很 高兴 为您服务   喂 我 问 一下 我 这个   我 大概 不 客气 不 客气 哦 哦   啊 麻烦
您好 很 高兴 为您服务   喂 你好 唉 我 我 我 麻烦 你 帮 我查 一下 就是 我 这个 手机 啊 办过 一次 宽带 这个 宽带 呢 有没有 产生 其它 的 什么 费用 你 帮 我查 一下   他 的 费用   对 因为 我 我 我 我 前面 嗯 是 五月份 还是 六月份 就 突然 间 费用 超出 了 就是 我 平常 所用 的 这个 费用
您好 很 高兴 服务   想 问 一下 就 我 这个 打电话 超出 多少 钱 一分钟   一毛 九 一分钟 同 一下   一毛 九 一分钟 上海 打 外地 都 是 什么 一个 加好 的 谢谢 啊
您好 很 高兴 为您服务   喂 你好 我 想 问 一下 就是说 那个 套餐 现在 最低 月费 是 多少 呀   全球通 最低 是 十八块 钱 的 一 百兆 流量 国内 主叫 一毛 九 一分钟 全国 接听 免费   噢 还有 别的 吗
您好 很 高兴 为您服务   所以 我 想 问 一下 现在 就是 到 境外 去 那个 总共 用 用 流量 的话 是 一天 最高 封顶 三十五 啊   是 每个 国家 了 每个 国家 不 一样 的   捷克
