请 您好 请 说   本 机要 申请 宽带 呃 先 新装 的 吗 是 吗   您 不用 挂 电话 我 帮 您 转到 宽带 专家 这边 给 您 做 申请 一下 我们 专家 为您服务
您好 很 高兴 为您服务   您 说 的 是 之前 都 是 六个 g 的 这种 已经 没有 了 他 六月 呃 七月 底 就 结束 了 啊 现在 没有 了   你 现在 的话 您 将 本月 的话 您 如果 不够 用 的话 可以 只能 加 那种 按天 折算 的 流量 可选包 每个 月 可以 加 一次 的 那种
很 高兴 为您服务   是 移动 宽带 是 吗   我 帮 您 接到 宽带 部门 问 一下 请 不要 挂机
您 这边 是 发到 幺 三九 邮箱 还是 发到 哪里 去   一般 不 查 那个 也 不行 手机卡 的 密码 知道 吗 帮 您 办 一下   我 看到 您 之前 都 是 发到 幺 三九 邮箱 的 您 这边 幺 三九 邮箱 可以 登录 的 账期 吗
您好 很 高兴 为您服务   呃 您 是 要 这个 官网 添加 网线 集团 短号   噢 这个 你 要 联系 我们 客户经理 进行 下发 的 因为 我们 这边 短信 平台 没有 这个 网址
很 高兴 为您服务   因为 您 现在 宽带 到期 了 你们 续约 也 没有 取消 所以 是 按天 收费 的 也 不能 使用 吗   嗯 您 要 去 什么 套餐 呢 还是 原来 一样 了 吗
您好 很 高兴 为您服务   自选 套餐 没有 找到 是 吧   飞享 呃 飞享 套餐 倒 是 有 的 自选 套餐 也 有 的
您好 很 高兴 为您服务   再 加 一个 套餐 流量 是 吗   再 加 一个 套餐 流量 的话 您 现在 要 再 叠加 就 只有 流量 安心 包 流量 加油 包了 流量 安心 的 我 的
您好 很 高兴 为您服务   您好 请 讲   噢 可以 你 把 办理 宽带 的 手机号码 报 一下 是 多少
您好 很 高兴 服务   功能 嗯 对 现在 什么 问题 呢 信用卡 扣款   好 密码 知道 吗
您好 高兴 为您服务   呃 但是 卡去 营业厅 帮 您 办理 自己 注销   是 的 对
您好 很 高兴 为您服务   流量 我 看 一下 嗯 像 您 这个 月 的话 呃 这个 是 一个 五十块 一 g 的   您 这边 多加 二十块 钱 多 两个 g 的 流量
您好 很 高兴 为您服务   是 换卡 是 请问 是 公司 名 登记 的 还是 个人 户名   公司 登记 的 是 公司 名称 不是 个人 的 对 吧 请问
您好 请 讲   啊 您 是 要 办 什么 请问   短号
您好 很 高兴 为您服务   这个 没有 办法 一定 要 她 她 本人 的 身份证 原件 和 您 身份证 带 好 两个 人去 营业厅 过户 才 可以 的   也 不行 了 没 办法
您好 很 高兴 为您服务   是 这个 手机号码 的 电子 发票 登记 一下 纳税人 识别 号   噢 好 那 我 这边 帮 您 登记 一下 呃 手机 密码 知道 吗 七 毛钱
您好 很 高兴 为您服务   呃 发票 的话 是 我们 这边 发给您 的 比如说 您 今天 充了 五十块 钱 您 要 这个 发票 的话 你 就 默认 是 发 跟 他 讲 一下 吗 或者 您 自己 提供 邮箱 帮 您 发 过去 也 可以   对 是 电子版 的 是 吧 应该 都 是 电脑
高兴 为您服务   噢 这个 您 要 跟 单位 办 的 或者 负责人 重新 申请 一下 到时候 您 手机 会 收到 一条 短信 在 回复 确认 一下 就 可以 幺 零 九 的   嗯 是 的 对
您好 很 高兴 为您服务   嗯 您 要是 只是 改 套餐 的话 可以 在 网上 自己 改 的 不用 去 营业厅 也 可以   没有 五百 分钟 的 五百 分钟 一个 g 是 一百三十八 的
您好 请 讲 您好 很 高兴 为您服务   公司 的 集团 短号 对 吗 那 不是 有没有 办过 这个 短号 服务 小姐   如果 要 办理 的话 它 首先 公司 在 上海 的话
给 你 的 您好 很 高兴 为您服务   呃 您好   您好 请问 一下 听 得到 吗
原先 的话 通过 手机 设置 来关 您 是 爱 疯 的 手机 还是   发送 帮 您 这个 iphone 客服 我们 专席 人员 教 您 一下 请 不要 挂机 wifi 解决问题 我 将 您 电话 转 专席 处理 取消 呢
您好 很 高兴 为您服务   国际漫游 的话 会 帮 您 开通 一下 您 在 哪个 国家   国际漫游 的话 有 长期 的 一百八十 天 呢 还有 三十天 的 都 是 没有 功能 费 的
您好 很 高兴 为您服务   嗯 您 要是 只是 改 套餐 的话 可以 在 网上 自己 改 的 不用 去 营业厅 也 可以   没有 五百 分钟 的 五百 分钟 一个 g 是 一百三十八 的
您好 很 高兴 为您服务   您 这个 手机 充值 然后 的话 然后 再 下个月 一号   就是 有没有 其他 途径 除了 手机 充值 比如说 可以 去
您好 很 高兴 为您服务   噢 就 帮 您 转到 宽带 部门 给 您 问 一下 好 吧
您好 很 高兴 为您服务   呃 我 这边 可以 设置 掌厅 也 可以 设置 的 我 帮 您 设置 吗 您 密码 知道 吗   随机 密码 没用 的 那 您 要 报出 你们 公司 那个 营业执照 的 证件 还有 那个 公司 名称 能报 吗
您好 很 高兴 为您服务   嗯 我们 这边 一般 都 可以 办 的 您 是 要 办 哪个 套餐 呢   对 的 到 营业厅 要 本人 身份证 的
然后 我 还 会 这 样子 您好 很 高兴 为您服务   呼叫 等待   我 帮 您 办理 一下 我 看 一下 您 没有 开通
您好 很 高兴 为您服务   嗯 我们 这边 一般 都 可以 办 的 您 是 要 办 哪个 套餐 呢   对 的 到 营业厅 要 本人 身份证 的
您好 兴 为您服务   嗯 就 把 您 的 话费 按 月 账单 给 主 号码 对 吧   密码 知道 吗 密码
先生   他 没有 身份证 是 吧   那 您 要 办 您 自己 的 身份证 给 他 用 就行了
您好 很 高兴 为您服务   您 大概 需要 加多少 呢   没有 wifi 您 请稍等 呃 我 看到 您 是 五十八 套餐 您 可以 办理 一个 二十块 一点 五个 g 的 流量 二十元 一点 五个 g
您好 很 高兴 为您服务   统一 给 员工 配 手机号 现在 没有 集团 套餐 套餐 都 是 属于 个人 套餐 的 支付宝   您 是 以 公司 名义 办 手机号 是 吗
您好 很 高兴 为您服务   是 办 固定 电话 吗   就 申请 新 的 上海 移动 号码 以 公司 名义 登记
服务   宽带 是 吧   宽带 的话 我们 这边 是
很 高兴 服务   您好 请 讲   就是 iphone 手机 对 吧
您好 很 高兴 为您服务   嗯 我们 这边 一般 都 可以 办 的 您 是 要 办 哪个 套餐 呢   对 的 到 营业厅 要 本人 身份证 的
然后 我 还 会 这 样子 您好 很 高兴 为您服务   呼叫 等待   我 帮 您 办理 一下 我 看 一下 您 没有 开通
您好 很 高兴 为您服务   呃 办 宽带 是 吧 移动 的 上海 移动 的 家庭 宽带 吗   嗯 要么 我 帮 您 转 宽带 专席 您 问 一下
一定 是 五十块 一个 g 的 套餐 五十块 一 g   对 是 的 偶 十块 一个 g   当月 充 的 但是 充 的话 您 充 的 那个 五百 兆 的 套餐
带 好 机主 身份证 原件 到 上海 移动电话   两三 要 到 营业厅 换 呢   营业厅 任何 一家 都 有 营业 的
您好 很 高兴 为您服务   恩像 您 本 机号码 可以 加个 二十块 钱 可以 多 两个 g 的 流量 二十元 两个 g   都 可以 啊 您 可以 继续 保留 也 可以 只开 这个 月 都 可以 的
您好 很 高兴 为您服务   呃 积分换 话费 对 吧 呃 您 知道 之前 有 多少 积分 吗   嗯 那 噢 对 您 可以 用 两千五百 分换 三十元 那 我 把 兑换 方法 发给您 啊 还是 要 您 自己 发短信 发送 hf 五零 hf 三零到 幺 零 六五 一个 八 三个 九 呃 具体内容 我 都 发给您 了 啊
服务   恩 您 说   公司 的话 要 买 电话卡 是 吗 首先 的话 你们 的话 需要 那个 公司 的话 营业执照 副本 原件
今   短信   这边 的话 您 发送 您 现在 兑换 多少 钱 话费 的 呀
您好 很 高兴 为您服务   是 办 固定 电话 吗   就 申请 新 的 上海 移动 号码 以 公司 名义 登记
服务   恩 您 说   公司 的话 要 买 电话卡 是 吗 首先 的话 你们 的话 需要 那个 公司 的话 营业执照 副本 原件
您好 请 讲   证件号码 呃 适合 上海 本地 之间 吗   噢 有 一个 和 家庭 业务 的 功能 不 收费 但是 要 互打 免费 的话 是 要 收 八块钱
您好 很 高兴 服务   你好   嗯
您好 很 高兴 为您服务 哎 我 想 问 一下 这个   是 移动 的 宽带 对 吧 那 你 把 地址 报 一下 我查 一下 有没有 线路 有没有 东西   上海 什么 区 请问 一下
您好 很 高兴 为您服务   是 家庭 绑定 打电话 过来 也 能 加包 的 您 方便 的话 但是 您 到 营业厅 都 加 都 可以   就是 那个 家庭 绑定 可以 电话
您好 很 高兴 为您服务   您 要 开通 国际漫游 关闭 上网 功能 是 吧   好 的 手机 服务 密码 知道 吗
兴 为您服务   嗯   充值卡 你 说 的 是 上海 移动 的 充值卡 吗
一月份 的 账单 就是 打印   现在 已经 超过 六个月 了 打 不 出来 的   而且 更改 套餐 二月份 才 有 的 今天
您好 很 高兴 服务   对 是 的   就 电子 发票 吗 幺 三九 消费 发给您
您好 很 高兴 服务   嗯 好 的 稍后 我 给 您 转接   可以 帮 您 呢
您好 很 高兴 为您服务   这个 抱歉 这个 手机   一下子 也 能 接 打电话 来 反正 是 指 话费 推出 来 还是 指 什么
为您服务   公司 要 支付 集团 账号 的 账单 对 吗   目前 它 是 只能 通过 银行 转账 另外 一个 是 您 可以 收到 的 对 账单 去 上海 营业厅 自助 终端 缴费 付款
那 反应   不 客气 感谢 你 啊   好 那 这样 我 发给您 一下 因为 五月份 的 账单 还 没有 结 五月份 的 没有 发票 的 报销 账单 还 没接 那个 四月份 的话 我 发给您
高兴 为您服务   我 帮 您 转到 宽带 部门 问 一下 请 不要 挂 我 帮 您 转过 去 为了 更好 解决问题 我 将 电话 转 专席 处理 最高 的
噢 那 这边 的话 就是 您 能 把 那个 手机号码 报 一下 我 帮 您 看 一下 啊 幺 三 六 幺 三 六四 幺 六七 幺 六二 二 四九 三三二二 四九 三好 手机 密码 知道 吗 知道 好 麻烦 您 根据 语音 提示 输 一下 密码 噢 好好 的 密码 验证 成功   噢 我 看 您 这个 手机号码 的话 是 一个 那个 就 全球通 五零 套餐   噢 然后 还有 还有 就是 那个 十元 的 来电显示 嗯 嗯 然后 还有 六块钱 的 畅 听 优惠 包
您好 很 高兴 为您服务   畅玩 没有 插 嗯 然后 呢   办理 的话 您 直接 在 网上 去 问 一下 就是
您好 很 高兴 服务   你好 请 讲   好 为了 更好 为 您 解决问题 我 将 您 的 电话 转 专席 处理 请稍等 啊
您好 很 高兴 为您服务 喂 您好 有 什么 可以 帮 您   我 帮 您 接到 我们 宽带 服务 热线 问 一下 好 吗   请 不要 挂机 办法 解决问题 我 将 电话 转接 专席 处理 请稍等
您好 请 讲   使用 过 因为 我 这边 需要 您 必须 要 机卡 匹配 产生 四 g 网络流量 他 才 会 返还 话费 就 您 这个 号码 跟 您 您 这个 号码 跟 您 参加 活动 的 时候 这个 手机 要 放在 一些 就 iphone 七要 放在 一起 产生 四 g 网络流量   嗯 嗯
您好 很 高兴 为您服务   短期 的 国际漫游 有效期 是 三十天 的   我 是 说 短期 的 国际漫游 有效期 是 三十天 的
您好 请 讲   你好   停机 对 吧
喂 您好 很 高兴 为您服务   单位 的 名称 办理 移动 手机号码 对 对 那 公司 这边 需要 提供 营业执照 副本 原件 单位 授权 加盖 公章   营业执照 的 副本 原件 公章 还有 单位 对 授权书 然后 的话
您好 很 高兴 为您服务   查 什么 险   改 宽带 密码 对 吧 那 你 是 哪个 手机号码 办理 的 宽带
您好 兴 为您服务   宽带 的话 可以 发 您 邮箱 里面 的   那 是 对 幺 三九 邮箱 您 需要 麻烦 就是说
您 就 去 穿 上 营业厅 吧 我 把 地址 发给您 嘛 您 带 好 身份证 过去 看 一下   对 那 当然 有 一个 川沙 有 一个 长阳路 华夏 东路 哪个 键 啊   华夏 东路 城 阳路 哪个 近
您好 很 高兴 为您服务   就是 您 之前 流量 比方说 是 两个 g 吗 呃 五十元 一个 g 的 对 吧 现在 改到 新 的 业务 五十元 就是 两个 g 了 还是 五十块 钱 的 费用 不 增加 七点   其他 的话 五十元 的 七十 元 七十 元 现在 是 三个 g 再 送 您 三个 g 的 国内 流量 送到 明年 六月
您好 很 高兴 为您服务   你 要 流量 升级 修   对 先生 这个 的话 就是说 如果 他 升级 的话 是 这个 样子 就是说 它 送 的 流量 的话 是 全国 通用 流量 五个 g 五个 g 全球通 用 的 但是 的话 如果 就是说 呃 他 这个 的话 套餐 是 这个 样子 的 如果 你 一旦 升级 完成 以后 那么 就是说 他 这个 的话 只 送到 一 八年 的 六月份 就 结束 了 不是 每个 月 都 正常 赠送 的 呃 就 是不是 一直 赠送 的 如果 到 一 八年 六月份 以后 那么 它 就 不再 赠送 了 就
您好 兴 为您服务 唉 你好 就是   短信 我 看 一下 您 之前 今天 加 过 一次 一 百兆 进来 了 已经   加进来 了 可以 用 了 对 的 噢 好 吧 那 我 知道 还有 什么 可以 帮 您 的 吗 嗯 没有 了 谢谢 啊 那 不 客气 祝您 生活 愉快 再见
您好 很 高兴 为您服务   呃 它 是 电子 发票 现在 对 方面 的话 每月 发到 邮箱 幺 三九 邮箱 这个 要 开通 一下 的 我 帮 您 开通 是 吧   ok 了 手机卡 的 服务 密码 知道 吗
您好 很 高兴 为您服务   情况 您 呃 是 取消 哪个 集团 服务 给 的 是 手机号码 套餐 还是 集团 产品 服务   集团 产品 要 取消 的话 你 要 联系 我们 当时 办 的 移动 客户
您好 很 高兴 为您服务   嗯 您好 请 说   关彩铃 是 吧 电话 您 是 拨打 幺 二五 三零 或者 直接 登陆 幺 二五 三零官 网 进行 设置 语音
您好 高兴 服务   正在 通话记录 的话 呢 需要 登录 上海 移动 网上 营业厅 在 网上 营业厅 里面 查   登陆 网上 营业厅 在 我 的 移动 详单 查询 里面 有 一个 通话 详单
您好 预处理 专席 代表 很 高兴 为您服务   改帮 您 转到 后台 有 在 排队 那 现在 已经 转通 了 有 什么 可以 帮 您 的 吗   零
您好 很 高兴 为您服务   a 区 ap 功能 要 我们 这边 帮 您 打开 打开 之后 您 才能 使用 手机 上 的 高清 语音 通话 您 那个 是 您 是 要 打开 高清 视频 通话 这个 功能 吗   嗯 嗯 那 您 这边 手机 密码 知道 吗 嗯 对 机主 名字 报 一下 就 可以 了
高兴 为您服务   您好 请 讲   停机 保号 对 吧 你 包含 了 立刻 就 停掉 了 您 上 月 停 的话 就 当月 来电 办理 就 可以 了
您好 很 高兴 服务   原来 是 我 外婆 的 然后 后来 外婆 去世 了 然后 后 后来 我妈 在 用 然后 现在 就是说 呃 被 停掉 了 吗 那么 有没有 什么 方法 可以 把 他 这个 号码 转到 我 妈妈 的 那个 实名制 验证 呢 因为 应该 走 的 应该 是 一个 过户 过户 的话 必须 要 带 好 上加 的 死亡 证明 下家 要 带 好 机主 身份证 原件 到 上海 移动 营业厅 过户 嗯 上加 的 是 吧 证明 然后 那 如果 如果 觉得 这个 麻烦 哎 麻烦 的话   呃 就是说
您 服务 喂 你好 先生   嗯 这边 有 一个 活动 流量 的 二十元 两个 g 可以 吧   两个 g
请 说   呃 就是 那个 不帮 他们 付钱 了 是 吧   好 的 我 可以 帮 您 解绑 掉 的 解绑 的话 下个月 开始 生效 要 帮 您 解决 掉 是 吧
您好 很 高兴 为您服务   到 哪个 地方   我 帮 您 开通 一下 密码 知道 吗
您好 很 高兴 为您服务   您 说 一百二十八 改成 多少 的 最低 的 最低 的 您 现在 改不了 现在 有 活动 呀 活动 还 没有 结束 这个 您 要 等 活动 结束 之后 才能 改 的 活动 到 一 八年 的 一月 一号 结束   啊 对
您好 很 高兴 为您服务   这个 号码 这个 号码 可以 改 您 可以 自己 网上 改 也 可以 发短信 的   呃 在 群组 业务 里面 群组 业务 你 能 办 的 零
您好 高兴 为您服务   兑换 它 有 的 就是 送到 一 八年 六月份   套餐 对 现在 套餐 已经 申请 好 了 就是 每个 月 套餐 保持 两个 g 或 以上 的 就 送 这个 的 一个 g 或 以上 的 重新 两个
您好 很 高兴 为您服务 唉 你好   我 帮 您 打 吧 您 需要 几月份 的 啊 你 帮 我 打 怎么 打 不是 我 把 网上 打 不 需要 验证码 的 吗 我 把 验证码 发到 您 手机 上 你 凭 验证码 才能 打 的 或者 我 直接 发给您 幺 三九 邮箱 里面 您 登陆 邮箱 也 可以 打 了 我 我   就是 四月份 的 对 不 对
呃 停机 保号 我们 可以 的 就是 如果说 您 要 销户 的话 只能 去 营业厅 销户   就是 停机 号码 还是 保留 着 每月 从 下个月 开始 停满 一 整个 自然 月 会 扣除 五块 钱 的 停机 保号费   嗯
为您服务   嗯 它 是 没有 身份证 的 是 吧   那 这边 的话 只能 要 大人 去 办 了 但是 办个 号码 给 他 用 就 可以 了
吧 您好 很 高兴 为您服务   地址 什么 宽带 吗   宽带 我 帮 您 转到 宽带 部门 问 一下
您好 很 高兴 为您服务   嗯 您 要 打 那个 通话 详单 是 吧 呃 通话 详单 的话 他 是 在 网上 营业厅 我 的 移动 然后 详单 查询 里面 有个 通话 详单   现在 上面 没有 这个 选项 了 吗
对 您好 很 高兴 为您服务 零六 这个 手机 抱 清楚 在线 记录 地址 是 哪里 呢 没有 四 春节 经理 加 六百 二十四 套餐 哎 去 好 的 目前 显示 不 在线 状态 这边 现在 清楚 了 好 的 好 的
您好 兴 为您服务   呃 通过 手机 上 设置 您 手机 是 什么 牌子   我 这边 帮 您 转到 iphone 客服 我们 专席 人员 会 将 您 的 我 先 帮 您 转接 好 吗
您好 很 高兴 为您服务   嗯 别的 话 流量 可以 的 有 那个 八百 四 十分 换 一 百兆 的 当月 使用   我 帮 您 查询 一下 请问 密码 知道 吗
您好 请 讲 你好   今天 就   家里 装 宽带 是 吗 您 的 什么 地址 帮 您 看 一下 资源 情况
您好 很 高兴 为您服务   他 要 验证码 对 吧   对 我 把 随机码 发到 您 手机 上 您 自己 看 就 能 打印 了 您 要 几月份 的
您好 很 高兴 为您服务   那 您 直接 带 好 身份证 设备 去 虹口区 这边 的 移动 营业厅 办理 注销 就 好 了   的 虹口区 的 都 可以 办 的
您好 请 讲   我们 这里 直接 帮 您 操作 取消 就 可以 了 您 要 现在 不要 了 是 吧   噢 好行 那 机主 姓名 您 报 给 我 一下
您好 很 高兴 为您服务   是 家里 用 的 宽带 移机 吗 小姐   是 哪个 手机号码 办 的 移动 宽带
哦 您好 很 高兴 为您服务   这个 号码 的话 先 挂失 了 手机号 多少   对
您好 很 高兴 为您服务   嗯   好 的 您 要 改 什么 套餐 呢
您好 很 高兴 为您服务 你 小姐 你好   对 带 好 身份证 原件 到 移动 营业厅 办   那要 把 您 的 身份证 原件 给 到 就 机主 的 身份证 原件 给 到 经办人 委托书 然后 经办人 身份证 原件 都 要 带 好 到 移动 厅 办理
您好 很 高兴 服务   你好   公司 要 办 一个 号码 是 吗 要 新办 号码 的话 带 好 营业执照 副本 原件 公司 开机 的 军
您好 很 高兴 为您服务   关 基础 套餐   对 现在 八十八 的
您好 很 高兴 服务   服务 密码 知道 吗 帮 您 办   好 麻烦 根据 语音 提示 输入 请稍等
可以 吗 好 的 嗯 好 请 您 稍 等 不要 挂机 为了 更好 的 为 您 解决问题 我 将 您 电话 转 至 专席 处理 由 专人 为 您 解答 请 您 稍 等 好 的
本 机号码 吗   好 密码 知道 吗 先生   根据 语音 提示 输入 请稍等
好 服务 密码 知道 吗 女士   不 知道 身份证 号码 姓名 报 一下   好 国际漫游 即刻 生效 不 收 功能 费去 的 是 哪个 国家 呢 您 这边
您好 很 高兴 为您服务   魔百盒 需要 装 五十 兆 或者 以上 的 宽带 才能 装 的   说装 宽带 才能 装 的 呀 您 宽带 装 了 吗
您好 很 高兴 为您服务   嗯 对 的 呃 您 这个 号码 哎 积分换 流量 您 知道 自己 有 多少 积分 吗   噢 那 最少 要 八百 四 十分 才能 换 一 百兆 啊 您 这边 六百多分 换 不了 的
恩   呃 是 说 宽带 吗   宽带 到期 时间 是 吗
您好 很 高兴 为您服务   噢 是 一个 承诺 消费 一百零八 送 宽带 话   查 一下 协议 是 到 十一月 一号 到期 吗 如果 你 不想 用 了 就是 十月底 你 机主 本人 就 十月份 七月 一号 到 十月 三十 号 这 段时间 机主 本人 带 好 身份证 原件 和 宽带 设备 去 浦东新区 任何 家 营业厅 办 注销 手续 就 可以
高兴 为您服务   宽带 是 这个 手机号码 的 宽带 毛钱   我 看 一下 噢 因为 您 这个 宽带 是 到 这个 月 月底 到期 了 就是
您好 很 高兴 为您服务 好 的   一百二十 的 是 吗   啊 那 你 指令 详细 的 才能 办 的 您 哪个 小区
您好 很 高兴 为您服务 什么   宁波 那 您 要 打 当地 电话 我 这边 上海 查询 不了 五   呃 这个 我 这边 转 不了 您 这 号码 就 上 的 您 要么 先 重新 幺 零零 八六 前面 加 当地 的 区 号 您 再 重新 拨打 一下
六 您好 很 高兴 为您服务   再见 嗯 办 宽带 的话 我们 现在 最低 二十 兆 然后 一年 的话 呢 是 七百 六 然后 一次性 送 两百 的 话费 或者 两年 八百 八   一年 的话 七百 六 一次性 送 两百 的 话费 或者 直接 两年 八百 八
您好 很 高兴 为您服务   我 帮 您 看 一下 因为 我 看 一下 您 这个 号码 是 那个 个人 名称 登记 的 我们 一般 纳税人 识别 号 都 是 由 公司 名称 才 会 有 哎 它 会 有 那个 税 纳税人 识别 号   但是 到时候 会 不会 就是说 显示 出来 这个 是 需要 您 自己 就是说 呃 就是 到时候 看 一下 发票 上 有没有
您好 很 高兴 为您服务 喂 你好 您好   不想 用 了 您 要 销户 吗   那像 我 只能 到 上海 移动 营业厅 上
您好 很 高兴 为您服务   是 呃 是 办 公司 的 短号 服务 员工 之间 打电话 有 优惠 吗   如果 您 要 把 一些 短号 的话 你 把 公司 名称 办公 地址 再 留个 联系电话 给 我 稍后 我们 会派 专员 的 他们 会 联系 您 跟 你 说 一下 价格 和 办理 流程
您好 很 高兴 为您服务   哎 对 了 要 挂失 吗 是 是 上海 移动 号码 吗 对 啊 上海 的 不要 挂要 需要 挂失 吗 要 挂失 号码 请报 一下   挂失 或者 不 挂失 都 可以 带 身份证 到 营业厅 补卡 挂失 没关系
您好 很 高兴 服务   发票 的话 这边 帮 您 进行 一个 呃 呃 就是 发送 发送到 您 幺 三九 邮箱 里面 您 现在 打印 出来 是 报销 用 的 需要 帮 您 发送 一下 吗   用户 密码 知道 吗 先生
您好 很 高兴 为您服务   请问 卡 的话 您 按照 你 现在 本机 都 要 去 办 的话 目前 是 五十 八块钱 它 里面 的话 是 有 带 一 百兆 的 流量 然后 如果 打电话 呢 正常 是 按照 一毛 九 一分钟 来 计算 的   流量 他 每个 月 有 一 百兆 国内 通用 的 然后 如果 您 用 完 之后 如果 您 在 上海 本地 继续 上网 咱们 当天 会收 您 一块钱 然后 再 给 您 一天 用 的 五百 兆 然后 超出 之后 当天 可以 无限 次 叠加 如果 在 外地 上网 就是 按照 两毛九一兆 计算 的 然后 每次 扣 到 十块 给 您 一 百兆 是 这 样子 来算
您好 很 高兴 为您服务   您好   问 您 号码 多少
您好 很 高兴 为您服务   您 是 要 办过 什么 其他 的 sim 卡 吗   就是 您 要 办理 一张 新 的 普通 的 sim 卡 然后 您 要 去 买 了 没有 电视 激活 了 一个 小模 卡 的 一个 新 两张 卡是 吗
您好 很 高兴 为您服务   什么 狗 买 了 一个 什么   就是 那个 什么
您好 很 高兴 为您服务   通话 那 就 带 好 二代 有效 身份证 本人 去 上海 移动 厅 办理 是 那个 号码 的话 有没有 参加 过 什么 活动 啊   承诺 消费 活动 啊 有 最低 消费 有 协议 期 啊 或者 是 有 办理 过 家庭 去 了 有 吗 有 的话 呢 取消 不了 的 我 看 一下 吧 您 把 号码 报 一下
很 高兴 为您服务   请 说   喂充 流量 您 是 什么 卡 你 刚刚 说 客户 联系 一下 啊 不是 飞 里面 对 吧 这个 机 里面 的话 我 帮 您 转到 我们 的 专席 问 一下 有个 专线 的 我 帮 您 转接 过去 问 一下 好 的 帮 他 解决问题 我 将 电话 转接 专席 处理 请稍等
使用 情况 对 吧 发幺 零九幺 到 幺 零零 八六 进行 查证   发给 幺 零零 八六查 现在 人工 查 不了 吗 刚刚 看到
您好 唉   就是 这个 号码 发过来 的 那个 短信   我 帮 我 帮 您 看 了 一下 点 被 别人 短信 功能 你 有 的 这个 短信 功能 这边 没有 问题 您 这边 手 也 没有 通过 我们 这边 屏蔽 过 这种 类似 的 信息 但 手机 上面 屏蔽 我 看不到 您 可以 那个 先 发送 五个 要 到 那个 就是 那个 银行卡 端口 进行 恢复 看 一下 让 他们 重新 再 下发 一下 看 一下 能否 收到
很 高兴 为您服务   您 是 要 哪个 营业厅 的 地址   对 一个 是 长寿路 一个 是 十弄 那个
不要 挂机 您 拨打   您好 刚才 没 声音 了 我 再 打 过来   什么 什么 套餐
您好 很 高兴 为您服务 您好   但是 我们 移动 和 东方 有线 合作 的 还是 说 单独 的 东方 有线 的 宽带 的   跟 就是 办 他们 自己 的 那个 宽带 是 吗
您好 很 高兴 为您服务   呃 就是 流量 升 一下 是 吧 剩下 那 您 要 看 一下 现在 是 六十八 的 呃 现在 是 五十八 的 套餐 加 五块 钱彩铃 那么 五十八 改改 的 内容 多 一档 那么 您 现在 是 五十分钟 通话 加 两个 g 流量 的话 六 十八块   对 通话 不变 五十分钟 那 六位数 的
什么 三四 很 高兴 为您服务   是 来电 的 手机号码 吗 知道   因为 这个 号码 不是 我们 上海 的 我 帮 您 转到 你 归属 地 移动 可以 可以 查 一下 请稍等
您好 高兴 您 服务   积分 兑换 流量 是 吧   可以 那 我 把 积分 兑换 流量 的 一个 方式 下 发给您 请 您 稍后 根据 短信内容 操作 一下 好 吧 但是 我 提示 您 一下 积分 兑换 流量 当月 流量 要用 完 的 不 累积 的 嗯 知道 了 请问 还有 什么 可以 帮 您 的 如果 您 对 服务满意 请 给予 十分 评价
公司 宽带 要 注销 吗 这个 您 联系 客户经理 那边 办 的   嗯 对 的 我们 这里 不能取消 业务 的   嗯 因为 公司 业务 他 都 是 通过 客户经理 去 办 的 所以 您 最好 直接 先 联系 一下 客户经理
很 高兴 为您服务   嗯 嗯   可以 啊 国际漫游 的话 有 长期 的 一百八十 天 呢 还有 三十天 的 都 是 没有 功能 费 的
您好 兴 为您服务   流量 的话 就是 您 是 哪 一种 是 另外 叠加 那个 还是 是 还有 套餐 里面 每个 月 的 那种 的 流量 套餐 呀   叠加 对 吧 叠加 的话 是 这个 月 用 的 每个 月 用 的
恩 您好 很 高兴 为您服务   浦江镇 哪个 区 的   啊 什么 路 具体地址 您 给 我 一下 现在
您好 很 高兴 为您服务   嗯 对 我们 这边 给 到 您 然后 这边 提醒 到 了 这个 充值 发票 嗯 以后 如果 再要 开 账单 发票 的话 未 将 这部分 金额 要 扣除 掉 的 噢   知道 了 好 的 请问 您 本机 密码 知道 吗 六位数 的
幺 五八 零零   九零 七八 零八   噢 密码 知道 吗
您好 高兴 服务   呃 那些 什么 问题 哪个 号码   密码 知道 吗
您好 兴 您 服务 您好   可以 通过 什么   去 几天 它
您好 很 高兴 为您服务   噢 好 的 那 宽带 移机 的 问题 我 帮 您 转接 专席 处理 请 您 稍 等 不要 挂 啊   噢 我 看 一下 现在 还有 一个 人 排队 要 不 您 再 耐心 等待 一下
为您服务   嗯 嗯 好   发短信 我 帮 您 更换 代码 发给您 一下 把 我 最后 一天 不能 换
您好 很 高兴 为您服务   嗯 哦 您 的   我们 可以 帮 您 约 然后 师傅 上门 安装 一个 什么 地方 装 呢
您好 高兴 为您服务   有 什么 问题   嗯 嗯
为您服务 您好   如果 您 要 这个 号码 办宽 办 那个 家庭 承诺 消费 的 业务 还是 说 个人 承诺 消费   叠加 就行了
您好 很 高兴 为您服务   您 号码 是   我 已经 号 先 给 我 幺 三五 零
您好 很 高兴 为您服务   您 现在 这个 号码 对 吧   那 请问 一下 之前 有开 通过 电子 发票 对 吗
这 样子 的 您好 兴 您 服务 您好   十七 楼 您好 能 听到 吗   你好
您好 很 高兴 为您服务   什么 业务   身份证 号码 报 吗
很 高兴 为您服务   嗯 魔百盒 您 现在 什么 问题 呢   魔百盒 您 不用 是 吧
